date,indiv_net_kospi,indiv_net_kosdaq,indiv_net_total,inst_net_kospi,inst_net_kosdaq,inst_net_total,foreign_net_kospi,foreign_net_kosdaq,foreign_net_total
2025-06-02,82470.29000000021,-145596.95000000004,-62612.30999999993,-235891.77000000014,41758.269999999946,-194747.11000000025,136128.76999999973,109147.37999999986,244647.12999999992
2025-06-04,-1151180.439999998,-284444.93,-1443780.2599999986,185371.31,179161.80000000022,369835.8499999996,991196.3600000007,110935.68999999989,1104667.6900000004
2025-06-05,-1198736.1599999983,-37926.70000000001,-1234030.0299999975,230771.4399999999,12221.330000000029,241445.63000000006,977868.9700000021,29379.609999999968,1006108.6500000034
2025-06-09,-196428.76000000004,-74558.63000000002,-270201.7500000004,-691464.8199999993,-32889.309999999976,-730662.0399999999,905645.5199999987,114920.98999999993,1026158.5699999984
2025-06-10,-582962.0699999997,11946.819999999994,-575097.5900000002,5973.439999999988,838.7300000000034,10923.850000000046,596168.7899999999,4046.8899999999853,600236.4500000008
2025-06-11,-378188.0199999999,-306116.05999999953,-683150.379999999,240725.96,109871.09000000011,351162.53000000026,167660.6799999999,214981.76000000007,380924.11999999924
2025-06-12,-219415.1699999997,28376.439999999995,-191928.31999999942,-202103.68000000008,2390.8900000000044,-200455.21000000037,420414.50999999954,5097.110000000012,427601.93999999954
2025-06-13,429092.96,285160.5600000002,713968.370000002,-597286.3199999991,-91677.01999999995,-692219.6199999994,111821.13000000021,-188381.4100000002,-73439.6000000001
2025-06-16,70821.89999999986,-139663.7499999998,-70920.78000000014,263545.97,43121.939999999995,307168.7599999996,-359174.33999999997,101648.84000000007,-255686.23999999888
2025-06-17,248427.57000000007,55639.48000000001,304734.9299999997,-105273.91999999993,-54514.20000000003,-158314.76999999958,-112225.86000000018,19920.829999999958,-94339.50999999998
2025-06-18,-389910.7899999997,97922.67000000009,-306721.0600000002,94266.74999999994,-62499.09,45077.740000000085,257411.12999999992,-38673.07000000001,221405.97999999954
2025-06-19,351318.44000000006,126522.18000000007,477784.98,-309069.37000000064,-610.1100000000007,-302815.2600000005,-81540.23999999995,-120477.22999999986,-208683.1100000002
2025-06-20,-601503.3300000003,-77807.05999999985,-680673.3499999997,33456.97999999995,38546.829999999936,78941.46999999986,572101.2099999991,47650.00000000007,614378.2199999974
2025-06-23,1383551.8199999982,106416.17000000001,1492954.6799999992,-968942.2899999992,-63884.69000000002,-1019587.3299999982,-353844.69000000024,2814.3599999999824,-367159.9100000006
2025-06-24,-525025.8500000011,-200532.92000000027,-723345.8599999998,217322.8199999999,61001.57999999998,285450.6099999999,442726.27,157732.61999999976,591536.9400000011
2025-06-25,790540.759999998,195085.31999999942,994538.0799999983,-601906.6700000006,-52364.08999999998,-654803.489999999,-138195.3599999999,-129234.39000000007,-276332.760000001
2025-06-26,855377.7200000018,219277.1699999998,1096945.1000000013,-386745.01000000036,-52236.50000000001,-461069.8200000004,-624204.8500000002,-152249.98999999967,-776975.6700000017
2025-06-27,459231.0799999993,143013.54000000004,600380.4300000004,327735.7000000002,48983.79000000006,378974.8400000005,-813674.9200000007,-182726.61999999994,-996963.0400000007
2025-06-30,177213.71000000008,-42493.73999999996,134213.51999999996,463643.8999999997,68234.54000000001,535392.5899999994,-625570.0799999998,-8476.859999999953,-637062.0199999997
2025-07-01,-574311.5899999997,-12125.85999999997,-588135.3499999988,453032.2099999996,56415.49999999998,513631.36999999976,128806.21,-44472.01000000012,81918.70999999989
2025-07-02,245526.16000000018,162706.35000000012,406246.5399999996,61430.32999999993,14439.149999999989,78600.95999999996,-323833.8500000005,-178361.40000000017,-504641.94000000047
2025-07-03,-1195676.9800000007,-132199.53999999992,-1334487.5100000002,545140.3200000001,33140.799999999996,589586.4999999976,614109.4199999998,97602.15000000001,704849.9299999997
2025-07-04,230455.99999999997,356158.4000000006,588944.9599999989,-364079.56000000006,-60364.34999999995,-423356.099999999,168568.61999999985,-283389.31,-118309.80000000003
2025-07-07,152770.31999999998,-58518.06999999998,89653.91000000003,-83845.64000000006,-73621.12000000007,-150103.41999999998,-81562.27999999996,135710.03999999972,49805.339999999975
2025-07-08,-221021.82999999964,86085.32999999991,-138735.79999999987,-34020.29999999991,-109043.89999999997,-137674.42999999976,212237.17,15972.799999999996,226176.8999999998
2025-07-09,436847.6200000013,7039.0399999999845,443819.0100000012,-78550.2899999999,-66621.54000000018,-145326.45999999967,-397984.12999999954,53078.15999999992,-344920.3899999998
2025-07-10,-581436.53,-15294.559999999936,-595219.1399999991,47381.63000000001,-132008.05000000002,-89446.66999999982,475524.3799999995,156737.09999999995,635322.7399999993
2025-07-11,144099.27000000022,-55339.780000000006,86120.58000000019,-66726.49000000003,8108.169999999975,-58497.57999999995,308689.61000000004,52627.42999999998,363906.7600000004
2025-07-14,-297116.94,116058.06999999998,-185852.4299999999,-108727.47999999992,-35859.13999999992,-142626.21999999983,334189.130000001,-139246.84,197376.2599999998
2025-07-15,-318750.28000000055,-68941.58000000015,-383637.3800000005,-22012.66,-13950.369999999957,-31668.439999999988,233954.01999999993,89877.53,320074.4300000001
2025-07-16,408356.07,134168.1600000001,539974.7699999996,-572955.8599999999,-62691.86999999997,-632378.5099999999,76274.84000000001,-11484.139999999992,63463.08000000006
2025-07-17,-306697.61999999965,51973.43999999994,-257464.17999999993,124030.85999999997,7754.759999999998,132823.52000000008,64086.66000000001,-65205.22999999994,1034.1999999999784
2025-07-18,-336683.92000000016,-76559.80000000009,-420677.5900000006,10547.61999999999,35027.98,52785.29999999989,216093.27999999988,46239.86999999993,261844.7199999994
2025-07-21,-1028829.1500000003,5722.530000000006,-1027270.409999999,84105.98999999992,13297.200000000003,101559.01999999989,890183.5400000006,-18824.339999999982,870908.4400000026
2025-07-22,491076.27000000054,149646.54,637072.8600000015,-416504.0099999997,-129274.90999999973,-545588.3399999993,-127258.94000000015,-19830.54000000002,-143664.7599999999
2025-07-23,-622165.7400000005,136599.0499999998,-488823.82999999955,153485.43000000043,-108758.68999999984,50547.54000000003,400748.75999999937,9967.040000000015,408392.43999999977
