code,year,op_100mil,fetched_date
A271830,2025,-41.3,2026-08-18
A000040,2022,-62.3,2026-08-18
A000040,2023,-61.9,2026-08-18
A000040,2024,-49.4,2026-08-18
A000040,2025,-28.9,2026-08-18
A446840,2022,-23.7,2026-08-18
A446840,2023,16.4,2026-08-18
A446840,2024,-17.7,2026-08-18
A446840,2025,-66.4,2026-08-18
A446840,2026,40.0,2026-08-18
A000950,2022,-350.5,2026-08-18
A000950,2023,-325.5,2026-08-18
A000950,2024,-84.8,2026-08-18
A000950,2025,-73.1,2026-08-18
A261200,2022,55.9,2026-08-18
A261200,2023,4.3,2026-08-18
A261200,2024,-4.5,2026-08-18
A261200,2025,-104.1,2026-08-18
A380550,2022,-94.2,2026-08-18
A380550,2023,-117.6,2026-08-18
A380550,2024,-146.5,2026-08-18
A380550,2025,-165.5,2026-08-18
A291650,2022,-83.2,2026-08-18
A291650,2023,-122.1,2026-08-18
A291650,2024,-70.5,2026-08-18
A291650,2025,-78.0,2026-08-18
A079000,2022,1.4,2026-08-18
A079000,2023,-0.9,2026-08-18
A079000,2024,-2.5,2026-08-18
A079000,2025,-43.2,2026-08-18
A038950,2022,-37.0,2026-08-18
A038950,2023,-6.6,2026-08-18
A038950,2024,-45.8,2026-08-18
A038950,2025,-45.8,2026-08-18
A403490,2022,38.1,2026-08-18
A403490,2023,33.5,2026-08-18
A403490,2024,35.5,2026-08-18
A403490,2025,-8.8,2026-08-18
A396270,2022,-274.0,2026-08-18
A396270,2023,-225.2,2026-08-18
A396270,2024,-184.4,2026-08-18
A396270,2025,-129.4,2026-08-18
A260930,2022,-152.2,2026-08-18
A260930,2023,27.4,2026-08-18
A260930,2024,1.3,2026-08-18
A260930,2025,-56.7,2026-08-18
A371950,2022,7.5,2026-08-18
A371950,2023,-219.3,2026-08-18
A371950,2024,-182.5,2026-08-18
A371950,2025,-199.3,2026-08-18
A308080,2022,-182.1,2026-08-18
A308080,2023,-200.8,2026-08-18
A308080,2024,-153.3,2026-08-18
A308080,2025,-171.1,2026-08-18
A054780,2022,-24.0,2026-08-18
A054780,2023,-14.8,2026-08-18
A054780,2024,6.5,2026-08-18
A054780,2025,-39.4,2026-08-18
A011230,2022,-43.0,2026-08-18
A011230,2023,-50.0,2026-08-18
A011230,2024,-72.7,2026-08-18
A011230,2025,-77.8,2026-08-18
A122990,2022,-129.7,2026-08-18
A122990,2023,134.8,2026-08-18
A122990,2024,4.6,2026-08-18
A122990,2025,-362.8,2026-08-18
A229000,2022,-110.1,2026-08-18
A229000,2023,-111.6,2026-08-18
A229000,2024,-85.3,2026-08-18
A229000,2025,-65.7,2026-08-18
A025870,2022,22.5,2026-08-18
A025870,2023,16.9,2026-08-18
A025870,2024,11.5,2026-08-18
A025870,2025,-15.6,2026-08-18
A348150,2022,-202.9,2026-08-18
A348150,2023,-184.6,2026-08-18
A348150,2024,-69.1,2026-08-18
A348150,2025,-96.5,2026-08-18
A205470,2022,2147.2,2026-08-18
A205470,2023,-523.5,2026-08-18
A205470,2024,-105.6,2026-08-18
A205470,2025,-105.5,2026-08-18
A407400,2022,11.3,2026-08-18
A407400,2023,-26.4,2026-08-18
A407400,2024,4.0,2026-08-18
A407400,2025,-42.5,2026-08-18
A303530,2022,4.1,2026-08-18
A303530,2023,6.4,2026-08-18
A303530,2024,-19.3,2026-08-18
A303530,2025,-29.0,2026-08-18
A206400,2022,-19.1,2026-08-18
A206400,2023,-70.1,2026-08-18
A206400,2024,-97.0,2026-08-18
A206400,2025,-53.6,2026-08-18
A086040,2022,8.0,2026-08-18
A086040,2023,-81.9,2026-08-18
A086040,2024,-88.8,2026-08-18
A086040,2025,-48.1,2026-08-18
A388870,2022,-106.2,2026-08-18
A388870,2023,-101.2,2026-08-18
A388870,2024,-126.0,2026-08-18
A388870,2025,-115.1,2026-08-18
A065690,2022,-151.9,2026-08-18
A065690,2023,-101.3,2026-08-18
A065690,2024,-14.3,2026-08-18
A065690,2025,-127.4,2026-08-18
A052300,2022,-2.2,2026-08-18
A052300,2023,-6.8,2026-08-18
A052300,2024,-32.7,2026-08-18
A052300,2025,-24.5,2026-08-18
A367000,2022,31.8,2026-08-18
A367000,2023,-45.4,2026-08-18
A367000,2024,-69.7,2026-08-18
A367000,2025,-44.7,2026-08-18
A040160,2022,104.0,2026-08-18
A040160,2023,19.8,2026-08-18
A040160,2024,-81.5,2026-08-18
A040160,2025,-60.9,2026-08-18
A217820,2022,39.5,2026-08-18
A217820,2023,28.9,2026-08-18
A217820,2024,-487.5,2026-08-18
A217820,2025,14.0,2026-08-18
A110790,2022,784.9,2026-08-18
A110790,2023,461.1,2026-08-18
A110790,2024,121.4,2026-08-18
A110790,2025,-47.3,2026-08-18
A333620,2022,40.6,2026-08-18
A333620,2023,18.5,2026-08-18
A333620,2024,104.5,2026-08-18
A333620,2025,-61.1,2026-08-18
A023960,2022,77.7,2026-08-18
A023960,2023,9.8,2026-08-18
A023960,2024,65.6,2026-08-18
A023960,2025,-49.6,2026-08-18
A215790,2022,29.2,2026-08-18
A215790,2023,-188.8,2026-08-18
A215790,2024,-274.5,2026-08-18
A215790,2025,-91.9,2026-08-18
A088280,2022,-34.0,2026-08-18
A088280,2023,-51.7,2026-08-18
A088280,2024,-45.4,2026-08-18
A088280,2025,-66.6,2026-08-18
A236810,2022,22.8,2026-08-18
A236810,2023,-19.3,2026-08-18
A236810,2024,-33.4,2026-08-18
A236810,2025,-65.0,2026-08-18
A254120,2022,-0.1,2026-08-18
A254120,2023,8.4,2026-08-18
A254120,2024,12.1,2026-08-18
A254120,2025,-39.2,2026-08-18
A450520,2022,70.4,2026-08-18
A450520,2023,51.8,2026-08-18
A450520,2024,-35.9,2026-08-18
A450520,2025,-48.6,2026-08-18
A088800,2022,-200.6,2026-08-18
A088800,2023,-622.9,2026-08-18
A088800,2024,-311.5,2026-08-18
A088800,2025,-221.5,2026-08-18
A043590,2022,-1.6,2026-08-18
A043590,2023,2.9,2026-08-18
A043590,2024,-99.6,2026-08-18
A043590,2025,-21.0,2026-08-18
A235980,2022,-371.9,2026-08-18
A235980,2023,-287.6,2026-08-18
A235980,2024,-218.2,2026-08-18
A235980,2025,-140.2,2026-08-18
A290090,2022,-64.6,2026-08-18
A290090,2023,20.1,2026-08-18
A290090,2024,6.0,2026-08-18
A290090,2025,-40.8,2026-08-18
A043220,2022,-26.2,2026-08-18
A043220,2023,-17.2,2026-08-18
A043220,2024,-57.3,2026-08-18
A043220,2025,-58.7,2026-08-18
A286750,2022,-35.9,2026-08-18
A286750,2023,-24.8,2026-08-18
A286750,2024,-34.4,2026-08-18
A286750,2025,-65.8,2026-08-18
A323990,2022,-82.1,2026-08-18
A323990,2023,-115.1,2026-08-18
A323990,2024,-150.4,2026-08-18
A323990,2025,-155.0,2026-08-18
A347860,2022,-168.5,2026-08-18
A347860,2023,-185.2,2026-08-18
A347860,2024,-104.3,2026-08-18
A347860,2025,-102.5,2026-08-18
A082660,2021,-52.6,2026-08-18
A082660,2022,-76.9,2026-08-18
A082660,2023,-65.3,2026-08-18
A082660,2024,-82.9,2026-08-18
A002200,2022,257.0,2026-08-18
A002200,2023,228.8,2026-08-18
A002200,2024,-5.9,2026-08-18
A002200,2025,-65.6,2026-08-18
A147760,2022,-52.3,2026-08-18
A147760,2023,-52.7,2026-08-18
A147760,2024,-131.0,2026-08-18
A147760,2025,-204.0,2026-08-18
A188260,2022,-40.8,2026-08-18
A188260,2023,-64.8,2026-08-18
A188260,2024,-58.7,2026-08-18
A188260,2025,-43.7,2026-08-18
A035080,2022,145.8,2026-08-18
A035080,2023,29.1,2026-08-18
A035080,2024,-55.1,2026-08-18
A035080,2025,-295.8,2026-08-18
A071850,2022,-107.6,2026-08-18
A071850,2023,-92.1,2026-08-18
A071850,2024,-100.2,2026-08-18
A071850,2025,-62.7,2026-08-18
A246250,2022,24.2,2026-08-18
A246250,2023,10.3,2026-08-18
A246250,2024,2.9,2026-08-18
A246250,2025,-41.1,2026-08-18
A284620,2022,-161.6,2026-08-18
A284620,2023,-168.1,2026-08-18
A284620,2024,-123.3,2026-08-18
A284620,2025,-64.4,2026-08-18
A348030,2022,53.2,2026-08-18
A348030,2023,-15.2,2026-08-18
A348030,2024,-93.1,2026-08-18
A348030,2025,-89.2,2026-08-18
A261520,2022,3.9,2026-08-18
A261520,2023,30.0,2026-08-18
A261520,2024,23.9,2026-08-18
A261520,2025,-68.0,2026-08-18
A298690,2022,-813.1,2026-08-18
A298690,2023,1597.5,2026-08-18
A298690,2024,1462.8,2026-08-18
A298690,2025,-45.2,2026-08-18
A455180,2022,9.2,2026-08-18
A455180,2023,7.2,2026-08-18
A455180,2024,34.1,2026-08-18
A455180,2025,-36.9,2026-08-18
A321370,2022,-156.9,2026-08-18
A321370,2023,-180.4,2026-08-18
A321370,2024,-157.9,2026-08-18
A321370,2025,-115.6,2026-08-18
A475560,2022,257.6,2026-08-18
A475560,2023,255.9,2026-08-18
A475560,2024,360.2,2026-08-18
A475560,2025,-236.8,2026-08-18
A023440,2022,-61.9,2026-08-18
A023440,2023,-83.6,2026-08-18
A023440,2024,-146.9,2026-08-18
A023440,2025,-84.8,2026-08-18
A226340,2022,7.4,2026-08-18
A226340,2023,67.4,2026-08-18
A226340,2024,17.2,2026-08-18
A226340,2025,-83.3,2026-08-18
A228670,2022,162.1,2026-08-18
A228670,2023,61.2,2026-08-18
A228670,2024,-442.5,2026-08-18
A228670,2025,-97.9,2026-08-18
A431190,2022,17.5,2026-08-18
A431190,2023,11.2,2026-08-18
A431190,2024,-37.2,2026-08-18
A431190,2025,-35.1,2026-08-18
A101730,2022,252.8,2026-08-18
A101730,2023,37.6,2026-08-18
A101730,2024,-80.9,2026-08-18
A101730,2025,-487.5,2026-08-18
A047560,2022,-56.7,2026-08-18
A047560,2023,-89.1,2026-08-18
A047560,2024,-134.6,2026-08-18
A047560,2025,-189.5,2026-08-18
A452450,2022,81.2,2026-08-18
A452450,2023,39.9,2026-08-18
A452450,2024,94.3,2026-08-18
A452450,2025,-212.2,2026-08-18
A042940,2022,54.0,2026-08-18
A042940,2023,324.6,2026-08-18
A042940,2024,-217.7,2026-08-18
A042940,2025,-68.5,2026-08-18
A352700,2022,267.2,2026-08-18
A352700,2023,-7.4,2026-08-18
A352700,2024,14.0,2026-08-18
A352700,2025,-57.5,2026-08-18
A196300,2022,-43.2,2026-08-18
A196300,2023,-67.2,2026-08-18
A196300,2024,-54.4,2026-08-18
A196300,2025,-73.2,2026-08-18
A052220,2022,25.6,2026-08-18
A052220,2023,11.6,2026-08-18
A052220,2024,6.3,2026-08-18
A052220,2025,-76.3,2026-08-18
A189860,2022,-29.1,2026-08-18
A189860,2023,-34.6,2026-08-18
A189860,2024,6.1,2026-08-18
A189860,2025,-88.0,2026-08-18
A432720,2022,-36.7,2026-08-18
A432720,2023,-111.9,2026-08-18
A432720,2024,-226.9,2026-08-18
A432720,2025,-244.7,2026-08-18
A183490,2022,-146.6,2026-08-18
A183490,2023,-143.6,2026-08-18
A183490,2024,-131.9,2026-08-18
A183490,2025,-143.4,2026-08-18
A078160,2022,-174.2,2026-08-18
A078160,2023,-251.3,2026-08-18
A078160,2024,-485.4,2026-08-18
A078160,2025,-679.8,2026-08-18
A382150,2022,-100.0,2026-08-18
A382150,2023,-68.1,2026-08-18
A382150,2024,-69.6,2026-08-18
A382150,2025,-88.3,2026-08-18
A299660,2022,-149.1,2026-08-18
A299660,2023,-122.0,2026-08-18
A299660,2024,-119.8,2026-08-18
A299660,2025,-113.4,2026-08-18
A461030,2022,-86.7,2026-08-18
A461030,2023,-77.7,2026-08-18
A461030,2024,-106.1,2026-08-18
A461030,2025,-86.6,2026-08-18
A005870,2022,126.6,2026-08-18
A005870,2023,173.6,2026-08-18
A005870,2024,91.3,2026-08-18
A005870,2025,-120.3,2026-08-18
A004380,2022,206.4,2026-08-18
A004380,2023,69.4,2026-08-18
A004380,2024,5.6,2026-08-18
A004380,2025,-354.6,2026-08-18
A102460,2022,96.3,2026-08-18
A102460,2023,40.3,2026-08-18
A102460,2024,0.8,2026-08-18
A102460,2025,-302.7,2026-08-18
A348370,2022,153.6,2026-08-18
A348370,2023,51.2,2026-08-18
A348370,2024,-504.0,2026-08-18
A348370,2025,-783.9,2026-08-18
A049080,2022,-71.0,2026-08-18
A049080,2023,-117.7,2026-08-18
A049080,2024,-73.5,2026-08-18
A049080,2025,-124.8,2026-08-18
A003080,2022,19.0,2026-08-18
A003080,2023,2.0,2026-08-18
A003080,2024,-29.3,2026-08-18
A003080,2025,-81.4,2026-08-18
A331740,2023,-244.8,2026-08-18
A331740,2024,-180.4,2026-08-18
A331740,2025,-135.2,2026-08-18
A291230,2022,-9.6,2026-08-18
A291230,2023,-37.0,2026-08-18
A291230,2024,-41.5,2026-08-18
A291230,2025,-30.5,2026-08-18
A225190,2022,110.1,2026-08-18
A225190,2023,-11.3,2026-08-18
A225190,2024,-32.3,2026-08-18
A225190,2025,-168.5,2026-08-18
A109740,2022,-131.2,2026-08-18
A109740,2023,-97.1,2026-08-18
A109740,2024,-197.0,2026-08-18
A109740,2025,-227.2,2026-08-18
A452200,2022,-27.6,2026-08-18
A452200,2023,-66.0,2026-08-18
A452200,2024,-109.6,2026-08-18
A452200,2025,-88.0,2026-08-18
A091440,2022,-93.6,2026-08-18
A091440,2023,-40.5,2026-08-18
A091440,2024,-129.5,2026-08-18
A091440,2025,-246.0,2026-08-18
A001520,2022,79.2,2026-08-18
A001520,2023,265.5,2026-08-18
A001520,2024,-9.2,2026-08-18
A001520,2025,-207.4,2026-08-18
A033340,2022,-43.1,2026-08-18
A033340,2023,12.9,2026-08-18
A033340,2024,13.0,2026-08-18
A033340,2025,-60.8,2026-08-18
A011090,2022,-235.3,2026-08-18
A011090,2023,-69.9,2026-08-18
A011090,2024,51.0,2026-08-18
A011090,2025,5.5,2026-08-18
A035620,2022,-42.2,2026-08-18
A035620,2023,-48.2,2026-08-18
A035620,2024,-2.7,2026-08-18
A035620,2025,-22.8,2026-08-18
A064520,2022,-38.1,2026-08-18
A064520,2023,-45.4,2026-08-18
A064520,2024,-3.8,2026-08-18
A064520,2025,-56.0,2026-08-18
A140070,2022,319.1,2026-08-18
A140070,2023,130.3,2026-08-18
A140070,2024,141.6,2026-08-18
A140070,2025,-117.0,2026-08-18
A023770,2022,-71.9,2026-08-18
A023770,2023,-66.5,2026-08-18
A023770,2024,-85.3,2026-08-18
A023770,2025,-46.8,2026-08-18
A412350,2022,-50.3,2026-08-18
A412350,2023,-57.8,2026-08-18
A412350,2024,-92.1,2026-08-18
A412350,2025,-135.5,2026-08-18
A063080,2022,-264.3,2026-08-18
A063080,2023,-33.5,2026-08-18
A063080,2024,-505.5,2026-08-18
A063080,2025,-68.2,2026-08-18
A064090,2022,-132.3,2026-08-18
A064090,2023,-5.7,2026-08-18
A064090,2024,-35.4,2026-08-18
A064090,2025,-60.8,2026-08-18
A038880,2022,-25.4,2026-08-18
A038880,2023,-102.2,2026-08-18
A038880,2024,-64.4,2026-08-18
A038880,2025,-73.2,2026-08-18
A148250,2022,32.8,2026-08-18
A148250,2023,-14.5,2026-08-18
A148250,2024,-26.9,2026-08-18
A148250,2025,-34.3,2026-08-18
A279600,2022,-20.4,2026-08-18
A279600,2023,-52.7,2026-08-18
A279600,2024,-46.7,2026-08-18
A279600,2025,-22.3,2026-08-18
A238490,2022,-132.8,2026-08-18
A238490,2023,56.9,2026-08-18
A238490,2024,1.7,2026-08-18
A238490,2025,-75.3,2026-08-18
A299900,2022,-233.2,2026-08-18
A299900,2023,-202.8,2026-08-18
A299900,2024,-118.2,2026-08-18
A299900,2025,-95.6,2026-08-18
A464500,2022,-15.1,2026-08-18
A464500,2023,-35.2,2026-08-18
A464500,2024,-48.8,2026-08-18
A464500,2025,-55.7,2026-08-18
A090370,2022,-20.5,2026-08-18
A090370,2023,-38.6,2026-08-18
A090370,2024,-32.0,2026-08-18
A090370,2025,-72.4,2026-08-18
A009580,2022,682.9,2026-08-18
A009580,2023,116.1,2026-08-18
A009580,2024,364.7,2026-08-18
A009580,2025,-244.6,2026-08-18
A166480,2022,-63.5,2026-08-18
A166480,2023,-196.8,2026-08-18
A166480,2024,-220.2,2026-08-18
A166480,2025,-212.2,2026-08-18
A278650,2022,64.1,2026-08-18
A278650,2023,-12.8,2026-08-18
A278650,2024,-129.7,2026-08-18
A278650,2025,-86.2,2026-08-18
A261780,2022,-64.7,2026-08-18
A261780,2023,-64.2,2026-08-18
A261780,2024,-77.0,2026-08-18
A261780,2025,-142.7,2026-08-18
A950210,2022,-585.2,2026-08-18
A950210,2023,-695.7,2026-08-18
A950210,2024,-627.8,2026-08-18
A950210,2025,-673.5,2026-08-18
A073110,2022,14.6,2026-08-18
A073110,2023,-86.0,2026-08-18
A073110,2024,-36.7,2026-08-18
A073110,2025,-96.2,2026-08-18
A128540,2022,-19.2,2026-08-18
A128540,2023,39.5,2026-08-18
A128540,2024,196.0,2026-08-18
A128540,2025,-31.6,2026-08-18
A088340,2022,23.2,2026-08-18
A088340,2023,31.0,2026-08-18
A088340,2024,19.7,2026-08-18
A088340,2025,-67.7,2026-08-18
A088340,2026,-35.0,2026-08-18
A175140,2022,-66.2,2026-08-18
A175140,2023,-79.9,2026-08-18
A175140,2024,-65.9,2026-08-18
A175140,2025,-116.3,2026-08-18
A092220,2022,180.3,2026-08-18
A092220,2023,-330.0,2026-08-18
A092220,2024,-132.7,2026-08-18
A092220,2025,-217.6,2026-08-18
A106240,2022,7.2,2026-08-18
A106240,2023,12.5,2026-08-18
A106240,2024,-17.4,2026-08-18
A106240,2025,-64.1,2026-08-18
A262260,2022,-25.1,2026-08-18
A262260,2023,155.1,2026-08-18
A262260,2024,33.6,2026-08-18
A262260,2025,-58.3,2026-08-18
A087600,2022,29.1,2026-08-18
A087600,2023,-62.8,2026-08-18
A087600,2024,8.5,2026-08-18
A087600,2025,-56.3,2026-08-18
A073570,2022,-37.5,2026-08-18
A073570,2023,-68.1,2026-08-18
A073570,2024,-52.2,2026-08-18
A073570,2025,-44.8,2026-08-18
A092040,2022,-49.0,2026-08-18
A092040,2023,20.6,2026-08-18
A092040,2024,-70.5,2026-08-18
A092040,2025,-171.4,2026-08-18
A315640,2022,-61.6,2026-08-18
A315640,2023,-67.3,2026-08-18
A315640,2024,-101.0,2026-08-18
A315640,2025,-105.6,2026-08-18
A139990,2022,46.0,2026-08-18
A139990,2023,-133.2,2026-08-18
A139990,2024,-424.0,2026-08-18
A139990,2025,-255.7,2026-08-18
A340810,2022,-63.4,2026-08-18
A340810,2023,-97.7,2026-08-18
A340810,2024,-104.4,2026-08-18
A340810,2025,-112.7,2026-08-18
A000670,2022,688.7,2026-08-18
A000670,2023,-1698.1,2026-08-18
A000670,2024,-1607.0,2026-08-18
A000670,2025,-2596.9,2026-08-18
A309930,2022,15.9,2026-08-18
A309930,2023,20.6,2026-08-18
A309930,2024,-23.9,2026-08-18
A309930,2025,-87.7,2026-08-18
A219750,2022,-76.1,2026-08-18
A219750,2023,-73.3,2026-08-18
A219750,2024,9.9,2026-08-18
A219750,2025,-28.5,2026-08-18
A012170,2022,-78.9,2026-08-18
A012170,2023,-105.0,2026-08-18
A012170,2024,-41.2,2026-08-18
A012170,2025,-43.2,2026-08-18
A012200,2022,-106.3,2026-08-18
A012200,2023,-38.9,2026-08-18
A012200,2024,-152.6,2026-08-18
A012200,2025,-271.0,2026-08-18
A251630,2022,0.4,2026-08-18
A251630,2023,19.8,2026-08-18
A251630,2024,-43.6,2026-08-18
A251630,2025,-128.3,2026-08-18
A101400,2022,-1.8,2026-08-18
A101400,2023,4.2,2026-08-18
A101400,2024,-24.6,2026-08-18
A101400,2025,-50.6,2026-08-18
A372170,2022,320.7,2026-08-18
A372170,2023,264.7,2026-08-18
A372170,2024,319.1,2026-08-18
A372170,2025,-316.4,2026-08-18
A276730,2022,-116.1,2026-08-18
A276730,2023,-104.3,2026-08-18
A276730,2024,-48.3,2026-08-18
A276730,2025,-49.0,2026-08-18
A066910,2022,-59.9,2026-08-18
A066910,2023,-95.0,2026-08-18
A066910,2024,-90.9,2026-08-18
A066910,2025,-66.8,2026-08-18
A005360,2022,62.8,2026-08-18
A005360,2023,-22.7,2026-08-18
A005360,2024,-38.1,2026-08-18
A005360,2025,-58.5,2026-08-18
A017040,2022,46.4,2026-08-18
A017040,2023,-22.7,2026-08-18
A017040,2024,-87.7,2026-08-18
A017040,2025,-99.7,2026-08-18
A351330,2022,23.6,2026-08-18
A351330,2023,1.3,2026-08-18
A351330,2024,-45.4,2026-08-18
A351330,2025,-71.8,2026-08-18
A019660,2022,-40.9,2026-08-18
A019660,2023,-39.9,2026-08-18
A019660,2024,2.4,2026-08-18
A019660,2025,-48.3,2026-08-18
A476080,2022,17.2,2026-08-18
A476080,2023,43.7,2026-08-18
A476080,2024,14.5,2026-08-18
A476080,2025,-89.7,2026-08-18
A065130,2022,-285.1,2026-08-18
A065130,2023,219.1,2026-08-18
A065130,2024,-74.7,2026-08-18
A065130,2025,-352.2,2026-08-18
A050090,2022,1.9,2026-08-18
A050090,2023,-6.9,2026-08-18
A050090,2024,-20.3,2026-08-18
A050090,2025,-35.7,2026-08-18
A206560,2022,-25.1,2026-08-18
A206560,2023,-0.4,2026-08-18
A206560,2024,-89.0,2026-08-18
A206560,2025,-65.1,2026-08-18
A383930,2022,52.9,2026-08-18
A383930,2023,-121.2,2026-08-18
A383930,2024,-113.0,2026-08-18
A383930,2025,-57.4,2026-08-18
A347770,2022,11.2,2026-08-18
A347770,2023,26.0,2026-08-18
A347770,2024,-48.7,2026-08-18
A347770,2025,-61.1,2026-08-18
A290670,2022,265.1,2026-08-18
A290670,2023,1.3,2026-08-18
A290670,2024,-98.0,2026-08-18
A290670,2025,-104.4,2026-08-18
A384470,2022,-101.6,2026-08-18
A384470,2023,-116.6,2026-08-18
A384470,2024,-137.8,2026-08-18
A384470,2025,-134.4,2026-08-18
A049120,2022,-39.7,2026-08-18
A049120,2023,-96.2,2026-08-18
A049120,2024,-7.4,2026-08-18
A049120,2025,-40.8,2026-08-18
A037400,2022,347.6,2026-08-18
A037400,2023,264.9,2026-08-18
A037400,2024,162.5,2026-08-18
A037400,2025,11.4,2026-08-18
A348080,2022,-232.9,2026-08-18
A348080,2023,-169.3,2026-08-18
A348080,2024,-197.2,2026-08-18
A348080,2025,-103.3,2026-08-18
A193250,2022,-24.3,2026-08-18
A193250,2023,-44.3,2026-08-18
A193250,2024,-60.6,2026-08-18
A193250,2025,-72.1,2026-08-18
A456070,2022,-93.2,2026-08-18
A456070,2023,-117.6,2026-08-18
A456070,2024,-156.8,2026-08-18
A456070,2025,-179.0,2026-08-18
A225430,2022,-12.5,2026-08-18
A225430,2023,-10.9,2026-08-18
A225430,2024,-25.7,2026-08-18
A225430,2025,-29.2,2026-08-18
A369370,2022,-36.4,2026-08-18
A369370,2023,-80.9,2026-08-18
A369370,2024,-66.2,2026-08-18
A369370,2025,-90.5,2026-08-18
A363250,2022,-66.0,2026-08-18
A363250,2023,-94.8,2026-08-18
A363250,2024,-101.2,2026-08-18
A363250,2025,-96.9,2026-08-18
A305090,2022,-79.5,2026-08-18
A305090,2023,8.8,2026-08-18
A305090,2024,2.8,2026-08-18
A305090,2025,-91.7,2026-08-18
A050120,2022,153.4,2026-08-18
A050120,2023,107.9,2026-08-18
A050120,2024,-37.4,2026-08-18
A050120,2025,-128.3,2026-08-18
A224060,2022,-90.2,2026-08-18
A224060,2023,-104.0,2026-08-18
A224060,2024,2.5,2026-08-18
A224060,2025,-8.3,2026-08-18
A317120,2022,-18.0,2026-08-18
A317120,2023,-29.6,2026-08-18
A317120,2024,-54.2,2026-08-18
A317120,2025,-60.5,2026-08-18
A446070,2022,14.3,2026-08-18
A446070,2023,-40.7,2026-08-18
A446070,2024,30.5,2026-08-18
A446070,2025,-91.5,2026-08-18
A432430,2022,-4.4,2026-08-18
A432430,2023,-55.1,2026-08-18
A432430,2024,-95.1,2026-08-18
A432430,2025,-87.4,2026-08-18
A253840,2022,249.7,2026-08-18
A253840,2023,-227.6,2026-08-18
A253840,2024,-220.2,2026-08-18
A253840,2025,-188.2,2026-08-18
A288330,2022,-435.0,2026-08-18
A288330,2023,-403.5,2026-08-18
A288330,2024,-190.1,2026-08-18
A288330,2025,-151.5,2026-08-18
A225220,2022,147.4,2026-08-18
A225220,2023,-70.9,2026-08-18
A225220,2024,-91.6,2026-08-18
A225220,2025,-86.4,2026-08-18
A101680,2022,15.2,2026-08-18
A101680,2023,-70.2,2026-08-18
A101680,2024,20.7,2026-08-18
A101680,2025,-75.3,2026-08-18
A300120,2022,23.9,2026-08-18
A300120,2023,-111.4,2026-08-18
A300120,2024,-162.5,2026-08-18
A300120,2025,-161.9,2026-08-18
A091120,2022,339.3,2026-08-18
A091120,2023,-146.0,2026-08-18
A091120,2024,-305.1,2026-08-18
A091120,2025,-199.1,2026-08-18
A334970,2022,-366.3,2026-08-18
A334970,2023,-442.1,2026-08-18
A334970,2024,-334.3,2026-08-18
A334970,2025,-336.8,2026-08-18
A317690,2022,-200.2,2026-08-18
A317690,2023,-224.5,2026-08-18
A317690,2024,-161.5,2026-08-18
A317690,2025,-155.6,2026-08-18
A153490,2022,27.4,2026-08-18
A153490,2023,50.5,2026-08-18
A153490,2024,68.7,2026-08-18
A153490,2025,2.9,2026-08-18
A131760,2022,66.7,2026-08-18
A131760,2023,-42.3,2026-08-18
A131760,2024,18.7,2026-08-18
A131760,2025,-29.3,2026-08-18
A351320,2022,-1.6,2026-08-18
A351320,2023,-85.6,2026-08-18
A351320,2024,-63.7,2026-08-18
A351320,2025,-94.6,2026-08-18
A101000,2022,-145.5,2026-08-18
A101000,2023,-12.0,2026-08-18
A101000,2024,-7.5,2026-08-18
A101000,2025,-46.2,2026-08-18
A226330,2022,-117.9,2026-08-18
A226330,2023,-122.8,2026-08-18
A226330,2024,-142.7,2026-08-18
A226330,2025,-107.6,2026-08-18
A288980,2022,10.8,2026-08-18
A288980,2023,-3.6,2026-08-18
A288980,2024,-13.3,2026-08-18
A288980,2025,-59.3,2026-08-18
A192390,2022,97.3,2026-08-18
A192390,2023,183.6,2026-08-18
A192390,2024,110.3,2026-08-18
A192390,2025,-39.3,2026-08-18
A476040,2022,-105.5,2026-08-18
A476040,2023,-97.9,2026-08-18
A476040,2024,-122.3,2026-08-18
A476040,2025,-162.0,2026-08-18
A006370,2022,-163.0,2026-08-18
A006370,2023,-151.5,2026-08-18
A006370,2024,-150.0,2026-08-18
A006370,2025,-149.7,2026-08-18
A042040,2022,-4.5,2026-08-18
A042040,2023,-144.6,2026-08-18
A042040,2024,-45.6,2026-08-18
A042040,2025,-171.5,2026-08-18
A095700,2022,-336.8,2026-08-18
A095700,2023,-412.4,2026-08-18
A095700,2024,-372.5,2026-08-18
A095700,2025,-361.7,2026-08-18
A239340,2022,-7.3,2026-08-18
A239340,2023,-61.8,2026-08-18
A239340,2024,-48.1,2026-08-18
A239340,2025,-55.8,2026-08-18
A090470,2022,374.9,2026-08-18
A090470,2023,-3.7,2026-08-18
A090470,2024,-57.8,2026-08-18
A090470,2025,-236.7,2026-08-18
A038540,2022,648.5,2026-08-18
A038540,2023,-647.2,2026-08-18
A038540,2024,-764.1,2026-08-18
A038540,2025,-482.1,2026-08-18
A060230,2022,-44.3,2026-08-18
A060230,2023,-93.2,2026-08-18
A060230,2024,-105.8,2026-08-18
A060230,2025,-82.5,2026-08-18
A005110,2022,98.5,2026-08-18
A005110,2023,-84.0,2026-08-18
A005110,2024,-94.4,2026-08-18
A005110,2025,-77.8,2026-08-18
A475040,2022,-551.7,2026-08-18
A475040,2023,-649.0,2026-08-18
A475040,2024,-638.8,2026-08-18
