code,year,op_100mil,fetched_date
A007540,2022,103.4,2026-08-18
A007540,2023,81.3,2026-08-18
A007540,2024,58.8,2026-08-18
A007540,2025,241.4,2026-08-18
A000070,2022,1323.2,2026-08-18
A000070,2023,948.0,2026-08-18
A000070,2024,1080.3,2026-08-18
A000070,2025,1087.7,2026-08-18
A001790,2022,380.5,2026-08-18
A001790,2023,472.2,2026-08-18
A001790,2024,370.0,2026-08-18
A001790,2025,565.6,2026-08-18
A194700,2022,251.9,2026-08-18
A194700,2023,255.0,2026-08-18
A194700,2024,231.9,2026-08-18
A194700,2025,430.5,2026-08-18
A194700,2026,542.0,2026-08-18
A194700,2027,626.0,2026-08-18
A037440,2022,101.3,2026-08-18
A037440,2023,73.8,2026-08-18
A037440,2024,152.8,2026-08-18
A037440,2025,91.4,2026-08-18
A037440,2026,95.0,2026-08-18
A037440,2027,133.0,2026-08-18
A037440,2028,135.0,2026-08-18
A215000,2022,1486.8,2026-08-18
A215000,2023,1145.5,2026-08-18
A215000,2024,958.3,2026-08-18
A215000,2025,680.7,2026-08-18
A215000,2026,380.0,2026-08-18
A215000,2027,518.0,2026-08-18
A215000,2028,590.0,2026-08-18
A088350,2022,12569.7,2026-08-18
A088350,2023,10570.4,2026-08-18
A088350,2024,10969.6,2026-08-18
A088350,2025,11472.5,2026-08-18
A088350,2026,9146.8,2026-08-18
A088350,2027,9917.6,2026-08-18
A088350,2028,10768.8,2026-08-18
A067920,2022,80.1,2026-08-18
A067920,2023,75.4,2026-08-18
A067920,2024,60.7,2026-08-18
A067920,2025,160.1,2026-08-18
A034230,2022,104.1,2026-08-18
A034230,2023,1457.7,2026-08-18
A034230,2024,1360.6,2026-08-18
A034230,2025,1558.2,2026-08-18
A034230,2026,1689.4,2026-08-18
A034230,2027,2037.5,2026-08-18
A034230,2028,2406.4,2026-08-18
A028670,2022,7896.2,2026-08-18
A028670,2023,3858.5,2026-08-18
A028670,2024,4711.8,2026-08-18
A028670,2025,4919.5,2026-08-18
A028670,2026,6781.0,2026-08-18
A028670,2027,6816.3,2026-08-18
A028670,2028,7028.4,2026-08-18
A068930,2022,283.8,2026-08-18
A068930,2023,250.2,2026-08-18
A068930,2024,237.0,2026-08-18
A068930,2025,315.6,2026-08-18
A068930,2026,445.7,2026-08-18
A068930,2027,497.5,2026-08-18
A068930,2028,541.5,2026-08-18
A002600,2022,149.8,2026-08-18
A002600,2023,156.5,2026-08-18
A002600,2024,208.3,2026-08-18
A002600,2025,186.3,2026-08-18
A000430,2022,220.6,2026-08-18
A000430,2023,591.7,2026-08-18
A000430,2024,225.6,2026-08-18
A000430,2025,470.1,2026-08-18
A381970,2022,500.5,2026-08-18
A381970,2023,590.1,2026-08-18
A381970,2024,681.1,2026-08-18
A381970,2025,759.7,2026-08-18
A381970,2026,760.7,2026-08-18
A381970,2027,837.7,2026-08-18
A381970,2028,899.7,2026-08-18
A005810,2022,801.6,2026-08-18
A005810,2023,678.4,2026-08-18
A005810,2024,1047.5,2026-08-18
A005810,2025,668.0,2026-08-18
A005810,2026,1422.5,2026-08-18
A005810,2027,1218.0,2026-08-18
A005810,2028,1260.0,2026-08-18
A086980,2022,-31.9,2026-08-18
A086980,2023,-283.0,2026-08-18
A086980,2024,245.2,2026-08-18
A086980,2025,-116.5,2026-08-18
A339770,2022,88.4,2026-08-18
A339770,2023,248.4,2026-08-18
A339770,2024,154.4,2026-08-18
A339770,2025,350.4,2026-08-18
A339770,2026,320.0,2026-08-18
A339770,2027,423.0,2026-08-18
A339770,2028,440.0,2026-08-18
A043150,2022,796.4,2026-08-18
A043150,2023,640.4,2026-08-18
A043150,2024,539.6,2026-08-18
A043150,2025,547.8,2026-08-18
A043150,2026,604.0,2026-08-18
A043150,2027,683.2,2026-08-18
A043150,2028,787.5,2026-08-18
A004170,2022,6454.5,2026-08-18
A004170,2023,6397.8,2026-08-18
A004170,2024,4770.2,2026-08-18
A004170,2025,4799.6,2026-08-18
A004170,2026,7899.0,2026-08-18
A004170,2027,8741.5,2026-08-18
A004170,2028,9342.0,2026-08-18
A145170,2022,477.3,2026-08-18
A145170,2023,104.8,2026-08-18
A145170,2024,175.7,2026-08-18
A145170,2025,133.4,2026-08-18
A170030,2022,150.6,2026-08-18
A170030,2023,154.0,2026-08-18
A170030,2024,108.8,2026-08-18
A170030,2025,123.1,2026-08-18
A000050,2022,319.0,2026-08-18
A000050,2023,159.7,2026-08-18
A000050,2024,334.5,2026-08-18
A000050,2025,459.9,2026-08-18
A265560,2022,19.1,2026-08-18
A265560,2023,50.1,2026-08-18
A265560,2024,153.9,2026-08-18
A265560,2025,180.4,2026-08-18
A017250,2022,30.7,2026-08-18
A017250,2023,107.7,2026-08-18
A017250,2024,44.0,2026-08-18
A017250,2025,39.9,2026-08-18
A005830,2022,27260.5,2026-08-18
A005830,2023,22350.0,2026-08-18
A005830,2024,24249.3,2026-08-18
A005830,2025,23839.5,2026-08-18
A005830,2026,23213.5,2026-08-18
A005830,2027,23939.7,2026-08-18
A005830,2028,25246.5,2026-08-18
A280360,2022,1123.8,2026-08-18
A280360,2023,1770.2,2026-08-18
A280360,2024,1571.0,2026-08-18
A280360,2025,1095.2,2026-08-18
A280360,2026,2144.8,2026-08-18
A280360,2027,2398.6,2026-08-18
A280360,2028,2646.3,2026-08-18
A052400,2022,488.3,2026-08-18
A052400,2023,336.8,2026-08-18
A052400,2024,334.1,2026-08-18
A052400,2025,889.0,2026-08-18
A052400,2026,1129.0,2026-08-18
A052400,2027,1310.0,2026-08-18
A052400,2028,1529.3,2026-08-18
A383220,2022,5248.8,2026-08-18
A383220,2023,5518.4,2026-08-18
A383220,2024,4507.4,2026-08-18
A383220,2025,4685.7,2026-08-18
A383220,2026,5358.4,2026-08-18
A383220,2027,5739.4,2026-08-18
A383220,2028,6274.3,2026-08-18
A053450,2022,61.6,2026-08-18
A053450,2023,161.7,2026-08-18
A053450,2024,144.2,2026-08-18
A053450,2025,30.1,2026-08-18
A053450,2026,53.0,2026-08-18
A053450,2027,114.0,2026-08-18
A053450,2028,131.0,2026-08-18
A119610,2022,241.7,2026-08-18
A119610,2023,51.9,2026-08-18
A119610,2024,58.2,2026-08-18
A119610,2025,194.8,2026-08-18
A119610,2026,297.0,2026-08-18
A119610,2027,378.4,2026-08-18
A119610,2028,474.5,2026-08-18
A090350,2022,257.5,2026-08-18
A090350,2023,422.7,2026-08-18
A090350,2024,436.6,2026-08-18
A090350,2025,301.8,2026-08-18
A061090,2022,162.0,2026-08-18
A061090,2023,128.4,2026-08-18
A061090,2024,215.5,2026-08-18
A061090,2025,162.9,2026-08-18
A061090,2026,403.0,2026-08-18
A061090,2027,544.0,2026-08-18
A061090,2028,977.0,2026-08-18
A011320,2022,59.4,2026-08-18
A011320,2023,93.4,2026-08-18
A011320,2024,83.5,2026-08-18
A011320,2025,144.2,2026-08-18
A005960,2022,412.5,2026-08-18
A005960,2023,302.0,2026-08-18
A005960,2024,-969.4,2026-08-18
A005960,2025,426.3,2026-08-18
A472850,2023,6.7,2026-08-18
A472850,2024,413.2,2026-08-18
A472850,2025,573.8,2026-08-18
A331520,2022,30.1,2026-08-18
A331520,2023,2.3,2026-08-18
A331520,2024,-1.9,2026-08-18
A331520,2025,28.8,2026-08-18
A004590,2022,146.8,2026-08-18
A004590,2023,124.3,2026-08-18
A004590,2024,178.2,2026-08-18
A004590,2025,175.3,2026-08-18
A089600,2022,330.5,2026-08-18
A089600,2023,205.2,2026-08-18
A089600,2024,199.4,2026-08-18
A089600,2025,123.2,2026-08-18
A089600,2026,239.0,2026-08-18
A089600,2027,285.0,2026-08-18
A089600,2028,331.0,2026-08-18
A023910,2022,329.7,2026-08-18
A023910,2023,358.0,2026-08-18
A023910,2024,380.8,2026-08-18
A023910,2025,311.9,2026-08-18
A079430,2022,-279.0,2026-08-18
A079430,2023,-198.5,2026-08-18
A079430,2024,240.4,2026-08-18
A079430,2025,157.2,2026-08-18
A079430,2026,174.0,2026-08-18
A079430,2027,254.0,2026-08-18
A079430,2028,483.0,2026-08-18
A104460,2022,-117.8,2026-08-18
A104460,2023,83.3,2026-08-18
A104460,2024,246.0,2026-08-18
A104460,2025,285.7,2026-08-18
A049520,2022,57.7,2026-08-18
A049520,2023,84.7,2026-08-18
A049520,2024,210.6,2026-08-18
A049520,2025,263.5,2026-08-18
A063760,2022,-32.2,2026-08-18
A063760,2023,-56.3,2026-08-18
A063760,2024,-42.0,2026-08-18
A063760,2025,23.0,2026-08-18
A466410,2022,46.9,2026-08-18
A466410,2023,64.3,2026-08-18
A466410,2024,50.7,2026-08-18
A466410,2025,46.7,2026-08-18
A466410,2026,73.0,2026-08-18
A466410,2027,97.0,2026-08-18
A466410,2028,120.0,2026-08-18
A000270,2022,72331.2,2026-08-18
A000270,2023,116078.7,2026-08-18
A000270,2024,126671.4,2026-08-18
A000270,2025,90781.5,2026-08-18
A000270,2026,102339.8,2026-08-18
A000270,2027,113764.5,2026-08-18
A000270,2028,121765.0,2026-08-18
A264660,2022,254.3,2026-08-18
A264660,2023,127.4,2026-08-18
A264660,2024,129.4,2026-08-18
A264660,2025,247.4,2026-08-18
A264660,2026,213.0,2026-08-18
A264660,2027,291.0,2026-08-18
A264660,2028,403.0,2026-08-18
A041930,2022,144.4,2026-08-18
A041930,2023,216.4,2026-08-18
A041930,2024,183.9,2026-08-18
A041930,2025,171.8,2026-08-18
A053980,2022,36.7,2026-08-18
A053980,2023,63.4,2026-08-18
A053980,2024,79.7,2026-08-18
A053980,2025,110.0,2026-08-18
A190650,2023,-20.8,2026-08-18
A190650,2024,78.7,2026-08-18
A190650,2025,102.5,2026-08-18
A190650,2026,91.5,2026-08-18
A250000,2022,106.1,2026-08-18
A250000,2023,130.7,2026-08-18
A250000,2024,128.0,2026-08-18
A250000,2025,91.5,2026-08-18
A006090,2022,102.0,2026-08-18
A006090,2023,162.8,2026-08-18
A006090,2024,209.0,2026-08-18
A006090,2025,135.2,2026-08-18
A285130,2022,2304.8,2026-08-18
A285130,2023,833.0,2026-08-18
A285130,2024,-451.8,2026-08-18
A285130,2025,-2.1,2026-08-18
A285130,2026,587.0,2026-08-18
A285130,2027,1592.0,2026-08-18
A285130,2028,2230.0,2026-08-18
A143540,2022,-163.7,2026-08-18
A143540,2023,-110.9,2026-08-18
A143540,2024,-49.7,2026-08-18
A143540,2025,59.1,2026-08-18
A143540,2026,100.0,2026-08-18
A039840,2022,-44.1,2026-08-18
A039840,2023,209.0,2026-08-18
A039840,2024,-407.4,2026-08-18
A039840,2025,101.0,2026-08-18
A039840,2026,258.5,2026-08-18
A002790,2022,2719.0,2026-08-18
A002790,2023,1520.0,2026-08-18
A002790,2024,2492.8,2026-08-18
A002790,2025,3680.0,2026-08-18
A067160,2022,824.2,2026-08-18
A067160,2023,903.1,2026-08-18
A067160,2024,1135.1,2026-08-18
A067160,2025,1248.4,2026-08-18
A067160,2026,930.6,2026-08-18
A067160,2027,1019.6,2026-08-18
A067160,2028,1154.8,2026-08-18
A037230,2022,5.9,2026-08-18
A037230,2023,85.5,2026-08-18
A037230,2024,67.9,2026-08-18
A037230,2025,99.4,2026-08-18
A072710,2022,528.1,2026-08-18
A072710,2023,753.1,2026-08-18
A072710,2024,866.4,2026-08-18
A072710,2025,811.2,2026-08-18
A033050,2022,47.3,2026-08-18
A033050,2023,44.5,2026-08-18
A033050,2024,40.5,2026-08-18
A033050,2025,40.7,2026-08-18
A065150,2022,-40.2,2026-08-18
A065150,2023,7.6,2026-08-18
A065150,2024,-7.6,2026-08-18
A065150,2025,45.5,2026-08-18
A131220,2022,72.2,2026-08-18
A131220,2023,61.7,2026-08-18
A131220,2024,42.3,2026-08-18
A131220,2025,55.3,2026-08-18
A014440,2022,49.7,2026-08-18
A014440,2023,69.5,2026-08-18
A014440,2024,194.0,2026-08-18
A014440,2025,192.9,2026-08-18
A005430,2022,25.9,2026-08-18
A005430,2023,339.7,2026-08-18
A005430,2024,450.1,2026-08-18
A005430,2025,470.1,2026-08-18
A005430,2026,635.0,2026-08-18
A056190,2022,1609.2,2026-08-18
A056190,2023,889.1,2026-08-18
A056190,2024,-484.0,2026-08-18
A056190,2025,858.6,2026-08-18
A056190,2026,1284.7,2026-08-18
A056190,2027,1785.3,2026-08-18
A056190,2028,2004.7,2026-08-18
A214420,2022,-72.6,2026-08-18
A214420,2023,96.2,2026-08-18
A214420,2024,121.0,2026-08-18
A214420,2025,143.6,2026-08-18
A214420,2026,207.0,2026-08-18
A214420,2027,285.0,2026-08-18
A214420,2028,400.0,2026-08-18
A123330,2022,-31.7,2026-08-18
A123330,2023,-40.2,2026-08-18
A123330,2024,60.2,2026-08-18
A123330,2025,149.7,2026-08-18
A123330,2026,285.0,2026-08-18
A123330,2027,490.0,2026-08-18
A083930,2022,135.7,2026-08-18
A083930,2023,44.1,2026-08-18
A083930,2024,204.0,2026-08-18
A083930,2025,346.2,2026-08-18
A130580,2022,155.0,2026-08-18
A130580,2023,141.9,2026-08-18
A130580,2024,157.8,2026-08-18
A130580,2025,154.3,2026-08-18
A130580,2026,162.0,2026-08-18
A130580,2027,170.0,2026-08-18
A130580,2028,179.0,2026-08-18
A123700,2022,70.9,2026-08-18
A123700,2023,132.3,2026-08-18
A123700,2024,142.4,2026-08-18
A123700,2025,113.2,2026-08-18
A051910,2022,29793.5,2026-08-18
A051910,2023,25292.0,2026-08-18
A051910,2024,8749.3,2026-08-18
A051910,2025,11809.0,2026-08-18
A051910,2026,13021.5,2026-08-18
A051910,2027,39507.7,2026-08-18
A051910,2028,55674.8,2026-08-18
A053690,2022,306.5,2026-08-18
A053690,2023,296.3,2026-08-18
A053690,2024,339.2,2026-08-18
A053690,2025,306.1,2026-08-18
A053690,2026,315.5,2026-08-18
A053690,2027,427.0,2026-08-18
A053690,2028,450.0,2026-08-18
A033160,2022,802.8,2026-08-18
A033160,2023,464.5,2026-08-18
A033160,2024,560.8,2026-08-18
A033160,2025,141.9,2026-08-18
A033160,2026,484.0,2026-08-18
A033160,2027,881.0,2026-08-18
A033160,2028,1620.0,2026-08-18
A375500,2022,4969.7,2026-08-18
A375500,2023,3306.6,2026-08-18
A375500,2024,2709.4,2026-08-18
A375500,2025,3869.5,2026-08-18
A375500,2026,5744.6,2026-08-18
A375500,2027,5756.8,2026-08-18
A375500,2028,6461.5,2026-08-18
A039570,2022,123.1,2026-08-18
A039570,2023,105.1,2026-08-18
A039570,2024,64.0,2026-08-18
A039570,2025,106.4,2026-08-18
A039570,2026,353.0,2026-08-18
A039570,2027,400.0,2026-08-18
A039570,2028,410.0,2026-08-18
A090460,2022,1312.7,2026-08-18
A090460,2023,847.9,2026-08-18
A090460,2024,870.5,2026-08-18
A090460,2025,539.8,2026-08-18
A090460,2026,968.2,2026-08-18
A090460,2027,1311.6,2026-08-18
A090460,2028,1508.3,2026-08-18
A000680,2022,80.2,2026-08-18
A000680,2023,116.2,2026-08-18
A000680,2024,301.9,2026-08-18
A000680,2025,222.9,2026-08-18
A010400,2022,-56.1,2026-08-18
A010400,2023,-33.2,2026-08-18
A010400,2024,-178.6,2026-08-18
A010400,2025,49.8,2026-08-18
A023600,2022,675.9,2026-08-18
A023600,2023,673.7,2026-08-18
A023600,2024,387.3,2026-08-18
A023600,2025,299.1,2026-08-18
A001770,2022,141.8,2026-08-18
A001770,2023,6.7,2026-08-18
A001770,2024,-40.3,2026-08-18
A001770,2025,27.4,2026-08-18
A137950,2022,426.5,2026-08-18
A137950,2023,323.0,2026-08-18
A137950,2024,106.9,2026-08-18
A137950,2025,77.2,2026-08-18
A418470,2022,41.7,2026-08-18
A418470,2023,104.1,2026-08-18
A418470,2024,110.0,2026-08-18
A418470,2025,143.7,2026-08-18
A418470,2026,152.0,2026-08-18
A418470,2027,172.0,2026-08-18
A418470,2028,204.0,2026-08-18
A096770,2022,39173.4,2026-08-18
A096770,2023,19038.9,2026-08-18
A096770,2024,3557.0,2026-08-18
A096770,2025,4486.8,2026-08-18
A096770,2026,84273.9,2026-08-18
A096770,2027,41287.8,2026-08-18
A096770,2028,43216.7,2026-08-18
A263720,2022,58.6,2026-08-18
A263720,2023,34.9,2026-08-18
A263720,2024,108.6,2026-08-18
A263720,2025,173.4,2026-08-18
A078070,2022,274.1,2026-08-18
A078070,2023,326.0,2026-08-18
A078070,2024,143.5,2026-08-18
A078070,2025,306.1,2026-08-18
A900250,2022,192.8,2026-08-18
A900250,2023,163.0,2026-08-18
A900250,2024,137.3,2026-08-18
A900250,2025,107.2,2026-08-18
A272550,2022,237.0,2026-08-18
A272550,2023,324.7,2026-08-18
A272550,2024,337.6,2026-08-18
A272550,2025,246.5,2026-08-18
A079970,2022,-37.9,2026-08-18
A079970,2023,-2.4,2026-08-18
A079970,2024,-19.8,2026-08-18
A079970,2025,7.4,2026-08-18
A175330,2022,8257.6,2026-08-18
A175330,2023,7999.8,2026-08-18
A175330,2024,9060.8,2026-08-18
A175330,2025,9523.1,2026-08-18
A175330,2026,10192.0,2026-08-18
A175330,2027,10875.2,2026-08-18
A175330,2028,11498.3,2026-08-18
A041920,2022,106.1,2026-08-18
A041920,2023,94.0,2026-08-18
A041920,2024,13.1,2026-08-18
A041920,2025,59.5,2026-08-18
A041920,2026,217.0,2026-08-18
A041920,2027,371.0,2026-08-18
A010950,2022,34051.7,2026-08-18
A010950,2023,13545.8,2026-08-18
A010950,2024,4221.8,2026-08-18
A010950,2025,2356.3,2026-08-18
A010950,2026,42661.6,2026-08-18
A010950,2027,31437.9,2026-08-18
A010950,2028,27853.1,2026-08-18
A066130,2022,71.8,2026-08-18
A066130,2023,62.8,2026-08-18
A066130,2024,107.1,2026-08-18
A066130,2025,103.5,2026-08-18
A316140,2022,44305.2,2026-08-18
A316140,2023,34990.3,2026-08-18
A316140,2024,42551.9,2026-08-18
A316140,2025,36748.1,2026-08-18
A316140,2026,43798.2,2026-08-18
A316140,2027,47992.2,2026-08-18
A316140,2028,50426.3,2026-08-18
A023410,2022,547.2,2026-08-18
A023410,2023,844.4,2026-08-18
A023410,2024,550.0,2026-08-18
A023410,2025,323.7,2026-08-18
A032640,2022,10812.6,2026-08-18
A032640,2023,9980.3,2026-08-18
A032640,2024,8631.3,2026-08-18
A032640,2025,8921.3,2026-08-18
A032640,2026,11498.4,2026-08-18
A032640,2027,12333.2,2026-08-18
A032640,2028,13168.1,2026-08-18
A060540,2022,110.9,2026-08-18
A060540,2023,47.1,2026-08-18
A060540,2024,33.5,2026-08-18
A060540,2025,39.1,2026-08-18
A005090,2022,2094.0,2026-08-18
A005090,2023,1068.2,2026-08-18
A005090,2024,1896.1,2026-08-18
A005090,2025,958.2,2026-08-18
A005090,2026,1644.0,2026-08-18
A005090,2027,1755.7,2026-08-18
A005090,2028,2469.0,2026-08-18
A307280,2022,51.5,2026-08-18
A307280,2023,71.2,2026-08-18
A307280,2024,64.1,2026-08-18
A307280,2025,79.3,2026-08-18
A171090,2022,44.3,2026-08-18
A171090,2023,-40.6,2026-08-18
A171090,2024,79.1,2026-08-18
A171090,2025,1115.3,2026-08-18
A171090,2026,926.0,2026-08-18
A171090,2027,1392.7,2026-08-18
A171090,2028,1669.3,2026-08-18
A005940,2022,5213.6,2026-08-18
A005940,2023,7257.6,2026-08-18
A005940,2024,9010.7,2026-08-18
A005940,2025,14205.8,2026-08-18
A005940,2026,23433.4,2026-08-18
A005940,2027,20587.0,2026-08-18
A005940,2028,20745.8,2026-08-18
A031430,2022,1152.7,2026-08-18
A031430,2023,487.3,2026-08-18
A031430,2024,72.4,2026-08-18
A031430,2025,-115.0,2026-08-18
A031430,2026,567.4,2026-08-18
A031430,2027,733.7,2026-08-18
A031430,2028,798.2,2026-08-18
A234080,2022,270.9,2026-08-18
A234080,2023,308.6,2026-08-18
A234080,2024,358.6,2026-08-18
A234080,2025,332.4,2026-08-18
A459100,2022,52.3,2026-08-18
A459100,2023,102.5,2026-08-18
A459100,2024,21.8,2026-08-18
A459100,2025,25.9,2026-08-18
A459100,2026,86.5,2026-08-18
A459100,2027,122.0,2026-08-18
A459100,2028,195.0,2026-08-18
A005180,2022,394.1,2026-08-18
A005180,2023,1122.5,2026-08-18
A005180,2024,1312.8,2026-08-18
A005180,2025,883.6,2026-08-18
A005180,2026,1060.0,2026-08-18
A005180,2027,1250.0,2026-08-18
A005180,2028,1350.0,2026-08-18
A173130,2022,85.2,2026-08-18
A173130,2023,139.5,2026-08-18
A173130,2024,106.5,2026-08-18
A173130,2025,140.4,2026-08-18
A004780,2022,96.8,2026-08-18
A004780,2023,156.2,2026-08-18
A004780,2024,158.2,2026-08-18
A004780,2025,103.0,2026-08-18
A286940,2022,342.5,2026-08-18
A286940,2023,569.5,2026-08-18
A286940,2024,257.2,2026-08-18
A286940,2025,313.9,2026-08-18
A286940,2026,449.0,2026-08-18
A286940,2027,559.3,2026-08-18
A286940,2028,636.7,2026-08-18
A227840,2022,142.8,2026-08-18
A227840,2023,187.3,2026-08-18
A227840,2024,195.1,2026-08-18
A227840,2025,213.7,2026-08-18
A059100,2022,29.3,2026-08-18
A059100,2023,-21.5,2026-08-18
A059100,2024,26.0,2026-08-18
A059100,2025,60.4,2026-08-18
A265740,2022,22.7,2026-08-18
A265740,2023,40.7,2026-08-18
A265740,2024,-70.9,2026-08-18
A265740,2025,125.2,2026-08-18
A265740,2026,178.5,2026-08-18
A265740,2027,222.0,2026-08-18
A382800,2022,147.1,2026-08-18
A382800,2023,182.9,2026-08-18
A382800,2024,116.5,2026-08-18
A382800,2025,77.6,2026-08-18
A382800,2026,280.0,2026-08-18
A382800,2027,371.0,2026-08-18
A382800,2028,458.0,2026-08-18
A201490,2022,270.3,2026-08-18
A201490,2023,221.3,2026-08-18
A201490,2024,118.1,2026-08-18
A201490,2025,126.1,2026-08-18
A105760,2022,119.9,2026-08-18
A105760,2023,84.3,2026-08-18
A105760,2024,29.8,2026-08-18
A105760,2025,33.8,2026-08-18
A006260,2022,6695.1,2026-08-18
A006260,2023,8996.7,2026-08-18
A006260,2024,10729.4,2026-08-18
A006260,2025,10525.5,2026-08-18
A006260,2026,17353.9,2026-08-18
A006260,2027,19857.1,2026-08-18
A006260,2028,22881.7,2026-08-18
A192440,2022,519.9,2026-08-18
A192440,2023,353.2,2026-08-18
A192440,2024,217.5,2026-08-18
A192440,2025,332.1,2026-08-18
A036190,2022,279.0,2026-08-18
A036190,2023,434.6,2026-08-18
A036190,2024,362.0,2026-08-18
A036190,2025,438.0,2026-08-18
A104830,2022,888.0,2026-08-18
A104830,2023,246.9,2026-08-18
A104830,2024,519.2,2026-08-18
A104830,2025,565.0,2026-08-18
A104830,2026,698.3,2026-08-18
A104830,2027,874.0,2026-08-18
A104830,2028,850.0,2026-08-18
A006880,2022,85.7,2026-08-18
A006880,2023,83.8,2026-08-18
A006880,2024,84.0,2026-08-18
A006880,2025,103.1,2026-08-18
A123040,2022,1391.2,2026-08-18
A123040,2023,1748.4,2026-08-18
A123040,2024,963.0,2026-08-18
A123040,2025,312.8,2026-08-18
A033290,2022,390.5,2026-08-18
A033290,2023,344.3,2026-08-18
A033290,2024,330.8,2026-08-18
A033290,2025,226.7,2026-08-18
A043370,2022,228.7,2026-08-18
A043370,2023,482.9,2026-08-18
A043370,2024,514.8,2026-08-18
A043370,2025,484.4,2026-08-18
A417790,2022,90.1,2026-08-18
A417790,2023,113.9,2026-08-18
A417790,2024,154.6,2026-08-18
A417790,2025,132.5,2026-08-18
A054940,2022,93.2,2026-08-18
A054940,2023,34.1,2026-08-18
A054940,2024,85.1,2026-08-18
A054940,2025,25.1,2026-08-18
A204020,2022,28.7,2026-08-18
A204020,2023,111.2,2026-08-18
A204020,2024,123.1,2026-08-18
A204020,2025,78.5,2026-08-18
A021820,2022,-109.4,2026-08-18
A021820,2023,120.4,2026-08-18
A021820,2024,192.1,2026-08-18
A021820,2025,170.3,2026-08-18
A051380,2022,8.1,2026-08-18
A051380,2023,32.8,2026-08-18
A051380,2024,18.5,2026-08-18
A051380,2025,42.5,2026-08-18
A079980,2022,-830.1,2026-08-18
A079980,2023,-716.3,2026-08-18
A079980,2024,-382.5,2026-08-18
A079980,2025,197.6,2026-08-18
A000220,2022,-5.9,2026-08-18
A000220,2023,3.6,2026-08-18
A000220,2024,117.0,2026-08-18
A000220,2025,110.2,2026-08-18
A013030,2022,407.0,2026-08-18
A013030,2023,518.9,2026-08-18
A013030,2024,501.3,2026-08-18
A013030,2025,589.1,2026-08-18
A013030,2026,658.5,2026-08-18
A013030,2027,757.5,2026-08-18
A013030,2028,774.0,2026-08-18
A003220,2022,430.1,2026-08-18
A003220,2023,322.3,2026-08-18
A003220,2024,282.2,2026-08-18
A003220,2025,34.8,2026-08-18
A003220,2026,194.0,2026-08-18
A003220,2027,344.5,2026-08-18
A003220,2028,417.0,2026-08-18
A000540,2022,2632.7,2026-08-18
A000540,2023,3810.2,2026-08-18
A000540,2024,1487.8,2026-08-18
A000540,2025,1875.0,2026-08-18
A950140,2022,98.8,2026-08-18
A950140,2023,288.6,2026-08-18
A950140,2024,188.0,2026-08-18
A950140,2025,373.7,2026-08-18
A004800,2022,648.9,2026-08-18
A004800,2023,576.6,2026-08-18
A004800,2024,2211.3,2026-08-18
A004800,2025,3930.2,2026-08-18
A004800,2026,5440.0,2026-08-18
A004800,2027,5300.0,2026-08-18
A004800,2028,5786.7,2026-08-18
A021650,2022,90.6,2026-08-18
A021650,2023,106.5,2026-08-18
A021650,2024,114.4,2026-08-18
A021650,2025,79.3,2026-08-18
A012860,2022,439.1,2026-08-18
A012860,2023,277.5,2026-08-18
A012860,2024,343.9,2026-08-18
A012860,2025,367.9,2026-08-18
A034590,2022,80.5,2026-08-18
A034590,2023,165.2,2026-08-18
A034590,2024,194.2,2026-08-18
A034590,2025,191.5,2026-08-18
A111770,2022,8230.3,2026-08-18
A111770,2023,6371.5,2026-08-18
A111770,2024,3155.8,2026-08-18
A111770,2025,5144.4,2026-08-18
A111770,2026,6512.6,2026-08-18
A111770,2027,7172.0,2026-08-18
A111770,2028,7835.7,2026-08-18
A000240,2022,2452.5,2026-08-18
A000240,2023,2565.6,2026-08-18
A000240,2024,4182.7,2026-08-18
A000240,2025,4116.3,2026-08-18
A000240,2026,4211.0,2026-08-18
A000240,2027,4716.0,2026-08-18
A000240,2028,5340.0,2026-08-18
A006360,2022,5548.3,2026-08-18
A006360,2023,-3879.5,2026-08-18
A006360,2024,2859.5,2026-08-18
A006360,2025,4378.1,2026-08-18
A006360,2026,4155.9,2026-08-18
A006360,2027,5841.5,2026-08-18
A006360,2028,6828.9,2026-08-18
A010470,2022,141.7,2026-08-18
A010470,2023,121.7,2026-08-18
A010470,2024,120.0,2026-08-18
A010470,2025,89.2,2026-08-18
A004990,2022,4898.3,2026-08-18
A004990,2023,4936.9,2026-08-18
A004990,2024,3404.7,2026-08-18
A004990,2025,2394.4,2026-08-18
A004990,2026,3797.0,2026-08-18
A004990,2027,4472.5,2026-08-18
A004990,2028,7397.5,2026-08-18
A017180,2022,64.3,2026-08-18
A017180,2023,9.6,2026-08-18
A017180,2024,19.3,2026-08-18
A017180,2025,68.3,2026-08-18
A043610,2022,138.2,2026-08-18
A043610,2023,153.6,2026-08-18
A043610,2024,121.9,2026-08-18
A043610,2025,161.7,2026-08-18
A439260,2022,32.6,2026-08-18
A439260,2023,359.0,2026-08-18
A439260,2024,1580.6,2026-08-18
A439260,2025,2941.0,2026-08-18
A439260,2026,3646.8,2026-08-18
A439260,2027,3749.2,2026-08-18
A439260,2028,4301.8,2026-08-18
A003690,2022,3524.1,2026-08-18
A003690,2023,3636.7,2026-08-18
A003690,2024,4054.3,2026-08-18
A003690,2025,4709.4,2026-08-18
A003690,2026,6006.7,2026-08-18
A003690,2027,4916.7,2026-08-18
