date,investor_deposit,deriv_deposit,broker_rp_balance,margin_call_unpaid,margin_call_liquidation,margin_liquidation_ratio,credit_loan_total,credit_loan_kospi,credit_loan_kosdaq,credit_short_total,credit_short_kospi,credit_short_kosdaq,subscription_loan,pledged_securities_loan,cma_rp,cma_mmf,cma_jonggeum,cma_note,cma_other,cma_balance,mmf_total,mmf_indiv,mmf_corp,mmf_other
2020-08-07,49219608,11863340,83029787,284211,15597,4.8,15053761,7160223,7893537,1130,868,262,0,17770568,29265642,3050321,0,6949645,19570943,58836552,151196579,24494256,126702307,16
2020-08-10,51126266,11982843,82902901,297252,16949,6.0,15172725,7211608,7961116,1127,865,262,0,17756912,29272684,3086754,0,7009489,19516983,58885910,148909617,24599314,124310288,16
2020-08-11,50726386,12147728,82601782,292085,16385,5.5,15380515,7339907,8040608,1102,865,238,0,17796123,28821169,3091194,0,6670347,18807392,57390103,148295895,24582086,123713793,16
2020-08-12,50299596,12265758,83224239,303979,14188,4.9,15628748,7504874,8123874,1102,865,238,0,17805650,28645743,3086605,0,6574692,18384646,56691687,149758638,24600746,125157876,16
2020-08-13,51146852,12153540,83624083,302911,19999,6.6,15794045,7602319,8191726,1102,865,238,0,17798775,28979660,3068558,0,6699066,18419110,57166393,151057367,24608512,126448839,16
2020-08-14,50792194,12142247,83717830,368086,23867,7.9,15900133,7674329,8225803,1102,865,238,0,17792117,29299972,3076728,0,7031529,18884825,58293054,151107083,24612394,126494673,16
2020-08-18,51455651,12110141,84116519,350389,21695,5.9,16032616,7774092,8258524,1102,865,238,0,17775337,29511217,3095195,0,7392696,19314529,59313636,149608564,24701278,124907270,16
2020-08-19,51592468,12058989,84185152,366203,22565,6.4,16032402,7852596,8179806,1102,865,238,0,17751357,29484671,3106030,0,7233278,19184439,59008419,148436336,24710250,123726071,16
2020-08-20,52639340,12388300,84527868,432295,25051,6.8,15794864,7685747,8109117,1102,865,238,0,17674558,29503490,3101067,0,7268755,18754870,58628182,147921952,24737287,123184649,16
2020-08-21,52337259,12028066,85118907,325052,25059,5.8,15766837,7710580,8056257,1101,863,238,0,17534862,29820457,3109393,0,7588972,19410300,59929123,148402449,24719417,123683017,16
2020-08-24,51714507,11990689,85135368,392457,19499,6.0,15726699,7712160,8014540,1098,861,237,0,17620213,29835927,3112274,0,7666137,19362513,59976851,147252632,24756805,122495811,16
2020-08-25,51737707,12033601,84821315,280646,17710,4.5,15639371,7641320,7998051,1098,861,237,0,17529899,29869222,3128497,0,7575710,19031112,59604540,147049125,24757845,122291265,16
2020-08-26,52316788,11967623,84971887,236367,11868,4.2,15705646,7686737,8018909,1098,861,237,0,17419759,29949551,3132929,0,7713577,19155481,59951538,148232345,24722830,123509499,16
2020-08-27,53878037,11924024,84955836,243234,10247,4.3,15878468,7770529,8107939,1098,861,237,0,17487810,30048561,3132153,0,7942049,19287032,60409795,148720851,24649597,124071239,16
2020-08-28,54756126,11698124,86172054,276720,12824,5.3,16129883,7886560,8243323,1098,861,237,0,17576556,30345325,3133642,0,8290232,19159191,60928390,147964702,24539271,123425416,16
2020-08-31,60526989,11775791,85432351,300440,17468,6.3,16215052,7905165,8309888,1096,861,235,0,17846645,30443511,3072519,0,8785123,18662149,60963301,144258961,24391661,119867285,15
2020-09-01,59556306,11743943,82866092,284581,17154,5.7,16272830,7965359,8307471,1068,861,207,0,18197933,27598941,2733576,0,7339141,16865589,54537248,143649323,23746493,119902814,15
2020-09-02,48625698,11818358,79105796,324260,13909,4.9,16555494,8196804,8358690,1068,861,207,0,18650709,24068453,2384504,0,3493410,15054058,45000425,142421853,22904807,119517031,15
2020-09-03,47396397,12075693,78069160,303907,16455,5.1,16681901,8272257,8409643,1068,861,207,0,18612702,24065796,2386453,0,3520426,15155595,45128270,141247930,22519830,118728086,15
2020-09-04,63258152,12089150,83901259,267080,16724,5.5,16807937,8339386,8468550,1068,861,207,0,17836077,29731395,2444905,0,7870878,18084093,58131270,139941821,22516547,117425259,15
2020-09-07,63100956,11999229,85695763,280662,17248,6.5,16954815,8441476,8513339,1068,861,207,0,17809799,30061010,3143113,0,7949490,18452258,59605871,141992390,23880088,118112288,15
2020-09-08,59426245,11969019,85745501,292891,18463,6.6,16920201,8470106,8450096,1068,861,207,0,17822442,30071160,3168344,0,7850640,18968475,60058619,146135186,24137779,121997391,15
2020-09-09,57224347,12031854,85957719,332069,19634,6.7,17064588,8540578,8524010,1068,861,207,0,17863097,30050483,3203047,0,7831232,19158825,60243586,144821524,24263433,120558076,15
2020-09-10,57402133,12042267,85576276,384865,24166,7.3,17212114,8618706,8593407,1068,861,207,0,18027173,29925838,3176154,0,7596845,18422923,59121760,142213535,24319392,117894128,15
2020-09-11,56400312,11631467,86443301,370233,21983,5.7,17337903,8698199,8639704,1068,861,207,0,17862590,30676751,3203932,0,8113149,19352420,61346253,144153850,24346701,119807134,15
2020-09-14,56403371,11800036,86816702,307203,15510,4.2,17447700,8739381,8708319,1068,861,207,0,17704220,30986410,3221231,0,8255475,19997221,62460336,145425065,24437865,120987185,15
2020-09-15,56692063,11853616,86458690,296343,14542,4.7,17568429,8765831,8802597,1068,861,207,0,17742205,30564570,3221747,0,7925382,19524877,61236575,145719862,24481131,121238716,15
2020-09-16,55374237,11764597,85857555,301362,16197,5.5,17758971,8843568,8915404,1068,861,207,0,17870401,30371248,3219894,0,7751985,19236516,60579643,148676335,24459203,124217118,14
2020-09-17,55662993,11822767,86742536,267638,15311,5.1,17902311,8911459,8990852,1068,861,207,0,17804797,30753300,3229806,0,8089917,19637678,61710701,147683641,24489387,123194254,0
2020-09-18,54875043,11696866,86891484,258190,17261,6.4,17819113,8864810,8954303,1059,861,198,0,17802760,30986129,3239945,0,8016104,19579799,61821978,146542199,24536925,122005274,0
2020-09-21,54778045,11784643,87039728,312341,18921,7.3,17685994,8809995,8875999,1059,861,198,0,17733855,31050956,3247759,0,8004104,19693424,61996243,146594282,24630056,121964226,0
2020-09-22,55643949,12153783,87059679,273978,19250,6.2,17656834,8800586,8856248,1055,857,198,0,17693897,31013550,3248785,0,8166615,20265923,62694873,146663921,24673745,121990176,0
2020-09-23,55951290,12053293,87105645,361839,30272,11.0,17366059,8635684,8730375,1046,857,189,0,17767186,31003180,3247953,0,8178169,20229432,62658733,147294658,24658955,122635704,0
2020-09-24,55276948,12081552,86942798,433806,28226,7.8,17246673,8593285,8653388,1046,857,189,0,17717591,30982458,3241926,0,8226005,20347006,62797394,144579121,24666723,119912398,0
2020-09-25,55656809,11783295,86175878,333617,28565,6.6,17062500,8495000,8567499,1046,857,189,0,17666396,31030289,3227606,0,8213435,20186639,62657970,143038655,24629594,118409060,0
2020-09-28,54818653,11672158,83922938,357010,20944,6.3,16647762,8278141,8369621,1046,857,189,0,17636348,31204352,3222279,0,8332420,20250952,63010003,139895882,24622310,115273572,0
2020-09-29,53880132,11424227,82867414,296077,20024,5.6,16350517,8130867,8219651,1046,857,189,0,17329385,31904624,3192202,0,8845868,20992479,64935173,134244327,24567661,109676665,0
2020-10-05,58031287,11451691,83031876,240548,15046,5.1,16393484,8127818,8265666,1046,857,189,0,17425043,31196262,2999043,0,8895132,20724125,63814563,134428981,24400223,110028759,0
2020-10-06,49194971,11372389,79533085,215420,15070,6.3,16504366,8173863,8330503,1046,857,189,0,18666807,25265539,2781875,0,3384322,14478460,45910196,137446050,23589170,113856880,0
2020-10-07,47733013,11294666,78450258,255070,11001,5.1,16604514,8218684,8385830,1046,857,189,0,18667133,25379272,2783872,0,3373479,14562292,46098915,137624045,22988679,114635366,0
2020-10-08,54215963,11193896,83783149,278950,13092,5.1,16695026,8252884,8442142,1046,857,189,0,17340503,32403454,2864903,0,8881522,21300183,65450062,137432228,22989822,114442406,0
2020-10-12,55753846,11145064,88044873,258493,15162,5.4,16883772,8345772,8538000,1046,857,189,0,17356359,32207412,3075089,0,8723373,21181810,65187684,137629682,24056519,113573163,0
2020-10-13,55543161,11154076,88225347,263752,15088,5.8,17068390,8438455,8629935,1046,857,189,0,17352984,32205189,3142796,0,8619941,21341242,65309168,142130887,24408389,117722498,0
2020-10-14,54343829,11245701,88430828,293588,18404,7.0,17210599,8497169,8713430,1045,856,189,0,17420946,32151563,3164751,0,8486249,21220349,65022912,144488598,24514085,119974514,0
2020-10-15,54710816,11333463,88407130,307509,18740,6.4,17324552,8524655,8799897,1045,856,189,0,17511776,32032551,3168544,0,8372131,21130191,64703417,146677323,24553899,122123424,0
2020-10-16,54009503,11316291,88441018,313316,21811,7.1,17377687,8534413,8843274,1045,856,189,0,17537172,32117085,3195000,0,8411174,21242686,64965944,150504403,24595550,125908854,0
2020-10-19,52726363,11278682,88724175,368562,20903,6.7,17242556,8465206,8777350,1042,855,187,0,17511210,32060086,3196651,0,8404595,21315637,64976970,150627329,24671175,125956154,0
2020-10-20,52808296,11436623,88262205,352696,24271,6.6,17082727,8384223,8698504,1038,855,184,0,17492792,31521076,3194139,0,7880745,20420723,63016683,150116668,24691933,125424735,0
2020-10-21,55221603,11450360,87369669,328511,20210,5.7,16941214,8301852,8639362,1038,855,183,0,17571018,31109037,3182303,0,7460845,19956738,61708923,151341007,24707397,126633610,0
2020-10-22,55489415,11473704,87957231,306036,20535,6.3,16827580,8250315,8577265,1038,855,183,0,17370602,31422833,3192169,0,7743611,20107803,62466415,149820123,24695010,125125113,0
2020-10-23,55143208,11439472,88686398,270469,18806,6.1,16893825,8290387,8603437,1038,855,183,0,17255703,32160369,3205133,0,8209604,21109371,64684478,149057274,24718224,124339050,0
2020-10-26,53003578,11496524,88485373,264379,22395,8.3,16860047,8285910,8574137,1037,855,182,0,17331861,31984806,3242309,0,8152503,21114779,64494397,148273860,24828958,123444902,0
2020-10-27,52967271,11484807,88713510,240574,20630,7.8,16802834,8280291,8522544,1027,855,172,0,17307318,31973738,3272701,0,8111141,21084837,64442416,148233778,24822716,123411062,0
2020-10-28,53140057,11324824,88938749,347149,18663,7.8,16593264,8213740,8379524,1008,837,171,0,17291475,32033927,3268378,0,8088565,21077524,64468394,148937170,24806362,124130808,0
2020-10-29,53708695,11100739,88990937,273918,19051,5.5,16416295,8169019,8247276,931,760,171,0,17229873,31825456,3231800,0,7913677,20928464,63899397,151026350,24801964,126224386,0
2020-10-30,55039833,10896571,87884291,225941,13790,5.0,16429418,8196845,8232573,753,582,171,0,17299132,30984959,3203381,0,7424383,19650664,61263387,146906102,24699553,122206548,0
2020-11-02,53345221,10709871,88816636,224715,15285,6.8,16560446,8304168,8256278,751,581,171,0,17344177,31579214,3208272,0,7719343,20837631,63344460,150105343,24647450,125457893,0
2020-11-03,52495970,10909898,88985276,244549,14908,6.6,16610095,8316579,8293516,750,580,171,0,17410813,31561602,3239688,0,7715314,21169714,63686318,151844543,24708248,127136295,0
2020-11-04,51419028,10959016,88112752,212892,12965,5.3,16528662,8263877,8264785,750,580,170,0,17578059,30288245,3203745,0,6938812,19314491,59745293,154141071,24692111,129448960,0
2020-11-05,51144068,11042334,87139174,176835,10488,4.9,16552389,8261745,8290644,749,579,170,0,17562332,30218684,3183031,0,6816726,19485298,59703739,155934117,24599204,131334914,0
2020-11-06,51899035,10892055,88852410,214014,10700,6.1,16679975,8342160,8337815,745,577,168,0,17431974,31712415,3207978,0,7465819,21103215,63489427,155812119,24604930,131207189,0
2020-11-09,54410060,10914486,89706949,204802,11580,5.4,16679074,8294722,8384352,745,577,168,0,17389458,31809098,3255210,0,7430636,21088959,63583903,155362166,24745892,130616274,0
2020-11-10,54696303,10976009,88755217,233617,14553,7.1,16852798,8331880,8520918,745,577,168,0,17757928,30702918,3184063,0,6841812,19635302,60364095,152981502,24747884,128233618,0
2020-11-11,55462204,10901773,89376748,236114,15344,6.6,16968506,8403434,8565072,735,567,168,0,17595458,31465610,3193087,0,7162308,20467847,62288852,152529580,24683928,127845652,0
2020-11-12,56493158,10892042,90078507,281608,18213,7.7,17197501,8558568,8638933,735,566,168,0,17780242,31930680,3215662,0,7343810,20785846,63275998,152669277,24762467,127906809,0
2020-11-13,56678158,10806834,90216452,323205,25605,9.1,17173259,8520563,8652696,735,566,168,0,17840120,31794925,3221308,0,6972080,20151216,62139530,154694749,24808765,129885983,0
2020-11-16,62839775,10956502,89883993,320588,22254,6.9,17241281,8588365,8652916,735,566,168,0,17895806,31498685,3180008,0,6973942,20024653,61677289,156600944,24812382,131788561,0
2020-11-17,63107868,11013655,90141532,285342,16419,5.1,17244112,8598677,8645435,734,566,168,0,17900778,31546947,3213277,0,7003293,20430725,62194243,158993282,24790901,134202381,0
2020-11-18,65135977,10919675,90103800,327271,16777,5.9,17374217,8716094,8658123,734,566,168,0,18017314,31577776,3184069,0,6877659,20198712,61838215,159955528,24788109,135167418,0
2020-11-19,63405067,10926245,90415321,307482,15232,4.7,17388376,8729590,8658786,734,566,168,0,18011970,31647248,3197190,0,6866776,19971737,61682951,160479458,24774047,135705411,0
2020-11-20,62994794,10832505,91536482,295226,21728,7.1,17382266,8742485,8639782,734,566,168,0,17827829,32801429,3219294,0,7505271,21174957,64700951,158606443,24814624,133791819,0
2020-11-23,58447776,10981159,91482781,272290,16096,5.5,17597514,8840327,8757187,734,566,168,0,17920361,32659398,3269708,0,7403432,21248253,64580790,156130173,24975293,131154881,0
2020-11-24,60093080,10906926,89777218,256329,15426,5.7,17673843,8894901,8778942,734,566,168,0,18331814,31027153,3156020,0,6535992,19064510,59783675,153586048,24869889,128716159,0
2020-11-25,61646033,10858683,89353693,270118,14241,5.6,17799285,8947463,8851821,734,566,168,0,18386898,30947252,3151147,0,6497615,18949388,59545402,150901069,24726224,126174845,0
2020-11-26,63234871,10845434,91137029,405247,16489,6.1,17805936,8961411,8844525,734,566,168,0,18027290,32745597,3167152,0,7259500,21175665,64347913,150231037,24706319,125524718,0
2020-11-27,62956712,10831160,91423435,404357,22930,5.7,17868832,8996285,8872548,734,566,168,0,18193936,32916343,3274118,0,7281612,21317692,64789764,151348550,24873599,126474951,0
2020-11-30,61587622,10892128,89206684,358741,19348,4.8,17940139,9072684,8867455,734,566,168,0,18607202,31013546,3150611,0,6489729,19069386,59723273,148111036,24819269,123291766,0
2020-12-01,62519095,10863808,90978158,264109,16106,4.5,18027477,9144550,8882926,733,566,167,0,18080820,32729373,3187976,0,7195129,21261878,64374356,149796042,24619197,125176845,0
2020-12-02,61367013,10965789,90073704,295224,15615,5.9,18275039,9303999,8971040,732,565,167,0,18440158,31677897,3173982,0,6739394,19971375,61562648,153681388,24790546,128890841,0
2020-12-03,59514033,11130262,90191087,260644,16707,5.7,18382247,9341345,9040902,731,565,166,0,18391753,31618477,3168449,0,6605716,20024683,61417325,158531630,24779082,133752548,0
2020-12-04,60805218,11324082,90448903,264759,14619,5.6,18509988,9384700,9125288,731,565,166,0,18372574,31747793,3168614,0,6555363,20156968,61628739,157828335,24737185,133091151,0
2020-12-07,62815222,11424955,90411309,303717,18524,7.0,18573426,9412038,9161387,730,564,166,0,18316570,31928933,3231373,0,6744558,20343573,62248438,158290137,24845340,133444797,0
2020-12-08,62346801,11574769,90633221,292512,16353,5.4,18530688,9354462,9176226,311,144,166,0,18406316,32316807,3227820,0,6810897,20452520,62808045,154171075,24843051,129328024,0
2020-12-09,61034870,11636317,90480283,312080,17917,6.1,18633020,9425706,9207314,307,142,165,0,18456685,32002608,3212292,0,6507992,20070173,61793065,152149622,24860635,127288987,0
2020-12-10,61951461,11664334,90632655,381294,18922,6.1,18703568,9443662,9259906,307,142,165,0,18519000,32342824,3215773,0,6831994,20360487,62751078,150287706,24860188,125427518,0
2020-12-11,61362112,11275625,90784707,313756,18535,4.9,18848687,9500987,9347700,307,142,165,0,18434617,32251134,3209108,0,6744342,19917705,62122290,152328804,24884594,127444210,0
2020-12-14,61280738,11111449,90715419,276714,19207,6.1,19004198,9614375,9389823,307,142,165,0,18187982,32173086,3216233,0,6726631,19839424,61955374,151505009,24927763,126577247,0
2020-12-15,60614157,11010839,89944153,284491,12773,4.6,19124125,9669194,9454931,306,141,165,0,18485649,31365745,3164975,0,5837677,18894962,59263359,151723648,24884544,126839104,0
2020-12-16,60245056,10926192,89636248,302996,18173,6.4,19246932,9761707,9485224,306,141,165,0,18402411,31545211,3178553,0,5943844,19323797,59991406,152366829,24803607,127563222,0
2020-12-17,61471051,10983933,91158128,300133,16750,5.5,19323325,9779870,9543455,303,141,162,0,18167089,32943592,3210770,0,7274616,21014585,64443563,152195776,24847019,127348757,0
2020-12-18,60886405,10890758,91246167,266502,14205,4.7,19423798,9821231,9602567,303,141,162,0,18119806,32823725,3262266,0,7077240,20317564,63480794,149847570,25040472,124807098,0
2020-12-21,61344567,10978291,91232918,253690,13643,5.1,19392421,9790535,9601886,303,141,162,0,18129589,32865226,3256886,0,7142459,20426663,63691234,147216548,25055409,122161139,0
2020-12-22,63194609,11302289,91051798,284820,17593,6.9,19432606,9819962,9612645,299,136,162,0,18207521,32877421,3295229,0,7172432,20721995,64067076,146067114,25059302,121007812,0
2020-12-23,63326662,11431370,90883600,346860,22336,7.8,19403857,9778989,9624869,299,136,162,0,18252793,32799749,3310649,0,7162318,21040000,64312717,143313936,25062841,118251095,0
2020-12-24,62307913,11722987,91167869,392347,24454,7.1,19453603,9766850,9686754,299,136,162,0,18208712,33424692,3365478,0,7361579,21508819,65660567,141253939,25106708,116147232,0
