code,name,sector,latest_mktcap,latest_period,latest_is_estimate,latest_yoy,prev_yoy,accel,n_quarters
A086790,하나금융지주,은행,36851907760000,202712,True,9.0,12.8,-3.8,16
A086900,메디톡스,생물공학,491188848100,202609,True,-7.9,-24.6,16.7,12
A088350,한화생명,생명보험,4907194500000,202612,True,-29.8,-52.7,22.9,12
A089010,켐트로닉스,전자장비와기기,383195116950,202612,True,637.5,48.9,588.6,12
A089030,테크윙,반도체와반도체장비,1763753502000,202612,True,7975.3,300.8,7674.5,12
A089590,제주항공,항공사,369738916225,202612,True,-67.4,-87.1,19.7,12
A089600,KT나스미디어,광고,141441344000,202612,True,120.0,55.4,64.6,12
A089860,롯데렌탈,도로와철도운송,1802761114200,202712,True,7.8,7.9,-0.1,16
A089970,브이엠,반도체와반도체장비,1490094899000,202612,True,16.9,149.9,-133.0,12
A089980,상아프론테크,전자장비와기기,248629525350,202612,True,39.8,78.7,-38.9,12
A090430,아모레퍼시픽,화장품,8305971778000,202712,True,14.1,6.5,7.6,16
A090460,비에이치,전자장비와기기,679287490700,202712,True,-14.8,74.0,-88.8,16
A091580,상신이디피,전기제품,281891831850,202612,True,44.1,25.8,18.3,12
A091700,파트론,핸드셋,258000000000,202612,True,-26.5,-36.1,9.6,12
A091810,트리니티항공,항공사,265475836600,202612,True,-31.5,-59.7,28.2,12
A092130,이크레더블,상업서비스와공급품,171500864000,202612,True,3.0,-0.6,3.6,12
A092460,한라IMS,조선,273754880000,202612,True,38.9,39.7,-0.8,12
A092730,네오팜,화장품,376657741500,202612,True,10.9,12.3,-1.4,12
A092870,엑시콘,반도체와반도체장비,495930286000,202612,True,6.5,,,12
A093050,LF,"섬유,의류,신발,호화품",627198000000,202612,True,-6.1,8.5,-14.6,12
A093370,후성,화학,1458672488000,202612,True,304.1,316.3,-12.2,12
A093520,매커스,반도체와반도체장비,337417078950,202612,True,12.3,115.4,-103.1,12
A094170,동운아나텍,반도체와반도체장비,573977743200,202609,True,1743.1,,,12
A094360,칩스앤미디어,반도체와반도체장비,248361836620,202612,True,11.4,-11.5,22.9,12
A095340,ISC,반도체와반도체장비,4408988064000,202712,True,21.3,26.7,-5.4,16
A095570,AJ네트웍스,도로와철도운송,188704005030,202612,True,-12.4,59.0,-71.4,12
A095610,테스,반도체와반도체장비,2876896000000,202712,True,37.1,28.8,8.3,16
A095660,네오위즈,게임엔터테인먼트,383398053480,202712,True,30.1,49.3,-19.2,16
A095720,웅진씽크빅,교육서비스,68874427020,202606,False,7.0,-68.5,75.5,12
A096240,크레버스,교육서비스,86512621000,202609,True,1373.6,53.9,1319.7,12
A096530,씨젠,생명과학도구및서비스,1598316548400,202706,True,28.8,5.3,23.5,14
A096770,SK이노베이션,석유와가스,23836443108000,202612,True,586.7,,,12
A097230,HJ중공업,건설,1358944927200,202612,True,36.7,918.3,-881.6,12
A097520,엠씨넥스,핸드셋,316011240000,202612,True,58.2,34.2,24.0,12
A097950,CJ제일제당,식품,2622439201200,202703,True,24.8,76.0,-51.2,13
A098070,한텍,에너지장비및서비스,290261780100,202612,True,-11.5,13.2,-24.7,12
A098460,고영,전자장비와기기,1971101755700,202712,True,-1.0,8.0,-9.0,16
A099190,아이센스,건강관리장비와용품,476135169300,202703,True,262.7,87.3,175.4,13
A099320,쎄트렉아이,우주항공과국방,849819172800,202612,True,147.7,181.0,-33.3,12
A099430,바이오플러스,건강관리장비와용품,203722586210,202612,True,774.7,66.2,708.5,12
A100090,SK오션플랜트,에너지장비및서비스,720997608660,202712,True,81.8,38.2,43.6,16
A100120,뷰웍스,건강관리장비와용품,226976698300,202612,True,27.2,82.4,-55.2,12
A100130,동국S&C,에너지장비및서비스,84171639000,202512,False,-75.2,,,12
A100840,SNT에너지,에너지장비및서비스,796210145500,202612,True,-8.0,35.7,-43.7,12
A101490,에스앤에스텍,반도체와반도체장비,918466540950,202612,True,-11.3,39.4,-50.7,12
A102710,이엔에프테크놀로지,반도체와반도체장비,615091339800,202712,True,77.5,26.9,50.6,16
A103140,풍산,비철금속,2213917962000,202712,True,11.5,-11.8,23.3,16
A103590,일진전기,전기장비,3647932335000,202712,True,4.0,9.5,-5.5,16
A104700,한국철강,철강,348462000000,202609,True,-89.8,146.3,-236.1,12
A104830,원익머트리얼즈,화학,431824000000,202612,True,21.8,28.2,-6.4,12
A105560,KB금융,은행,62318634863800,202712,True,15.5,7.3,8.2,16
A105630,한세실업,"섬유,의류,신발,호화품",344000000000,202612,True,27.5,12.9,14.6,12
A105840,우진,기계,293876098500,202612,True,141.8,-34.9,176.7,12
A107640,한중엔시에스,전기장비,351266657500,202612,True,-15.6,-47.7,32.1,12
A108320,LX세미콘,디스플레이장비및부품,586328015000,202612,True,-38.6,43.3,-81.9,12
A108380,대양전기공업,조선,182066346990,202712,True,-1.2,5.3,-6.5,16
A108490,로보티즈,기계,4400108400000,202712,True,98.5,211.0,-112.5,16
A108670,LX하우시스,건축자재,295036343000,202609,True,17.2,329.0,-311.8,12
A111380,동인기연,"섬유,의류,신발,호화품",79602720000,202612,True,-4.8,19.0,-23.8,12
A111770,영원무역,"섬유,의류,신발,호화품",3194856842800,202612,True,22.7,16.8,5.9,12
A112040,위메이드,게임엔터테인먼트,508208790510,202612,True,40.2,-12.6,52.8,12
A112610,씨에스윈드,에너지장비및서비스,2125438711200,202712,True,49.5,16.7,32.8,16
A114090,GKL,"호텔,레스토랑,레저",549278349600,202703,True,11.3,,,13
A114810,한솔아이원스,반도체와반도체장비,380777144220,202612,True,409.5,49.3,360.2,12
A114840,아이패밀리에스씨,화장품,138622309350,202612,True,5.8,-3.0,8.8,12
A115440,우리넷,통신장비,100710744360,202609,True,1363.5,-81.4,1444.9,12
A119610,인터로조,건강관리장비와용품,165156919090,202612,True,35.2,75.9,-40.7,12
A119850,지엔씨에너지,전기장비,903045104100,202612,True,70.0,0.3,69.7,12
A120110,코오롱인더,화학,1653020966400,202712,True,9.5,4.8,4.7,16
A121600,나노신소재,화학,627824179200,202612,True,235.6,420.4,-184.8,12
A122450,KX,복합기업,115859270890,202612,True,251.3,12.8,238.5,12
A122640,예스티,반도체와반도체장비,679851605000,202609,True,730.0,60.3,669.7,12
A122870,와이지엔터테인먼트,방송과엔터테인먼트,794369582500,202703,True,-4.5,76.3,-80.8,13
A122900,아이마켓코리아,상업서비스와공급품,278796525600,202712,True,17.6,5.0,12.6,16
A123330,제닉,화장품,193638924000,202612,True,6551.4,103.6,6447.8,12
A123890,한국자산신탁,부동산,297368640180,202609,True,-13.0,273.5,-286.5,12
A125020,티씨머티리얼즈,전기장비,215837468000,202612,True,448.5,171.4,277.1,12
A125490,한라캐스트,자동차부품,452629164800,202712,True,26.7,32.4,-5.7,16
A126340,비나텍,전기장비,588075906600,202612,True,944.9,,,12
A126700,하이비젼시스템,핸드셋,158386387200,202606,False,-11.4,218.6,-230.0,12
A126720,수산인더스트리,에너지장비및서비스,309291900000,202612,True,14.2,4.0,10.2,12
A128940,한미약품,제약,6431117482000,202712,True,-1.4,-10.7,9.3,16
A130580,나이스디앤비,상업서비스와공급품,103950000000,202612,True,22.7,-13.5,36.2,12
A131290,티에스이,반도체와반도체장비,3108261549000,202712,True,38.9,18.7,20.2,16
A131970,두산테스나,반도체와반도체장비,1805164029200,202712,True,56.1,180.3,-124.2,16
A137400,피엔티,전기제품,678739357200,202612,True,1.7,24.8,-23.1,12
A138040,메리츠금융지주,증권,21571063489700,202612,True,69.2,-1.5,70.7,12
A138080,오이솔루션,통신장비,350290551400,202712,True,638.1,168.0,470.1,16
A138930,BNK금융지주,은행,4795905308130,202712,True,-60.6,34.0,-94.6,16
A139130,iM금융지주,은행,2866377684800,202712,True,-58.7,2.7,-61.4,16
A139480,이마트,백화점과일반상점,2006216041300,202712,True,53.1,27.9,25.2,16
A140860,파크시스템스,전자장비와기기,1761120953500,202712,True,-24.3,6.0,-30.3,16
A144510,지씨셀,건강관리업체및서비스,220414798800,202612,True,-39.9,352.9,-392.8,12
A144960,뉴파워프라즈마,반도체와반도체장비,533923865280,202612,True,175.3,131.5,43.8,12
A145020,휴젤,생물공학,2382888939200,202712,True,46.5,47.9,-1.4,16
A145720,덴티움,건강관리장비와용품,321671134300,202712,True,82.5,83.3,-0.8,16
A146320,비씨엔씨,반도체와반도체장비,133738295350,202612,True,298.0,95.6,202.4,12
A148150,세경하이테크,핸드셋,140749559280,202612,True,288.7,-13.9,302.6,12
A149950,아바텍,디스플레이장비및부품,169889548290,202612,True,19.1,18.1,1.0,12
A160980,싸이맥스,반도체와반도체장비,285668954450,202612,True,369.0,80.8,288.2,12
A161390,한국타이어앤테크놀로지,자동차부품,7122816467500,202712,True,18.3,12.1,6.2,16
A161580,필옵틱스,전자장비와기기,753668241050,202606,False,79.6,66.1,13.5,12
A161890,한국콜마,화장품,3448701749700,202712,True,-1.6,25.9,-27.5,16
A166090,하나머티리얼즈,반도체와반도체장비,1123371883200,202712,True,31.7,34.7,-3.0,16
A170030,현대공업,자동차부품,72711600000,202612,True,31.4,-25.2,56.6,12
A170900,동아에스티,제약,339016652850,202712,True,36.9,5.7,31.2,16
A170920,엘티씨,반도체와반도체장비,372913647800,202612,True,65.6,147.4,-81.8,12
A171090,선익시스템,디스플레이장비및부품,705895532200,202612,True,34.4,38.9,-4.5,12
A172670,에이엘티,반도체와반도체장비,117648200670,202612,True,247.9,,,12
A175330,JB금융지주,은행,5744872179200,202712,True,-20.8,14.4,-35.2,16
A178320,서진시스템,전기장비,2007289903500,202612,True,186.7,,,12
A178920,PI첨단소재,화학,533292407520,202712,True,27.2,9.9,17.3,16
A181710,NHN,IT서비스,1849216798000,202712,True,14.7,16.9,-2.2,16
A183190,아세아시멘트,건축자재,377771856000,202612,True,122.6,-1.0,123.6,12
A183300,코미코,반도체와반도체장비,1589693361250,202612,True,64.4,27.7,36.7,12
A185750,종근당,제약,891659588000,202712,True,50.7,-13.1,63.8,16
A189300,인텔리안테크,통신장비,731223545700,202712,True,21.3,83.2,-61.9,16
A190510,나무가,핸드셋,221702889580,202612,True,10.2,-26.2,36.4,12
A192080,더블유게임즈,게임엔터테인먼트,1240765224800,202712,True,-1.2,2.6,-3.8,16
A192400,쿠쿠홀딩스,가정용기기와용품,956622776500,202612,True,11.9,-4.4,16.3,12
A192650,드림텍,핸드셋,562014651370,202612,True,956.8,38.3,918.5,12
A192820,코스맥스,화장품,3064367430000,202712,True,20.1,16.8,3.3,16
A194370,제이에스코퍼레이션,"섬유,의류,신발,호화품",381570367700,202612,True,22.7,33.6,-10.9,12
A194480,데브시스터즈,게임엔터테인먼트,171950089500,202506,False,104.4,15.6,88.8,12
A194700,노바렉스,건강관리업체및서비스,184373964800,202612,True,11.2,7.7,3.5,12
A195870,해성디에스,반도체와반도체장비,1014900000000,202612,True,49.7,111.3,-61.6,12
A195940,HK이노엔,제약,1089284308950,202712,True,11.8,32.5,-20.7,16
A196170,알테오젠,생물공학,17378955683500,202712,True,29.5,71.8,-42.3,16
A200670,휴메딕스,제약,271764306000,202712,True,3.3,1.6,1.7,16
A200710,에이디테크놀로지,반도체와반도체장비,352704583400,202612,True,146.7,57.4,89.3,12
A204270,제이앤티씨,핸드셋,1449104073300,202609,True,-18.0,4.9,-22.9,12
A204320,HL만도,자동차부품,2150636096000,202712,True,-5.4,10.5,-15.9,16
A204620,글로벌텍스프리,기타금융,411157480500,202612,True,23.2,15.1,8.1,12
A207940,삼성바이오로직스,제약,64390712841000,202712,True,1.3,29.4,-28.1,16
A211050,인카금융서비스,손해보험,493129206570,202612,True,15.2,15.2,0.0,12
A213420,덕산네오룩스,디스플레이장비및부품,712654837300,202712,True,-3.3,21.2,-24.5,16
A213500,한솔제지,종이와목재,178028308480,202612,True,268.4,1011.6,-743.2,12
A214150,클래시스,건강관리장비와용품,1992949382450,202712,True,27.9,20.7,7.2,16
A214180,헥토이노베이션,IT서비스,181257469650,202612,True,48.3,9.0,39.3,12
A214260,라파스,화장품,67275371020,202606,False,145.1,-24.4,169.5,12
A214320,이노션,광고,722400000000,202612,True,6.9,4.2,2.7,12
A214420,토니모리,화장품,120514542990,202612,True,479.2,29.0,450.2,12
A214430,아이쓰리시스템,우주항공과국방,508582164000,202612,True,28.7,18.6,10.1,12
A214450,파마리서치,건강관리장비와용품,3366245952000,202712,True,24.0,19.9,4.1,16
A215000,골프존,"호텔,레스토랑,레저",224346086250,202612,True,15.3,-33.3,48.6,12
A215200,메가스터디교육,교육서비스,375220819200,202612,True,17.5,2.0,15.5,12
A218410,RFHIC,통신장비,1567951078000,202712,True,11.5,21.0,-9.5,16
A219130,타이거일렉,반도체와반도체장비,485568901000,202612,True,307.3,769.4,-462.1,12
A222040,코스맥스엔비티,건강관리업체및서비스,151615800000,202612,True,413.0,,,12
A222800,심텍,전자장비와기기,5699558300600,202712,True,31.0,50.0,-19.0,16
A226330,신테카바이오,건강관리업체및서비스,31341949700,202609,True,-78.4,-25.9,-52.5,12
A226400,오스테오닉,건강관리장비와용품,85332412130,202612,True,69.2,43.7,25.5,12
A228850,레이언스,건강관리장비와용품,130903100460,202609,True,240.0,,,12
A229640,LS에코에너지,전기장비,1822180300500,202712,True,61.7,35.7,26.0,16
A230240,에치에프알,통신장비,182200210000,202706,True,-10.5,15.5,-26.0,16
A232140,와이씨,반도체와반도체장비,1174068958500,202612,True,95.2,267.4,-172.2,12
A234080,JW생명과학,제약,173230020760,202612,True,8.2,22.9,-14.7,12
A234340,헥토파이낸셜,IT서비스,298972038400,202612,True,89.3,27.3,62.0,12
A236200,슈프리마,전자장비와기기,361269309800,202612,True,19.6,28.7,-9.1,12
A237690,에스티팜,제약,1891423402800,202712,True,15.0,87.9,-72.9,16
A237880,클리오,화장품,218301944240,202612,True,8.8,37.0,-28.2,12
A239890,피엔에이치테크,디스플레이장비및부품,35520324125,202612,True,373.3,-58.7,432.0,12
A240550,동방메디컬,건강관리장비와용품,129581088600,202612,True,1.3,42.7,-41.4,12
A240810,원익IPS,반도체와반도체장비,6395632300300,202712,True,4.4,-16.0,20.4,16
A241560,두산밥캣,기계,5588408589500,202612,True,19.2,34.8,-15.6,12
A241590,화승엔터프라이즈,"섬유,의류,신발,호화품",163591045200,202612,True,78.7,11391.4,-11312.7,12
A241710,코스메카코리아,화장품,1360632000000,202706,True,6.4,27.5,-21.1,14
A243840,신흥에스이씨,전기제품,211299127800,202712,True,5.8,57.1,-51.3,16
A244920,에이플러스에셋,손해보험,287569854960,202612,True,55.6,74.7,-19.1,12
A247540,에코프로비엠,전기제품,10203714266200,202712,True,128.7,154.5,-25.8,16
A248070,솔루엠,전자장비와기기,627827178680,202612,True,73.8,22.0,51.8,12
A249420,일동제약,제약,443251910520,202612,True,24.9,18.3,6.6,12
A251120,바이오에프디엔씨,생물공학,76522160000,202612,True,80.9,28.0,52.9,12
A251270,넷마블,게임엔터테인먼트,2885597347500,202712,True,13.4,5.5,7.9,16
A251970,펌텍코리아,포장재,711760000000,202706,True,20.1,22.7,-2.6,14
A252990,샘씨엔에스,반도체와반도체장비,1045984731930,202612,True,86.8,78.7,8.1,12
A253450,스튜디오드래곤,방송과엔터테인먼트,605678734700,202612,True,-38.4,29.6,-68.0,12
A253590,네오셈,반도체와반도체장비,579072964800,202712,True,-10.9,14.0,-24.9,16
A257720,실리콘투,인터넷과카탈로그소매,2609934829600,202712,True,57.8,36.7,21.1,16
A259960,크래프톤,게임엔터테인먼트,9241084486000,202712,True,112.8,46.9,65.9,16
A263720,디앤씨미디어,출판,84371915290,202612,True,-56.2,-63.1,6.9,12
A263750,펄어비스,게임엔터테인먼트,2146119526500,202712,True,6.4,-71.2,77.6,16
A263860,지니언스,소프트웨어,161344492000,202612,True,19.8,40.2,-20.4,12
A265740,엔에프씨,화장품,134512908000,202612,True,-11.5,62.8,-74.3,12
A267250,HD현대,조선,16351568595000,202612,True,59.3,83.0,-23.7,12
A267260,HD현대일렉트릭,전기장비,25737654390000,202712,True,21.2,33.5,-12.3,16
A267270,HD건설기계,기계,6530890575000,202712,True,-9.4,-9.3,-0.1,16
A267980,매일유업,식품,259414146300,202612,True,18.8,15.1,3.7,12
A271560,오리온,식품,4383742589200,202612,True,10.2,13.3,-3.1,12
A272110,케이엔제이,반도체와반도체장비,238755501250,202612,True,56.5,49.2,7.3,12
A272210,한화시스템,우주항공과국방,14622360708600,202712,True,49.5,58.1,-8.6,16
A272290,이녹스첨단소재,디스플레이장비및부품,416693938100,202612,True,13.6,-51.5,65.1,12
A272450,진에어,항공사,311112000000,202612,True,-73.9,-68.9,-5.0,12
A274090,켄코아에어로스페이스,우주항공과국방,171764361290,202612,True,-35.0,-55.9,20.9,12
A278280,천보,전기제품,422116711250,202712,True,448.6,,,16
A278470,에이피알,화장품,13533893032500,202712,True,7.5,27.1,-19.6,16
A280360,롯데웰푸드,식품,1140446718600,202703,True,9.3,,,13
A281820,케이씨텍,반도체와반도체장비,1595772076600,202612,True,85.7,132.0,-46.3,12
A282330,BGF리테일,백화점과일반상점,2316043404000,202712,True,11.9,9.5,2.4,16
A282880,코윈로보틱스,기계,128517961180,202606,False,3660.7,-59.0,3719.7,12
A285130,SK케미칼,화학,861478546800,202609,True,149.2,,,12
A286940,롯데이노베이트,IT서비스,269454026270,202612,True,34.7,65.8,-31.1,12
A290550,디케이티,핸드셋,427026260500,202612,True,40.9,73.6,-32.7,12
A290650,엘앤씨바이오,건강관리장비와용품,1266227602800,202612,True,634.2,267.8,366.4,12
A293480,하나제약,제약,144849509900,202612,True,23.5,-10.0,33.5,12
A293490,카카오게임즈,게임엔터테인먼트,948965405850,202612,True,13.4,343.7,-330.3,16
A294570,쿠콘,IT서비스,262889618600,202612,True,7.7,8.5,-0.8,12
A294870,IPARK현대산업개발,건설,1558708354500,202703,True,84.9,316.1,-231.2,13
A295310,에이치브이엠,비철금속,721945275600,202712,True,93.5,70.4,23.1,16
A297090,씨에스베어링,기계,124078500000,202612,True,15.3,22.5,-7.2,12
A298020,효성티앤씨,무역회사와판매업체,1354564466000,202612,True,196.6,162.0,34.6,12
A298040,효성중공업,전기장비,27050513748000,202712,True,22.9,25.0,-2.1,16
A298050,HS효성첨단소재,화학,714103711200,202612,True,91.5,266.3,-174.8,12
A298690,에어부산,항공사,248608094672,202609,True,-61.4,219.2,-280.6,12
A299030,하나기술,전자장비와기기,105532812000,202612,True,5647.8,-86.0,5733.8,12
A300720,한일시멘트,건축자재,1195845098340,202612,True,11.1,-28.1,39.2,12
A302430,이노메트리,전기제품,70289001360,202512,False,-59.7,,,12
A302440,SK바이오사이언스,제약,2804821769750,202612,True,-9.5,-31.3,21.8,12
A305090,마이크로디지탈,건강관리장비와용품,10087410692,202609,True,1027.9,112.9,915.0,12
A306200,세아제강,철강,404740010000,202703,True,-16.2,245.1,-261.3,13
A307950,현대오토에버,IT서비스,10558233070000,202712,True,24.5,26.0,-1.5,16
A311320,지오엘리먼트,반도체와반도체장비,103943974400,202612,True,210.5,102.0,108.5,12
A314930,바이오다인,건강관리장비와용품,199717131130,202612,True,149.5,,,12
A316140,우리금융지주,은행,26340119412750,202712,True,2.8,1.2,1.6,16
A317400,자이에스앤디,건설,390539976400,202712,True,27.7,106.9,-79.2,16
A318060,그래피,건강관리장비와용품,177428627220,202609,True,-75.8,46.3,-122.1,12
A319660,피에스케이,반도체와반도체장비,3791742862600,202712,True,-12.2,16.7,-28.9,16
A322000,HD현대에너지솔루션,에너지장비및서비스,1308160000000,202612,True,224.4,137.5,86.9,12
A322310,오로스테크놀로지,반도체와반도체장비,129632941280,202606,False,246.3,2147.1,-1900.8,12
A323410,카카오뱅크,은행,9637832827400,202612,True,29.5,28.9,0.6,12
A326030,SK바이오팜,제약,6022288925000,202712,True,63.8,44.2,19.6,16
A327260,RF머트리얼즈,우주항공과국방,867961481750,202712,True,46.9,77.2,-30.3,16
A328130,루닛,건강관리기술,707352710000,202609,True,-82.8,-27.2,-55.6,12
A329180,HD현대중공업,조선,47809837987500,202712,True,18.4,15.8,2.6,16
A330860,네패스아크,반도체와반도체장비,337498046500,202609,True,430.5,11.7,418.8,12
A336260,두산퓨얼셀,에너지장비및서비스,3117501357600,202612,True,-99.2,22.0,-121.2,12
A336370,솔루스첨단소재,전자장비와기기,549060170360,202612,True,-44.4,95.5,-139.9,12
A336570,원텍,건강관리장비와용품,438814375090,202712,True,76.0,50.2,25.8,16
A339770,교촌에프앤비,식품,190117129400,202612,True,109.5,-2.2,111.7,12
A339950,아이비김영,교육서비스,106523572350,202612,True,29.0,1.8,27.2,12
A340450,지씨지놈,생명과학도구및서비스,172414280970,202612,True,498.3,120.0,378.3,12
A340570,티앤엘,건강관리장비와용품,444338818000,202612,True,234.6,43.7,190.9,12
A344820,KCC글라스,건축자재,375307032000,202712,True,363.6,529.2,-165.6,16
A347700,스피어,우주항공과국방,1162483213100,202612,True,91.0,,,12
A348210,넥스틴,반도체와반도체장비,345741165000,202609,True,-85.0,,,12
A352480,씨앤씨인터내셔널,화장품,299857822000,202612,True,285.7,24.7,261.0,12
A352820,하이브,방송과엔터테인먼트,6737598466800,202712,True,8.4,-20.5,28.9,16
A353200,대덕전자,전자장비와기기,5549520677500,202712,True,55.9,64.0,-8.1,16
A353810,이지바이오,식품,207092819200,202612,True,8.9,19.2,-10.3,12
A354320,알멕,자동차부품,239357218450,202712,True,134.1,166.7,-32.6,16
A355150,코스텍시스,반도체와반도체장비,159845675000,202612,True,21.1,,,12
A356860,티엘비,반도체와반도체장비,1054706070000,202712,True,35.7,49.9,-14.2,16
A357780,솔브레인,반도체와반도체장비,2621376742000,202712,True,25.5,26.2,-0.7,16
A361390,제노코,우주항공과국방,125015132040,202609,True,429.1,-50.2,479.3,12
A361610,SK아이이테크놀로지,전기제품,1322497407000,202709,True,-87.8,-70.4,-17.4,16
A365340,성일하이텍,전기제품,447716634750,202712,True,-18.0,14.3,-32.3,16
A368770,파이버프로,전자장비와기기,441232241750,202612,True,81.6,30.7,50.9,12
A372910,한컴라이프케어,건강관리장비와용품,57839508540,202612,True,-42.3,17.0,-59.3,12
A373220,LG에너지솔루션,전기제품,82017000000000,202712,True,105.8,246.2,-140.4,16
A375500,DL이앤씨,건설,3296696679600,202712,True,-46.7,5.7,-52.4,16
A376270,HEM파마,건강관리업체및서비스,245450998000,202606,False,-1.5,62.6,-64.1,12
A376300,디어유,양방향미디어와서비스,396668764260,202703,True,9.3,1.2,8.1,13
A377300,카카오페이,IT서비스,5540560470900,202712,True,37.8,22.7,15.1,16
A380550,뉴로핏,건강관리기술,89905642420,202612,True,-21.2,-29.0,7.8,12
A381970,KG모빌리티플랫폼,자동차,311477010240,202612,True,40.4,10.8,29.6,12
A382800,지앤비에스 에코,반도체와반도체장비,164248171560,202612,True,76.9,978.3,-901.4,12
A382900,범한퓨얼셀,전기제품,206759600000,202609,True,137.5,,,12
A383220,F&F,"섬유,의류,신발,호화품",2624034637500,202612,True,14.0,8.3,5.7,12
A383310,에코프로에이치엔,상업서비스와공급품,461448504000,202612,True,346.3,281.4,64.9,12
A383800,LX홀딩스,무역회사와판매업체,618636395900,202609,True,42.1,42.1,0.0,12
A388210,씨엠티엑스,반도체와반도체장비,818696342400,202712,True,42.2,48.4,-6.2,13
A389020,자람테크놀로지,통신장비,111309921840,202606,False,-80.8,18.3,-99.1,12
A389260,대명에너지,에너지장비및서비스,228612307000,202612,True,-62.0,1152.3,-1214.3,12
A389500,에스비비테크,기계,291860073600,202612,True,-0.1,-39.2,39.1,12
A389650,넥스트바이오메디컬,건강관리장비와용품,234247193800,202706,True,-51.6,76.3,-127.9,14
A393890,더블유씨피,전기제품,335385557040,202712,True,130.0,,,16
A394420,리센스메디컬,건강관리장비와용품,104827150530,202712,True,176.9,357.1,-180.2,13
A394800,쓰리빌리언,건강관리기술,149725111865,202609,True,-68.5,4.6,-73.1,12
A399720,가온칩스,반도체와반도체장비,536019748800,202612,True,104.5,,,12
A402340,SK스퀘어,반도체와반도체장비,149469889734000,202612,True,447.0,388.3,58.7,12
A403550,쏘카,도로와철도운송,405198580560,202612,True,-17.3,52.6,-69.9,12
A403870,HPSP,반도체와반도체장비,4468890000000,202712,True,-52.5,69.4,-121.9,16
A405100,큐알티,반도체와반도체장비,172296000020,202612,True,402.7,46.7,356.0,12
A413630,씨피시스템,기계,154855571250,202612,True,220.8,134.6,86.2,11
A417840,저스템,반도체와반도체장비,363165770280,202712,True,17.2,24.2,-7.0,16
A418470,KT밀리의서재,출판,80946706050,202612,True,152.1,-11.3,163.4,12
A419530,SAMG엔터,방송과엔터테인먼트,176586930100,202612,True,15.2,,,12
A420770,기가비스,반도체와반도체장비,1514753081000,202612,True,67.6,1304.1,-1236.5,13
A425420,티에프이,반도체와반도체장비,795158456400,202612,True,101.8,159.0,-57.2,12
A439260,대한조선,조선,1755890453000,202712,True,12.1,10.3,1.8,16
A440110,파두,반도체와반도체장비,3623027252100,202712,True,84.6,102.2,-17.6,16
A441270,파인엠텍,핸드셋,353565509000,202609,True,882.5,38.6,843.9,12
A443060,HD현대마린솔루션,조선,10894530780000,202712,True,23.8,28.9,-5.1,16
A445090,에이직랜드,반도체와반도체장비,241457041800,202603,False,-62.3,6.4,-68.7,12
A446840,지슨,소프트웨어,34702340400,202603,False,10.3,,,11
A448710,코츠테크놀로지,우주항공과국방,57873947400,202612,True,181.1,1.5,179.6,12
A450080,에코프로머티,전기제품,2506810998000,202612,True,847.7,,,12
A450950,아스테라시스,건강관리장비와용품,195287202480,202612,True,-0.3,-6.6,6.3,12
A451760,컨텍,우주항공과국방,134538358100,202606,False,138.0,-52.8,190.8,12
A452280,한선엔지니어링,기계,258688684800,202612,True,148.0,92.9,55.1,12
A452430,사피엔반도체,반도체와반도체장비,338885032050,202612,True,1487.8,,,12
A453340,현대그린푸드,식품,608842256250,202609,True,9.0,23.4,-14.4,12
A456040,OCI,화학,658008382500,202712,True,15.4,14.7,0.7,16
A457190,이수스페셜티케미컬,화학,1937029695200,202612,True,188.1,,,12
A458870,씨어스,건강관리기술,981641267200,202612,True,67.6,120.8,-53.2,12
A460860,동국제강,철강,492607608810,202612,True,4696.6,-10.0,4706.6,12
A462350,이노스페이스,우주항공과국방,220569033720,202612,True,-81.3,-71.0,-10.3,12
A462870,시프트업,게임엔터테인먼트,1812187306500,202712,True,-1.0,-4.8,3.8,16
A473980,노머스,방송과엔터테인먼트,110895242880,202609,True,3.1,-15.9,19.0,12
A474170,루미르,우주항공과국방,125258402880,202612,True,282.0,,,12
A475150,SK이터닉스,에너지장비및서비스,1720383702000,202612,True,-55.1,2380.9,-2436.0,12
A475580,에이럭스,교육서비스,103004244000,202606,False,-67.4,49.6,-117.0,12
A475960,토모큐브,생명과학도구및서비스,367899550200,202612,True,126.0,-67.2,193.2,12
A476060,온코닉테라퓨틱스,제약,668857483200,202612,True,669.6,-20.6,690.2,12
A482630,삼양엔씨켐,반도체와반도체장비,300526084400,202712,True,61.3,65.0,-3.7,16
A483650,달바글로벌,화장품,2244867968000,202712,True,19.5,35.3,-15.8,15
A484120,도우인시스,디스플레이장비및부품,248733479400,202612,True,-23.5,,,12
A484590,삼양컴텍,우주항공과국방,267043716000,202612,True,22.8,4.1,18.7,12
A484870,엠앤씨솔루션,우주항공과국방,489642111000,202612,True,12.8,6.2,6.6,10
A489460,바이오비쥬,화장품,166859675970,202609,True,18.4,11.4,7.0,11
A489790,한화비전,통신장비,2410820622500,202612,True,93.2,140.7,-47.5,10
A490470,세미파이브,반도체와반도체장비,533178644800,202606,False,-21.0,,,11
A491000,리브스메드,건강관리장비와용품,733665622550,202706,True,-66.4,-53.4,-13.0,10
A494120,큐리오시스,생명과학도구및서비스,122078112000,202606,False,41.4,-12.4,53.8,11
A499790,GS피앤엘,"호텔,레스토랑,레저",720851070350,202612,True,27.7,111.8,-84.1,9
