code,name,sector,latest_date,latest_mult,hist_min_mult,hist_min_date,hist_max_mult,hist_max_date,percentile,n_obs,latest_mktcap
A016590,신대양제지,포장재,2026-09-11,16.57,1.64,2019-01-04,29.72,2026-02-25,88.6,2850,407410960200
A006840,AK홀딩스,화학,2026-09-11,16.68,0.56,2024-12-30,17.31,2026-09-03,99.8,1804,102138695310
A006910,보성파워텍,전기장비,2026-09-11,16.7,8.07,2025-08-01,501.21,2023-12-28,16.7,1313,371912767680
A489460,바이오비쥬,화장품,2026-09-11,16.73,7.7,2026-06-24,48.76,2026-02-10,42.9,301,173941253730
A001810,무림SP,종이와목재,2026-09-11,16.82,4.17,2015-01-02,3000.26,2022-08-11,69.8,2236,26321487500
A333050,이노테나,IT서비스,2026-09-11,16.83,3.43,2022-10-14,85.6,2024-05-17,61.4,942,27576752000
A096610,알에프세미,,2026-09-02,16.86,5.71,2016-09-12,256.39,2026-08-03,10.9,1246,3390350145
A066590,스모트로닉,자동차부품,2026-09-11,16.89,6.08,2015-08-24,442.55,2021-07-01,44.4,2295,91086541635
A067370,선바이오,생물공학,2026-09-11,16.91,11.97,2026-03-04,744.97,2023-01-03,15.0,886,75603675790
A027970,한국제지,종이와목재,2026-09-11,16.91,1.94,2020-08-12,70.29,2025-10-22,78.5,2418,104392745280
A103230,에스앤더블류,조선,2026-09-11,16.96,5.9,2025-03-11,4860.21,2016-05-27,57.3,1437,16812000000
A067390,아스트,우주항공과국방,2026-09-11,16.97,1.52,2020-03-23,88.44,2015-05-27,57.7,2077,265329269100
A298040,효성중공업,전기장비,2026-09-11,16.98,0.66,2020-03-19,39.21,2026-05-07,89.9,1944,26612259992000
A293490,카카오게임즈,게임엔터테인먼트,2026-09-11,16.99,7.34,2022-10-13,143.8,2025-05-07,50.4,1321,985258795950
A074430,아미노로직스,제약,2026-09-11,17.15,15.28,2022-10-13,388.41,2017-01-09,1.8,2109,93957583252
A138080,오이솔루션,통신장비,2026-09-11,17.26,2.86,2015-08-24,414.06,2018-06-08,71.6,2302,290877313000
A064760,티씨케이,반도체와반도체장비,2026-09-11,17.31,5.5,2019-01-04,31.56,2026-05-14,89.2,2850,2884289328000
A267260,HD현대일렉트릭,전기장비,2026-09-11,17.36,2.56,2017-11-20,55.46,2020-04-23,86.7,2230,26927209845000
A009140,경인전자,전자제품,2026-09-11,17.37,10.11,2014-12-30,382.66,2023-11-08,14.6,1691,35107312950
A079900,전진건설로봇,기계,2026-09-11,17.38,6.19,2024-10-02,34.81,2026-04-01,46.5,480,599753599500
A109860,동일금속,기계,2026-09-11,17.4,5.32,2023-12-07,328.9,2025-10-02,48.5,2727,68796000000
A365340,성일하이텍,전기제품,2026-09-11,17.41,15.29,2026-08-03,4080.67,2026-04-07,1.5,712,470974641750
A149980,하이로닉,건강관리장비와용품,2026-09-11,17.42,5.73,2023-12-15,416.62,2016-08-29,16.1,2486,82641416030
A163280,에어레인,화학,2026-09-11,17.59,13.39,2026-03-27,83.01,2025-03-18,13.3,391,49583219310
A101490,에스앤에스텍,반도체와반도체장비,2026-09-11,17.6,4.32,2014-12-30,83.96,2021-08-10,28.0,2850,883263990600
A306620,지아이에스,반도체와반도체장비,2026-09-11,17.68,7.08,2020-01-09,533.03,2021-06-15,27.4,821,88693040400
A005860,한일사료,식품,2026-09-11,17.68,5.28,2022-01-27,143.45,2022-10-11,26.4,2298,97327101950
A049830,승일,포장재,2026-09-11,17.71,5.75,2018-07-25,412.39,2021-03-25,41.4,2355,38938911200
A238090,앤디포스,핸드셋,2026-09-11,17.72,5.03,2017-07-04,112.14,2022-01-03,35.8,2043,55340148600
A462870,시프트업,게임엔터테인먼트,2026-09-11,17.77,11.28,2025-04-09,19.07,2026-08-11,95.5,506,1844495346000
A366030,나인앤컴퍼니,"섬유,의류,신발,호화품",2026-09-11,17.8,4.28,2022-07-15,34.9,2022-06-15,75.8,1074,105566941000
A085810,알티캐스트,건설,2026-09-11,17.82,5.53,2021-11-30,64.62,2017-04-17,73.8,1618,20682362239
A002220,한일철강,철강,2026-09-11,17.83,2.45,2022-01-04,160.68,2025-06-25,54.9,1804,85031410100
A039740,한국정보공학,판매업체,2026-09-11,17.85,7.13,2022-06-23,534.36,2024-01-03,15.6,1991,24696662760
A198440,강동씨앤엘,건축자재,2026-09-11,17.94,1.19,2017-04-03,404.87,2020-12-16,40.9,1561,126433684200
A004830,덕성,"섬유,의류,신발,호화품",2026-09-11,17.97,5.26,2016-09-19,545.75,2015-06-30,38.7,2421,52292800000
A062040,산일전기,전기장비,2026-09-11,17.98,7.26,2024-09-06,40.58,2026-05-04,80.4,494,6085670010000
A126600,BGF에코머티리얼즈,화학,2026-09-11,17.99,2.97,2020-03-19,20.96,2023-05-11,99.0,2850,194891221395
A125490,한라캐스트,자동차부품,2026-09-11,18.01,12.16,2025-09-01,75.14,2026-04-01,9.7,238,387289954720
A033100,제룡전기,전기장비,2026-09-11,18.02,4.63,2024-02-08,1209.8,2022-08-26,63.2,2176,750917620750
A347700,스피어,우주항공과국방,2026-09-11,18.05,5.21,2024-10-07,276.79,2026-03-12,35.8,514,1033604808100
A396470,워트,반도체와반도체장비,2026-09-11,18.05,15.05,2026-06-26,327.02,2024-06-26,4.3,680,108326400000
A099320,쎄트렉아이,우주항공과국방,2026-09-11,18.05,7.63,2020-03-19,338.95,2022-03-28,32.0,2541,769874843400
A084370,유진테크,반도체와반도체장비,2026-09-11,18.06,4.21,2022-07-04,65.64,2026-03-06,89.4,2850,3013459523000
A099750,이지케어텍,건강관리기술,2026-09-11,18.13,11.06,2019-10-04,526.63,2022-04-22,11.2,991,93975110240
A317240,TS트릴리온,가정용품,2026-09-11,18.22,18.16,2026-09-10,3272.31,2026-01-16,0.2,820,30285426018
A237690,에스티팜,제약,2026-09-11,18.27,7.47,2016-11-24,7954.92,2021-06-14,17.5,2002,1878897420000
A053800,안랩,소프트웨어,2026-09-11,18.29,16.74,2026-08-03,96.76,2017-03-31,1.6,2850,659801805800
A068270,셀트리온,제약,2026-09-11,18.29,18.29,2026-09-11,69.13,2019-04-24,0.0,2850,41452380763200
A299170,더블유에스아이,제약,2026-09-11,18.34,8.94,2022-06-23,43.67,2026-01-12,79.1,1374,47821003776
A070960,모나용평,"호텔,레스토랑,레저",2026-09-11,18.35,2.23,2024-10-28,113.8,2023-01-27,79.3,1975,95640932671
A003460,유화증권,증권,2026-09-11,18.35,6.74,2024-11-13,271.47,2022-08-18,30.2,2545,173225877825
A439090,마녀공장,화장품,2026-09-11,18.38,8.53,2024-11-14,31.25,2023-11-07,45.6,774,268849464000
A123860,아나패스,디스플레이장비및부품,2026-09-11,18.52,4.07,2024-08-05,294.78,2022-09-14,59.7,1855,164272273250
A105840,우진,기계,2026-09-11,18.57,5.08,2024-09-10,115.44,2017-09-22,48.5,1920,312659931600
A067290,JW신약,제약,2026-09-11,18.6,4.73,2024-12-09,525.41,2019-03-13,23.5,2233,196970417045
A085310,엔케이,조선,2026-09-11,18.62,9.77,2023-09-25,183.78,2015-12-30,36.2,766,68023738580
A079810,APS이노베이션,전기제품,2026-09-11,18.64,2.52,2020-07-01,415.9,2020-06-23,47.1,1609,80299790620
A078150,HB테크놀러지,디스플레이장비및부품,2026-09-11,18.68,4.09,2023-07-26,59.18,2015-02-10,59.7,2111,191267422970
A001770,SHD,철강,2026-09-11,18.74,2.63,2023-01-02,184.34,2021-01-22,77.7,2299,11237621500
A263800,데이타솔루션,IT서비스,2026-09-11,18.79,13.33,2017-12-26,10396.75,2021-06-21,6.0,1556,77962950900
A381970,케이카,자동차,2026-09-11,18.8,3.53,2026-08-24,20.57,2021-12-10,99.7,1183,318800137440
A222080,SFA넥셀,전기제품,2026-09-11,18.88,1.35,2017-01-02,742.34,2023-09-08,41.4,1961,583351080000
A072130,유엔젤,IT서비스,2026-09-11,18.91,10.43,2015-08-24,205.77,2024-12-26,21.2,1559,62842497300
A058470,리노공업,반도체와반도체장비,2026-09-11,18.91,11.41,2022-07-12,46.19,2026-03-06,58.4,2850,5060466840000
A011200,HMM,해운사,2026-09-11,18.97,1.11,2022-06-23,66.86,2024-01-08,77.9,1782,19666511674500
A002240,고려제강,철강,2026-09-11,19.03,2.27,2022-07-13,50.3,2021-03-31,78.0,2725,465210000000
A295310,에이치브이엠,비철금속,2026-09-11,19.18,15.86,2026-08-03,89.12,2026-05-26,6.8,515,593419891200
A121600,나노신소재,화학,2026-09-11,19.19,10.51,2016-07-06,455.84,2025-04-01,29.8,2850,579388524750
A115530,씨엔플러스,에너지장비및서비스,2026-09-11,19.2,13.12,2026-08-03,167.54,2024-05-10,7.0,824,24458856750
A128940,한미약품,제약,2026-09-11,19.2,11.33,2024-12-09,98.24,2015-11-04,25.5,2850,5944299824000
A290650,엘앤씨바이오,건강관리장비와용품,2026-09-11,19.22,11.17,2019-08-28,452.69,2025-05-26,16.7,1867,1279712454800
A014990,인디에프,"섬유,의류,신발,호화품",2026-09-11,19.26,7.93,2026-06-29,161.29,2025-06-25,9.0,633,62418898845
A126880,제이엔케이글로벌,석유와가스,2026-09-11,19.31,3.06,2020-03-23,585.05,2018-05-03,51.8,2575,58036148115
A069410,엔텔스,IT서비스,2026-09-11,19.44,9.51,2025-10-13,488.12,2016-10-06,32.4,1717,27251231840
A452430,사피엔반도체,반도체와반도체장비,2026-09-11,19.56,12.15,2024-09-10,469.08,2026-02-25,22.5,373,307101661200
A084670,동양고속,도로와철도운송,2026-09-11,19.59,4.29,2015-11-16,148.27,2025-12-17,77.4,1624,68335428400
A042110,에스씨디,전기제품,2026-09-11,19.63,5.19,2022-10-13,48.14,2020-07-24,92.1,2850,48957848332
A095610,테스,반도체와반도체장비,2026-09-11,19.64,3.84,2019-01-04,42.46,2023-11-10,96.7,2786,2778160000000
A352940,인바이오,화학,2026-09-11,19.65,6.44,2022-10-26,108.01,2025-07-01,26.2,791,24180699250
A100030,인지소프트,소프트웨어,2026-09-11,19.68,4.91,2019-12-24,403.17,2015-02-10,56.0,2588,67151951300
A044490,태웅,에너지장비및서비스,2026-09-11,19.73,3.57,2024-11-15,265.21,2016-02-26,49.7,2010,787290442350
A017860,DS단석,화학,2026-09-11,19.75,4.38,2024-10-25,136.3,2026-04-22,39.4,639,217139698200
A240810,원익IPS,반도체와반도체장비,2026-09-11,19.76,4.58,2018-10-29,229.06,2024-06-27,81.0,2521,5413954280300
A065450,빅텍,우주항공과국방,2026-09-11,19.83,16.86,2021-11-30,649.54,2016-07-11,4.1,2056,84357996580
A141000,비아트론,디스플레이장비및부품,2026-09-11,19.83,3.33,2020-03-19,129.32,2015-02-27,95.3,2606,109880419700
A024090,디씨엠,비철금속,2026-09-11,19.87,3.66,2022-09-30,410.22,2015-04-21,88.1,2789,133722000000
A032940,원익,화장품,2026-09-11,19.99,4.65,2024-12-09,180.17,2018-01-29,62.9,2478,174654537600
A419050,삼기에너지솔루션즈,자동차부품,2026-09-11,20.0,9.65,2023-09-21,254.95,2024-01-11,57.3,557,94659777200
A107640,한중엔시에스,전기장비,2026-09-11,20.03,2.6,2019-01-30,525.34,2024-10-02,55.0,1708,382540721200
A054220,비츠로시스,IT서비스,2026-09-11,20.13,12.43,2014-12-30,964.75,2026-02-24,7.6,1010,20107213752
A068760,셀트리온제약,제약,2026-09-11,20.34,15.29,2015-01-06,11343.94,2018-10-01,0.3,2361,1749451880800
A099190,아이센스,건강관리장비와용품,2026-09-11,20.38,6.81,2020-03-18,172.65,2025-02-24,74.5,2850,484940023600
A046890,서울반도체,디스플레이장비및부품,2026-09-11,20.4,7.59,2021-10-06,558.88,2023-06-16,77.9,2778,573142082000
A252990,샘씨엔에스,반도체와반도체장비,2026-09-11,20.42,12.07,2022-10-13,229.74,2023-12-13,43.2,1160,950238288420
A293580,나우IB,창업투자,2026-09-11,20.45,3.41,2024-09-06,211.62,2024-04-24,84.8,1802,133471509700
A066970,엘앤에프,전기제품,2026-09-11,20.49,10.68,2023-11-01,16915.95,2024-02-29,32.8,2551,4882159440000
A394420,리센스메디컬,건강관리장비와용품,2026-09-11,20.52,15.21,2026-08-03,24.77,2026-08-28,69.0,29,106697099700
A091590,남화토건,건설,2026-09-11,20.61,6.55,2022-09-29,1668.93,2016-10-05,36.6,2305,82180000000
A199820,제일일렉트릭,전기장비,2026-09-11,20.69,8.17,2025-07-04,40.28,2024-05-16,86.1,1398,165539000000
A336370,솔루스첨단소재,전자장비와기기,2026-09-11,20.78,4.15,2019-10-18,693.84,2023-11-21,26.4,1239,597506655980
A014950,삼익제약,제약,2026-09-11,20.96,11.76,2026-08-03,55.99,2026-01-08,19.5,195,79634621080
A443060,HD현대마린솔루션,조선,2026-09-11,20.97,14.47,2024-09-11,37.67,2024-05-14,70.2,550,11073864620000
A318000,KBG,화학,2026-09-11,20.99,6.65,2022-09-28,48.37,2023-05-09,82.5,1684,23554900985
A046310,백금T&A,통신장비,2026-09-11,21.0,1.23,2020-03-19,123.68,2016-12-27,85.6,2601,36777755840
A475150,SK이터닉스,에너지장비및서비스,2026-09-11,21.01,6.87,2024-08-05,35.94,2026-04-03,79.6,550,1768077507600
A373220,LG에너지솔루션,전기제품,2026-09-11,21.16,15.6,2024-07-24,110.02,2022-02-07,5.5,1108,84240000000000
A008420,문배철강,철강,2026-09-11,21.18,3.52,2022-06-23,129.96,2023-04-14,66.9,2122,45415263575
A403870,HPSP,반도체와반도체장비,2026-09-11,21.18,3.61,2023-03-16,54.29,2026-06-15,58.8,995,4386590000000
A471820,셀로맥스사이언스,제약,2026-09-11,21.18,9.49,2025-03-31,28.47,2026-01-02,71.4,391,45607116765
A340450,지씨지놈,생명과학도구및서비스,2026-09-11,21.18,17.7,2026-08-03,634.5,2025-07-11,8.8,273,137647615260
A154030,아시아종묘,생물공학,2026-09-11,21.21,18.2,2026-06-30,269.93,2018-09-21,5.6,1627,20867029910
A417180,핑거스토리,양방향미디어와서비스,2026-09-11,21.37,16.35,2026-06-26,158.71,2023-01-17,3.8,880,18098703000
A031980,피에스케이홀딩스,반도체와반도체장비,2026-09-11,21.4,0.8,2019-05-29,107.88,2021-09-01,85.4,2624,3385296015000
A139670,키네마스터,소프트웨어,2026-09-11,21.45,12.14,2014-12-30,438.08,2020-01-20,7.1,1254,29014154550
A067770,세진티에스,디스플레이장비및부품,2026-09-11,21.46,6.82,2020-10-27,942.1,2015-06-18,47.4,1074,21033465465
A242040,나무AX,IT서비스,2026-09-11,21.52,9.25,2020-03-19,174.0,2020-08-04,14.3,927,105376073880
A047810,한국항공우주,우주항공과국방,2026-09-11,21.52,6.22,2020-03-23,39.92,2026-04-09,71.9,2850,12720501463500
A019570,GMI벤처,창업투자,2026-09-11,21.54,2.8,2021-01-04,371.12,2016-07-04,55.6,694,27632786580
A176750,듀켐바이오,제약,2026-09-11,21.63,11.63,2025-11-03,93.82,2024-10-23,22.3,452,174635853600
A104700,한국철강,철강,2026-09-11,21.66,2.32,2022-10-13,41.92,2025-12-26,89.2,2790,346639500000
A009240,한샘,가구,2026-09-11,21.7,11.86,2018-10-17,5043.69,2023-03-31,48.8,2795,926060066800
A118000,메타케어,제약,2026-09-11,21.72,13.84,2026-06-26,8436.54,2020-09-07,4.2,943,29290082480
A215480,토박스코리아,"섬유,의류,신발,호화품",2026-09-11,21.8,1.72,2017-04-14,4969.01,2026-03-19,75.5,1597,21909600000
A093320,케이아이엔엑스,IT서비스,2026-09-11,21.93,7.22,2018-01-03,25.83,2026-08-11,99.2,2850,675392000000
A382900,범한퓨얼셀,전기제품,2026-09-11,21.95,12.58,2026-08-03,1017.36,2023-04-19,3.3,876,219463050000
A005070,코스모신소재,화학,2026-09-11,21.96,6.7,2019-11-12,256.8,2019-12-09,38.4,2409,1335225754200
A067830,세이브존I&C,백화점과일반상점,2026-09-11,21.96,2.42,2020-03-23,33.81,2025-12-18,93.9,2850,98498148000
A900310,컬러레이,화장품,2026-09-11,22.1,1.52,2020-03-23,313.19,2025-02-25,79.7,2144,27345795225
A010820,퍼스텍,우주항공과국방,2026-09-11,22.14,17.68,2026-01-14,448.24,2017-03-31,2.7,2173,297021102420
A457550,우진엔텍,에너지장비및서비스,2026-09-11,22.19,18.94,2026-08-21,80.02,2025-06-26,4.2,619,138666095040
A126340,비나텍,전기장비,2026-09-11,22.21,9.59,2022-07-20,111.01,2025-06-25,25.8,1475,479651655200
A111710,남화산업,"호텔,레스토랑,레저",2026-09-11,22.36,8.2,2022-10-13,77.3,2019-11-26,66.1,1868,65778660000
A186230,그린플러스,건축자재,2026-09-11,22.41,3.28,2015-06-29,49.64,2025-07-03,84.8,2395,36910235440
A278280,천보,전기제품,2026-09-11,22.44,9.91,2020-03-19,601.66,2026-02-19,30.5,1727,467452903750
A014910,성문전자,전기제품,2026-09-11,22.47,8.06,2022-09-30,659.47,2017-11-22,41.9,1490,45353808275
A356890,싸이버원,IT서비스,2026-09-11,22.49,3.04,2025-01-14,445.19,2023-12-20,27.8,1329,30900637625
A001440,대한전선,전기장비,2026-09-11,22.53,8.97,2015-10-01,216.41,2015-10-21,47.0,2849,5781781582000
A009810,MDS스피어,판매업체,2026-09-11,22.54,20.43,2026-08-21,621.38,2017-07-13,10.0,150,29656500566
A138070,신진에스엠,기계,2026-09-11,22.54,5.07,2022-08-30,419.29,2025-07-23,78.1,2548,26429838040
A017650,대림제지,포장재,2026-09-11,22.81,2.45,2022-10-13,42.11,2026-05-15,97.4,2541,95317250000
A070300,퀀텀레일,핸드셋,2026-09-11,23.2,11.11,2015-01-05,2127.87,2024-10-15,14.3,1070,53251568771
A207940,삼성바이오로직스,제약,2026-09-11,23.23,23.01,2026-06-08,3815.51,2017-02-03,0.1,2355,65501695665000
A352480,씨앤씨인터내셔널,화장품,2026-09-11,23.28,7.61,2024-11-14,104.71,2022-02-21,95.2,1283,290998386350
A072990,에이치시티,전자장비와기기,2026-09-11,23.28,2.21,2025-12-12,125.78,2018-02-01,86.3,2355,43494618000
A065370,위세아이텍,소프트웨어,2026-09-11,23.68,6.44,2020-03-23,2845.03,2025-04-09,74.0,1249,21782664300
A001000,신라섬유,부동산,2026-09-11,23.68,23.68,2026-09-11,554.51,2016-10-06,0.0,2541,10633562520
A377740,바이오노트,건강관리장비와용품,2026-09-11,23.7,2.12,2023-03-14,112.66,2024-06-10,20.5,667,484977588480
A079550,LIG디펜스앤에어로스페이스,우주항공과국방,2026-09-11,23.77,6.04,2023-07-28,50.28,2026-04-22,91.7,2663,14916000000000
A450080,에코프로머티,전기제품,2026-09-11,23.89,21.45,2026-08-03,5417.37,2024-06-13,3.0,403,2570543481000
A001020,페이퍼코리아,종이와목재,2026-09-11,23.93,0.39,2015-06-30,294.87,2025-04-16,82.9,1437,79736522880
A330350,위더스제약,제약,2026-09-11,23.98,8.9,2024-12-09,67.85,2020-12-21,70.3,1442,97677632000
A039440,에스티아이,반도체와반도체장비,2026-09-11,24.0,2.51,2026-08-03,41.74,2026-05-06,99.1,2850,296494738640
A950170,JTC,백화점과일반상점,2026-09-11,24.18,2.05,2020-03-23,144.86,2024-02-26,85.7,1180,210699856800
A059120,아진엑스텍,반도체와반도체장비,2026-09-11,24.27,5.18,2017-09-25,173.36,2026-01-26,55.3,2032,126339455400
A086710,선진뷰티사이언스,화장품,2026-09-11,24.29,6.08,2024-08-29,74.21,2021-08-09,80.5,1357,84690763200
A048470,대동스틸,철강,2026-09-11,24.45,2.65,2021-11-30,1525.43,2018-10-08,69.3,1195,27840250000
A094360,칩스앤미디어,반도체와반도체장비,2026-09-11,24.46,5.97,2016-01-14,1444.49,2018-10-01,46.1,2566,227433668100
A445090,에이직랜드,반도체와반도체장비,2026-09-11,24.52,16.27,2024-12-09,421.42,2026-06-29,9.1,452,225614837700
A001820,삼화콘덴서,전기제품,2026-09-11,24.6,4.0,2015-08-24,256.24,2015-04-08,93.9,2760,1428273000000
A002230,피에스텍,전기제품,2026-09-11,24.81,7.89,2016-01-20,1188.42,2021-07-19,57.6,2050,92842192800
A241770,메카로,반도체와반도체장비,2026-09-11,24.82,2.75,2018-10-08,1317.21,2021-01-27,61.2,1638,428090880000
A397810,애드포러스,광고,2026-09-11,25.01,11.02,2025-12-18,26.87,2026-08-21,94.1,236,35351274500
A057030,YBM넷,교육서비스,2026-09-11,25.02,8.0,2017-12-21,5592.14,2018-12-20,39.0,2482,34338227185
A058400,KNN,방송과엔터테인먼트,2026-09-11,25.03,10.96,2020-03-19,67.99,2020-08-27,73.3,2850,82636145280
A209640,와이제이링크,전자장비와기기,2026-09-11,25.13,14.85,2024-12-09,31.96,2024-10-18,67.5,80,87747105410
A178780,일월지엠엘,전문소매,2026-09-11,25.16,2.28,2016-02-29,255.12,2024-04-01,69.9,761,46597987500
A219550,디와이디,화장품,2026-09-11,25.17,1.14,2016-12-29,267.28,2023-02-16,76.9,885,48786088590
A368770,파이버프로,전자장비와기기,2026-09-11,25.23,5.02,2022-01-18,74.85,2026-03-25,27.4,1126,401150087250
A347000,센코,전자장비와기기,2026-09-11,25.44,8.52,2023-06-01,181.37,2021-01-25,13.8,1374,73163987010
A098460,고영,전자장비와기기,2026-09-11,25.45,10.82,2015-08-24,72.49,2026-04-27,61.7,2850,1885846489450
A002810,삼영무역,화학,2026-09-11,25.46,8.86,2024-04-16,123.4,2015-10-30,51.2,2850,402579466400
A001530,DI동일,"섬유,의류,신발,호화품",2026-09-11,25.48,3.02,2019-01-22,852.3,2026-08-20,76.8,2789,547928175450
A321260,프로이천,디스플레이장비및부품,2026-09-11,25.5,2.02,2021-10-06,286.83,2026-05-26,43.3,1189,46375978180
A039030,이오테크닉스,반도체와반도체장비,2026-09-11,25.6,4.9,2020-03-19,438.98,2019-12-30,78.8,2850,5488359525000
A038620,위즈코프,운송인프라,2026-09-11,25.7,10.84,2024-11-13,28667.89,2021-11-16,17.3,2788,29019530988
A078600,대주전자재료,전자장비와기기,2026-09-11,25.72,4.41,2017-02-24,195.36,2015-03-31,23.2,2603,1334851730000
A327260,RF머트리얼즈,우주항공과국방,2026-09-11,25.72,7.94,2026-08-03,3089.34,2022-07-22,57.0,1096,784313380400
A060480,국일신동,비철금속,2026-09-11,25.76,8.19,2018-01-10,314.61,2019-10-14,36.9,1814,17544380000
A140860,파크시스템스,전자장비와기기,2026-09-11,25.77,7.73,2020-03-19,670.08,2016-08-24,66.0,2547,1764622188000
A336060,웨이버스,IT서비스,2026-09-11,25.81,3.44,2022-04-13,108.7,2025-10-15,60.8,1061,28844964800
A096870,엘디티,디스플레이장비및부품,2026-09-11,25.83,10.35,2021-10-06,279.39,2016-06-01,50.5,1132,19534317660
A038290,마크로젠,생명과학도구및서비스,2026-09-11,26.31,10.91,2022-09-01,1033.97,2026-01-29,31.2,2418,130096800000
A000500,가온전선,전기장비,2026-09-11,26.35,2.04,2022-10-21,109.59,2026-05-12,98.1,2850,7563512178000
A228340,동양파일,건축자재,2026-09-11,26.46,3.19,2016-12-05,1117.88,2021-05-20,88.3,1561,76900000000
A413630,씨피시스템,기계,2026-09-11,26.64,10.26,2025-03-21,72.22,2025-12-02,59.7,514,154491205200
A002760,보락,식품,2026-09-11,26.67,20.22,2026-06-30,1272.23,2021-06-08,4.6,2608,60678700000
A0001A0,덕양에너젠,석유와가스,2026-09-11,26.74,23.7,2026-08-03,142.88,2026-02-02,10.1,129,224126865600
A134580,탑코미디어,양방향미디어와서비스,2026-09-11,26.95,3.27,2015-08-24,660.23,2022-12-16,59.1,1007,176965994910
A006660,삼성공조,자동차부품,2026-09-11,27.12,6.72,2023-10-23,672.54,2019-05-22,53.1,2233,100928819880
A096350,대창솔루션,조선,2026-09-11,27.17,12.29,2024-02-08,143.98,2025-01-22,36.6,576,73082993046
A0126Z0,삼성에피스홀딩스,제약,2026-09-11,27.29,22.21,2026-06-23,41.51,2026-02-26,15.5,168,8460236660000
A457600,벡트,교육서비스,2026-09-11,27.44,12.6,2026-03-04,312.53,2026-06-23,76.5,102,63123037500
A017180,명문제약,제약,2026-09-11,27.69,5.06,2026-06-26,263.77,2016-06-30,72.2,1794,42170189868
A397030,에이프릴바이오,제약,2026-09-11,27.77,8.84,2023-12-01,852.01,2026-02-23,25.3,672,472081935660
A318060,그래피,건강관리장비와용품,2026-09-11,27.82,24.48,2026-08-03,781.47,2026-02-13,11.7,120,194768751570
A033230,인성정보,IT서비스,2026-09-11,27.93,5.48,2017-10-13,500.19,2021-11-29,49.9,2375,51980326020
A009150,삼성전기,전자장비와기기,2026-09-11,28.02,4.4,2019-01-04,106.67,2026-06-19,97.6,2850,104571174400000
A095340,ISC,반도체와반도체장비,2026-09-11,28.19,5.3,2020-04-13,711.24,2019-11-05,88.0,2787,4031680431600
A004710,한솔테크닉스,전자장비와기기,2026-09-11,28.21,1.57,2022-07-04,53.05,2022-04-28,98.9,2784,470110380450
A457370,한켐,디스플레이장비및부품,2026-09-11,28.24,8.02,2024-12-09,34.3,2026-08-19,96.4,440,67763925600
A296640,이노에이엑스,소프트웨어,2026-09-11,28.26,8.94,2025-08-22,54.11,2026-03-12,62.5,573,31846249800
A041910,폴라리스AI파마,제약,2026-09-11,28.29,14.27,2024-01-17,547.1,2025-02-11,36.1,2727,72527091000
A017390,서울가스,가스유틸리티,2026-09-11,28.49,17.41,2026-01-07,5599.48,2025-07-14,13.5,1813,280665000000
A006110,삼아알미늄,비철금속,2026-09-11,28.57,4.36,2020-03-23,3309.77,2024-06-11,76.3,2171,904382609000
A434480,모니터랩,소프트웨어,2026-09-11,28.62,20.76,2026-08-03,12150.63,2024-01-24,7.4,391,35638318500
A000100,유한양행,제약,2026-09-11,28.82,15.72,2017-09-28,85.7,2025-03-20,20.9,2850,5845093011400
A065350,신성델타테크,가정용기기와용품,2026-09-11,28.89,3.33,2018-06-19,161.42,2024-12-26,75.9,2850,841008808800
A252500,세화피앤씨,화장품,2026-09-11,29.25,8.71,2020-08-21,544.97,2023-04-19,51.3,2110,18336984380
A272210,한화시스템,우주항공과국방,2026-09-11,29.56,5.22,2020-03-23,90.29,2026-03-09,74.0,1655,13394384680100
A010120,LS ELECTRIC,전기장비,2026-09-11,29.58,4.09,2020-03-19,74.06,2026-05-07,96.2,2850,30675000000000
A456010,아이씨티케이,통신장비,2026-09-11,29.7,23.0,2026-08-03,101.87,2026-02-04,21.6,250,249440420000
A469610,이노테크,디스플레이장비및부품,2026-09-11,29.77,13.26,2026-01-14,42.92,2025-11-10,92.5,186,149078143000
A006400,삼성SDI,전기제품,2026-09-11,30.16,8.68,2024-07-02,21406.53,2025-12-10,62.8,2459,43919113850000
A443670,에스피소프트,IT서비스,2026-09-11,30.2,17.44,2026-06-26,128.51,2024-04-22,12.1,605,113449914900
A307950,현대오토에버,IT서비스,2026-09-11,30.39,4.98,2020-03-19,93.01,2026-06-01,90.8,1811,10695352980000
A050860,아세아텍,기계,2026-09-11,30.46,3.87,2023-10-26,147.64,2019-06-20,93.2,2850,38250000000
A377300,카카오페이,IT서비스,2026-09-11,30.92,26.94,2026-08-05,5321.2,2022-04-29,2.6,736,6257653767500
A394800,쓰리빌리언,건강관리기술,2026-09-11,31.1,31.1,2026-09-11,212.12,2025-07-03,1.3,77,136836977900
A009520,포스코엠텍,철강,2026-09-11,31.14,5.45,2015-08-21,905.0,2024-10-07,70.8,2440,536358014640
A057540,옴니시스템,전자장비와기기,2026-09-11,31.19,7.27,2025-02-03,185.4,2024-01-02,54.3,2099,35220800924
A012690,모나리자,가정용품,2026-09-11,31.27,10.49,2014-12-30,373.14,2018-09-11,53.0,2420,53357461045
A300080,플리토,양방향미디어와서비스,2026-09-11,31.39,14.78,2024-08-05,949.6,2023-05-09,20.6,635,153335639790
A142280,녹십자엠에스,건강관리장비와용품,2026-09-11,31.42,19.43,2015-08-24,359.19,2020-09-08,25.7,1568,74405211255
