code,name,sector,latest_date,latest_mult,hist_min_mult,hist_min_date,hist_max_mult,hist_max_date,percentile,n_obs,latest_mktcap
A078860,아이오케이이엔엠,방송과엔터테인먼트,2026-09-11,-2.68,37.83,2016-02-12,6035.65,2016-09-27,0.0,306,16554863840
A347770,핌스,디스플레이장비및부품,2026-09-11,-2.68,3.91,2023-09-11,102.6,2024-05-08,0.0,907,20552349714
A060560,HC홈센타,건축자재,2026-09-11,-2.68,3.58,2024-02-06,2911.67,2017-01-11,0.0,1838,49252721940
A032790,엠젠솔루션,IT서비스,2026-09-11,-2.67,22.51,2023-01-03,1311.98,2022-01-03,0.0,616,35335825856
A031860,디에이치엑스컴퍼니,컴퓨터와주변기기,2026-09-11,-2.66,40.57,2015-01-08,244.6,2014-12-30,0.0,61,18714756060
A900300,오가닉티코스메틱,화장품,2026-09-11,-2.65,0.77,2020-03-23,125.43,2021-11-16,0.0,1328,68223021555
A192390,윈하이텍,건축자재,2026-09-11,-2.65,1.94,2024-07-05,104.26,2017-07-07,0.0,2081,21888092934
A061040,알에프텍,핸드셋,2026-09-11,-2.64,1.86,2020-03-19,68.19,2025-02-05,0.0,2488,65599616750
A002360,SH에너지화학,화학,2026-09-11,-2.64,3.36,2020-10-26,2093.19,2022-02-24,0.0,1363,17870303784
A239340,이스트에이드,증권,2026-09-11,-2.6,13.95,2022-06-23,210.57,2019-11-01,0.0,807,13597735536
A187220,디티앤씨,전자장비와기기,2026-09-11,-2.58,6.2,2016-11-02,241.57,2020-01-08,0.0,1722,22969191469
A238490,힘스,디스플레이장비및부품,2026-09-11,-2.53,2.29,2020-03-19,276.28,2025-01-17,0.0,1210,25622214540
A026150,특수건설,건설,2026-09-11,-2.47,4.27,2017-10-18,266.51,2018-05-31,0.0,2141,68342959245
A335870,윙스풋,"섬유,의류,신발,호화품",2026-09-11,-2.46,5.02,2024-08-05,110.14,2025-10-02,0.0,731,17956503840
A241840,에이스토리,방송과엔터테인먼트,2026-09-11,-2.46,6.83,2023-10-26,1577.17,2021-06-11,0.0,1372,22466685870
A052770,아이톡시,게임엔터테인먼트,2026-09-11,-2.45,3.47,2017-11-21,950.38,2023-11-02,0.0,683,4545457488
A405000,플라즈맵,건강관리장비와용품,2026-09-11,-2.4,513.79,2023-01-02,1345.73,2022-11-22,0.0,54,16980361120
A079950,인베니아,디스플레이장비및부품,2026-09-11,-2.33,3.35,2022-06-23,155.69,2016-08-04,0.0,1823,18352803000
A096690,에이루트,컴퓨터와주변기기,2026-09-11,-2.3,9.98,2014-12-30,303.28,2016-10-06,0.0,557,27113955080
A002070,비비안,"섬유,의류,신발,호화품",2026-09-11,-2.3,5.16,2023-09-25,813.78,2019-10-22,0.0,1414,25833684000
A153490,우리이앤엘하루틴,디스플레이장비및부품,2026-09-11,-2.29,3.32,2024-12-09,477.71,2016-03-09,0.0,1964,31454280000
A032800,판타지오,방송과엔터테인먼트,2026-09-11,-2.28,14.13,2022-06-23,732.8,2016-06-15,0.0,861,22524572784
A060900,에이전트AI,에너지장비및서비스,2026-09-11,-2.26,27.92,2017-04-03,256.09,2022-09-14,0.0,368,21954402030
A393970,대진첨단소재,전기제품,2026-09-11,-2.25,10.81,2025-03-07,19.45,2025-05-14,0.0,78,50428566500
A365590,하이딥,반도체와반도체장비,2026-09-11,-2.22,10.79,2023-01-19,31527.25,2022-11-11,0.0,227,28825792650
A012340,뉴인텍,전기제품,2026-09-11,-2.18,11.44,2015-10-06,448.65,2020-10-14,0.0,618,10361052710
A004910,조광페인트,건축자재,2026-09-11,-2.16,5.22,2022-10-13,823.58,2019-01-30,0.0,1489,45248000000
A056730,CNT85,건설,2026-09-11,-2.13,16.85,2023-09-13,147.82,2016-01-04,0.0,675,19105863493
A006370,대구백화점,백화점과일반상점,2026-09-11,-2.12,56.13,2015-01-09,367.81,2015-08-05,0.0,432,34629155200
A065420,에스아이리소스,석유와가스,2026-09-11,-2.12,13.32,2014-12-30,604.45,2020-07-01,0.0,1297,7283384140
A900100,파이온엑스,"섬유,의류,신발,호화품",2026-09-11,-2.11,14.32,2022-12-29,629.93,2015-03-31,0.0,619,11449028500
A240600,유진테크놀로지,전기제품,2026-09-11,-2.11,6.46,2024-02-06,112.21,2024-09-27,0.0,223,13196061900
A083660,CSA 코스믹,화장품,2026-09-11,-2.06,4.19,2018-12-18,4439.64,2019-01-28,0.0,663,21128735580
A304840,피플바이오,건강관리장비와용품,2026-09-11,-2.04,452.36,2021-02-23,849.38,2021-01-06,0.0,95,13643890260
A208640,썸에이지,게임엔터테인먼트,2026-09-11,-2.03,83.61,2016-09-08,108.13,2016-07-18,0.0,62,9941753850
A011090,에넥스,가구,2026-09-11,-2.01,5.99,2025-02-03,438.02,2019-04-03,0.0,1465,17323155894
A214610,롤링스톤,건강관리장비와용품,2026-09-11,-2.0,23.63,2021-04-01,63.18,2021-01-07,0.0,123,19197807380
A195990,루트K,기계,2026-09-11,-1.99,3.45,2015-12-15,386.57,2021-05-12,0.0,551,19626888170
A372800,아이티아이즈,IT서비스,2026-09-11,-1.99,5.46,2022-09-26,183.11,2025-02-10,0.0,381,20689335660
A377330,이지트로닉스,전기제품,2026-09-11,-1.98,7.49,2022-07-01,55.08,2023-03-03,0.0,221,22466273040
A020560,아시아나항공,항공사,2026-09-11,-1.98,1.01,2022-07-12,176.25,2020-07-28,0.0,2398,1586128474700
A101670,하이드로리튬,전기제품,2026-09-11,-1.97,27.21,2015-04-06,1820.69,2017-07-04,0.0,682,28388593500
A360070,탑머티리얼,전자장비와기기,2026-09-11,-1.95,11.16,2024-08-05,258.86,2024-10-08,0.0,542,68731240770
A002410,범양건영,건설,2026-09-11,-1.92,2.85,2019-10-25,1077.95,2016-01-13,0.0,1721,53173451700
A383930,디티앤씨알오,생명과학도구및서비스,2026-09-11,-1.92,5.86,2023-03-14,194.44,2023-09-11,0.0,220,20058296832
A223310,사토시홀딩스,식품과기본식료품소매,2026-09-11,-1.91,5.04,2015-12-28,520.32,2020-03-31,0.0,613,15665972420
A076080,웰크론한텍,건설,2026-09-11,-1.87,3.69,2019-08-07,10828.87,2017-05-26,0.0,1588,25712149528
A288620,에스프리즘,전기제품,2026-09-11,-1.83,7.61,2020-03-19,253.45,2019-07-01,0.0,1557,28650092180
A303030,지니틱스,반도체와반도체장비,2026-09-11,-1.82,5.42,2020-03-19,148.04,2025-01-06,0.0,797,14477969556
A053080,케이엔솔,기계,2026-09-11,-1.69,3.08,2025-04-09,39.51,2021-08-18,0.0,1290,116348272650
A480370,씨케이솔루션,기계,2026-09-11,-1.66,5.04,2025-05-19,33.8,2025-06-20,0.0,71,57881869056
A131760,파인텍,디스플레이장비및부품,2026-09-11,-1.64,1.9,2015-09-01,3058.53,2024-07-01,0.0,1863,11205347640
A033540,파라텍,기계,2026-09-11,-1.57,6.41,2022-09-26,157.58,2022-11-08,0.0,1287,30407364060
A058450,한주에이알티,방송과엔터테인먼트,2026-09-11,-1.56,3.86,2015-06-23,448.97,2020-07-01,0.0,745,7206292620
A067570,엔브이에이치코리아,자동차부품,2026-09-11,-1.54,1.11,2024-11-18,32.53,2018-06-07,0.0,2578,70466070000
A225430,케이엠제약,가정용품,2026-09-11,-1.52,12.46,2019-08-06,668.75,2021-07-16,0.0,877,4423230350
A115160,휴맥스,전자제품,2026-09-11,-1.51,1.85,2024-12-09,44.16,2020-12-23,0.0,1957,23562205510
A289220,자이언트스텝,양방향미디어와서비스,2026-09-11,-1.51,50.63,2021-07-02,492.69,2022-03-18,0.0,249,22312221000
A027580,상보,화학,2026-09-11,-1.5,7.19,2020-10-26,147.43,2015-02-13,0.0,1293,19068206805
A043100,알파AI,건강관리장비와용품,2026-09-11,-1.5,43.38,2021-01-04,46671.63,2015-06-02,0.0,247,10457241600
A006380,카프로,화학,2026-09-11,-1.48,2.77,2018-10-29,53.01,2022-01-03,0.0,781,20279999520
A313760,캐리,전기제품,2026-09-11,-1.47,6.38,2020-08-20,4001.25,2022-06-07,0.0,601,5244963048
A011810,STX,무역회사와판매업체,2026-09-11,-1.43,1.42,2014-12-30,95.22,2018-10-01,0.0,984,109493282310
A105550,엣지파운드리,자동차부품,2026-09-11,-1.42,7.16,2015-06-03,1010.79,2020-12-28,0.0,656,27939955440
A210980,SK디앤디,부동산,2026-09-11,-1.38,0.44,2025-06-02,24.79,2015-08-11,0.0,2644,76145092380
A009730,이렘,비철금속,2026-09-11,-1.37,4.11,2014-12-30,161.02,2024-01-30,0.0,1351,20098267560
A288980,모아데이타,소프트웨어,2026-09-11,-1.36,7.22,2022-08-09,169.31,2023-03-24,0.0,265,10332311636
A306040,에스제이그룹,"섬유,의류,신발,호화품",2026-09-11,-1.27,2.28,2020-07-10,37.97,2024-10-02,0.0,1261,16140882472
A053450,세코닉스,전자장비와기기,2026-09-11,-1.27,1.85,2020-03-19,50.53,2026-04-30,0.0,2788,45044085135
A199730,바이오인프라,생명과학도구및서비스,2026-09-11,-1.23,10.07,2023-05-30,110.74,2023-10-11,0.0,326,6498794312
A950130,엑세스바이오,생명과학도구및서비스,2026-09-11,-1.23,0.67,2022-09-28,1176.9,2020-10-12,0.0,1481,87055239150
A002920,유성기업,자동차부품,2026-09-11,-1.23,4.3,2020-03-19,152.4,2018-10-01,0.0,2214,47769347500
A087260,모바일어플라이언스,자동차부품,2026-09-11,-1.18,11.21,2017-02-24,1387.14,2024-07-09,0.0,1737,8040556667
A418620,E8,소프트웨어,2026-09-11,-1.17,48.25,2024-09-19,91.91,2024-07-10,0.0,59,12724155757
A006200,한국전자홀딩스,반도체와반도체장비,2026-09-11,-1.11,1.11,2022-09-30,167.03,2015-10-19,0.0,1416,17129947410
A143210,핸즈코퍼레이션,자동차부품,2026-09-11,-1.11,2.47,2016-12-07,27.36,2018-12-04,0.0,1001,33571739817
A002820,SUN&L,종이와목재,2026-09-11,-1.07,5.67,2016-11-04,132.5,2015-08-05,0.0,739,17889731532
A377220,프롬바이오,건강관리업체및서비스,2026-09-11,-1.06,3.56,2021-11-30,198.56,2022-08-09,0.0,374,17269100000
A308100,형지글로벌,"섬유,의류,신발,호화품",2026-09-11,-1.02,3.65,2019-09-30,27.2,2021-10-26,0.0,737,7513619418
A095910,에스에너지,에너지장비및서비스,2026-09-11,-0.96,4.68,2015-01-08,56.98,2020-01-08,0.0,1473,22372093276
A084650,랩지노믹스,생명과학도구및서비스,2026-09-11,-0.96,0.78,2022-04-11,254.87,2020-03-30,0.0,1744,37119995000
A011080,형지I&C,"섬유,의류,신발,호화품",2026-09-11,-0.9,10.85,2023-03-14,232.43,2017-04-28,0.0,1174,4981575924
A179900,유티아이,핸드셋,2026-09-11,-0.88,3.18,2017-10-10,3401.06,2022-09-16,0.0,1199,51227132625
A028080,휴맥스홀딩스,전자제품,2026-09-11,-0.85,0.94,2024-12-09,3432.37,2019-04-17,0.0,1284,12879461140
A068240,다원시스,기계,2026-09-11,-0.84,9.42,2020-07-10,167.21,2021-11-11,0.0,2099,96553495610
A106080,케이이엠텍,핸드셋,2026-09-11,-0.82,18.41,2016-06-27,672.8,2022-07-01,0.0,308,9506998050
A241820,피씨엘,생명과학도구및서비스,2026-09-11,-0.79,3.7,2020-11-11,68.43,2021-07-01,0.0,362,16803871920
A036420,콘텐트리중앙,방송과엔터테인먼트,2026-09-11,-0.76,0.64,2026-08-18,11072.01,2022-06-10,0.0,2795,32148792052
A276040,스코넥,소프트웨어,2026-09-11,-0.7,17.6,2022-07-01,191.81,2022-02-16,0.0,143,7073119545
A137940,넥스트아이,화장품,2026-09-11,-0.59,8.03,2018-11-21,186.9,2017-05-02,0.0,1192,19231651320
A007460,에이프로젠,제약,2026-09-11,-0.55,2.05,2015-01-20,384.11,2019-05-20,0.0,1474,50396684590
A044340,위닉스,가정용기기와용품,2026-09-11,-0.48,4.16,2018-08-13,411.08,2015-12-07,0.0,2042,55050149000
A008290,원풍물산,"섬유,의류,신발,호화품",2026-09-11,-0.43,29.47,2014-12-30,749.25,2018-04-12,0.0,864,2726476426
A008600,윌비스,"섬유,의류,신발,호화품",2026-09-11,-0.34,6.63,2015-01-06,259.61,2023-02-09,0.0,1846,17615839860
A312610,에이에프더블류,자동차부품,2026-09-11,-0.32,8.58,2020-03-19,495.39,2021-01-27,0.0,433,3119560752
A082660,코스나인,화장품,2026-09-11,-0.13,2.52,2014-12-30,21.37,2017-02-10,0.0,557,996408690
A121850,코이즈,디스플레이장비및부품,2026-09-11,-0.1,15.54,2015-04-07,520.51,2017-06-30,0.0,247,682694865
A032190,다우데이타,증권,2026-09-11,0.34,0.31,2020-03-19,4.02,2015-06-29,2.5,2850,783235000000
A021050,서원,비철금속,2026-09-11,0.56,0.46,2026-08-03,363.45,2023-01-27,0.6,2419,52886693260
A084180,수성웹툰,출판,2026-09-11,0.67,0.67,2026-09-11,108.15,2017-07-27,0.1,1073,3596782317
A014790,HL D&I,건설,2026-09-11,0.7,0.58,2026-08-03,23.91,2015-07-16,0.7,2849,95782260530
A294090,이오플로우,건강관리장비와용품,2026-09-11,0.78,0.78,2026-08-03,3166.72,2022-08-11,20.7,140,62295566450
A023590,다우기술,증권,2026-09-11,0.79,0.67,2025-02-03,6.78,2015-06-24,7.0,2850,1761793598400
A037460,삼지전자,통신장비,2026-09-11,0.84,0.79,2026-09-08,17.14,2015-09-25,0.4,2727,505058255900
A046940,우원개발,건설,2026-09-11,0.88,0.74,2026-06-26,290.15,2022-03-28,0.5,2664,52325243250
A007860,서연,자동차부품,2026-09-11,0.88,0.51,2024-12-09,21.38,2020-08-14,16.2,2481,178916411280
A016880,웅진,출판,2026-09-11,1.03,0.98,2020-04-01,66.41,2016-10-04,0.6,2240,151301962440
A016250,SGC E&C,건설,2026-09-11,1.03,0.87,2024-12-09,27.61,2020-10-23,3.0,2502,60242352560
A013580,계룡건설,건설,2026-09-11,1.04,0.58,2020-03-19,3.32,2025-04-21,13.2,2663,204964315650
A000880,한화,복합기업,2026-09-11,1.06,0.45,2023-08-28,3.43,2015-06-24,45.1,2850,7322057558100
A001390,KG케미칼,자동차,2026-09-11,1.08,0.55,2022-09-28,4.81,2015-07-20,31.3,2850,298152325640
A000140,하이트진로홀딩스,음료,2026-09-11,1.08,0.81,2025-04-09,4.23,2019-08-06,14.1,2850,185654120000
A002880,디와이에이,자동차부품,2026-09-11,1.1,0.27,2023-09-27,356.22,2016-08-11,5.9,2668,32975666475
A036580,팜스코,식품,2026-09-11,1.15,1.03,2026-06-26,22.1,2019-04-18,1.4,2850,95492651800
A019180,티에이치엔,자동차부품,2026-09-11,1.17,1.12,2024-12-09,63.48,2023-01-31,0.2,2849,92340000000
A003380,하림지주,식품,2026-09-11,1.17,0.7,2022-10-13,3.74,2019-05-02,32.4,2234,1283584416660
A007700,F&F홀딩스,"섬유,의류,신발,호화품",2026-09-11,1.17,1.03,2023-10-23,18225.53,2021-05-21,8.8,2850,547601138000
A052790,액토즈소프트,게임엔터테인먼트,2026-09-11,1.19,1.09,2026-08-21,178.77,2018-07-09,0.9,2729,45173001845
A009620,삼보산업,비철금속,2026-09-11,1.2,0.93,2026-06-08,64.92,2025-01-08,1.8,2118,15201551760
A225590,패션플랫폼,"섬유,의류,신발,호화품",2026-09-11,1.22,1.09,2026-08-05,47.27,2025-07-03,0.7,2053,16106727520
A010770,평화홀딩스,자동차부품,2026-09-11,1.23,1.23,2026-09-11,54.23,2022-12-02,0.1,1932,51042876340
A088130,동아엘텍,디스플레이장비및부품,2026-09-11,1.23,0.56,2026-01-15,44.28,2024-03-18,5.3,2846,99141730380
A084690,대상홀딩스,식품,2026-09-11,1.23,0.77,2020-03-23,7.04,2015-05-15,1.8,2850,288251802480
A044180,KD,건설,2026-09-11,1.24,1.24,2026-08-03,119.8,2019-04-01,2.4,1192,5477148795
A066360,체리부로,식품,2026-09-11,1.24,1.13,2026-08-04,125.6,2019-04-23,2.7,1384,35316658311
A007980,TP,"섬유,의류,신발,호화품",2026-09-11,1.26,0.88,2022-10-26,293.57,2016-07-15,5.2,2835,80522749950
A012800,대창,비철금속,2026-09-11,1.3,1.13,2026-08-03,33.92,2023-10-18,0.8,2235,109095177303
A005720,넥센,자동차부품,2026-09-11,1.34,0.71,2020-03-23,7.53,2022-01-05,20.6,2601,297924349590
A054800,아이디스홀딩스,컴퓨터와주변기기,2026-09-11,1.35,1.21,2025-04-07,53.59,2021-06-14,2.3,2850,156871980960
A001040,CJ,복합기업,2026-09-11,1.35,0.72,2023-07-07,6.64,2015-06-29,32.9,2850,3743408843400
A305090,마이크로디지탈,건강관리장비와용품,2026-09-11,1.36,1.36,2026-09-03,209.64,2024-09-23,1.0,670,10087410692
A136490,선진,식품,2026-09-11,1.4,0.84,2025-04-07,13.91,2015-08-07,9.6,2850,257057519240
A102260,동성케미컬,화학,2026-09-11,1.4,1.3,2026-08-03,388.35,2018-04-02,0.8,2850,190010966250
A092600,앤씨앤,전자제품,2026-09-11,1.41,1.04,2026-08-20,373.56,2021-08-02,4.6,628,11864502595
A100220,비상교육,교육서비스,2026-09-11,1.41,1.34,2026-08-03,162.22,2020-08-27,1.0,2485,65243639820
A058650,세아홀딩스,철강,2026-09-11,1.43,1.16,2022-06-24,25.82,2021-03-31,4.9,2850,567611176800
A091340,S&K폴리텍,전자장비와기기,2026-09-11,1.44,1.13,2026-08-03,253.32,2023-02-03,1.0,2666,29317821105
A036460,한국가스공사,가스유틸리티,2026-09-11,1.44,1.02,2024-01-19,4.76,2018-06-25,18.0,2850,3415581000000
A003030,세아제강지주,철강,2026-09-11,1.44,0.84,2023-04-10,6.52,2017-01-25,12.9,2850,443571464700
A213500,한솔제지,종이와목재,2026-09-11,1.47,1.4,2026-08-03,7.3,2021-10-26,0.6,2789,179932354560
A031330,에스에이엠티,전자장비와기기,2026-09-11,1.48,1.18,2026-04-02,29.13,2014-12-30,0.9,2728,811959944040
A012630,HDC,건설,2026-09-11,1.51,1.04,2021-04-01,14.58,2015-06-26,24.7,2850,1699651962450
A019540,일지테크,자동차부품,2026-09-11,1.52,1.15,2026-01-08,71.99,2021-07-15,4.6,1862,71216145000
A017940,E1,가스유틸리티,2026-09-11,1.52,0.95,2023-04-06,566.63,2017-06-20,15.4,2662,681884000000
A003070,코오롱글로벌,건설,2026-09-11,1.54,0.99,2020-03-23,63.09,2026-01-30,3.6,2808,235425860340
A021320,KCC건설,건설,2026-09-11,1.57,1.08,2025-04-07,241.82,2015-03-25,13.6,2353,123906000000
A122690,서진오토모티브,자동차부품,2026-09-11,1.59,0.62,2024-12-09,19.09,2020-06-08,31.8,2234,38772998880
A033530,SJG세종,자동차부품,2026-09-11,1.6,1.47,2025-10-15,940.38,2019-01-29,1.5,2255,183685110210
A072470,우리산업홀딩스,자동차부품,2026-09-11,1.61,1.14,2026-06-26,39.19,2015-01-13,0.9,2356,43252010890
A003480,한진중공업홀딩스,가스유틸리티,2026-09-11,1.61,1.54,2026-06-26,19.67,2016-03-09,0.7,2545,139676010760
A015860,일진홀딩스,전기장비,2026-09-11,1.63,1.34,2026-08-03,112.79,2017-09-13,0.8,2850,337536783720
A023760,한국캐피탈,기타금융,2026-09-11,1.65,1.57,2026-08-03,16.7,2017-07-04,1.0,2850,222504751080
A096760,JW홀딩스,제약,2026-09-11,1.66,1.21,2024-12-09,243.68,2020-11-20,16.2,2850,315659502340
A010280,아이티센엔텍,IT서비스,2026-09-11,1.68,1.5,2026-08-03,3175.24,2019-11-20,0.6,1557,67468241260
A016450,한세예스24홀딩스,"섬유,의류,신발,호화품",2026-09-11,1.68,0.74,2022-10-13,9.73,2015-08-18,32.0,2850,177600000000
A378850,화승알앤에이,자동차부품,2026-09-11,1.69,1.54,2026-08-03,163.74,2022-04-01,2.1,1063,56506028425
A031820,아이티센씨티에스,IT서비스,2026-09-11,1.69,1.61,2026-06-26,154.22,2021-11-24,0.4,2292,68999332200
A267250,HD현대,조선,2026-09-11,1.69,1.14,2023-01-04,445.08,2020-06-19,26.5,2266,19550788537500
A005740,크라운해태홀딩스,식품,2026-09-11,1.69,0.99,2024-12-09,12.52,2015-08-10,17.4,2850,84035984020
A013520,화승코퍼레이션,자동차부품,2026-09-11,1.7,0.81,2024-12-09,19.1,2021-02-23,28.0,2725,127130180080
A290120,DH오토리드,자동차부품,2026-09-11,1.7,1.59,2026-06-23,16.43,2019-07-11,0.7,1868,34815389400
A039830,오로라,레저용장비와제품,2026-09-11,1.73,1.73,2026-09-11,23.82,2020-10-06,0.0,2850,151649120100
A035810,이지홀딩스,식품,2026-09-11,1.75,1.24,2024-10-25,11.67,2020-11-18,11.5,2850,297419612850
A900290,GRT,화학,2026-09-11,1.77,0.76,2020-03-23,6.07,2016-10-26,36.3,2403,304395932880
A151860,KG에코솔루션,자동차,2026-09-11,1.79,0.83,2022-10-13,27.14,2021-06-23,36.1,2850,271337111400
A018500,동원모빌리티,자동차부품,2026-09-11,1.79,1.11,2020-04-01,48.71,2018-01-02,20.5,2420,65269886468
A200880,서연이화,자동차부품,2026-09-11,1.81,1.38,2024-12-09,191.68,2019-04-24,7.9,2419,307043044320
A184230,SGA솔루션즈,소프트웨어,2026-09-11,1.82,1.69,2026-08-03,172.97,2018-08-07,1.0,1782,36067018080
A000370,한화손해보험,손해보험,2026-09-11,1.82,0.86,2025-04-09,11.0,2020-05-15,34.7,2850,982941664300
A142210,유니트론텍,반도체와반도체장비,2026-09-11,1.84,1.5,2022-10-13,17.01,2016-10-10,1.4,2580,122433277700
A002020,코오롱,복합기업,2026-09-11,1.85,0.73,2022-06-23,27.96,2016-03-14,42.4,2606,327855072000
A002320,한진,항공화물운송과물류,2026-09-11,1.86,1.64,2024-08-05,14.12,2015-03-05,1.8,2850,227347724400
A011760,현대코퍼레이션,무역회사와판매업체,2026-09-11,1.86,1.65,2026-06-26,19.51,2015-06-01,2.0,2850,355859185400
A005990,매일홀딩스,식품,2026-09-11,1.87,1.01,2020-03-23,16.71,2015-05-22,47.7,2850,146281344000
A053270,구영테크,자동차부품,2026-09-11,1.87,1.72,2026-08-03,47.51,2021-03-08,0.5,2725,54793399595
A004150,한솔홀딩스,복합기업,2026-09-11,1.88,1.83,2026-09-04,79.18,2024-04-01,0.2,2824,146670166500
A101330,모베이스,자동차부품,2026-09-11,1.88,0.94,2023-01-03,61.69,2021-04-06,25.1,2788,81477542080
A115480,씨유메디칼,건강관리장비와용품,2026-09-11,1.89,1.44,2026-08-03,95.08,2017-10-12,1.3,2153,28311667185
A198080,캐프,핸드셋,2026-09-11,1.89,1.82,2020-03-19,4167.88,2023-07-04,1.3,1511,46946703300
A000210,DL,화학,2026-09-11,1.89,1.31,2025-09-30,11.63,2021-02-05,10.6,2850,1152573620000
A011370,서한,건설,2026-09-11,1.92,1.35,2026-06-26,9.89,2021-06-24,12.6,2850,78193520375
A015760,한국전력,전기유틸리티,2026-09-11,1.92,0.97,2025-01-02,106.95,2021-06-30,21.4,2388,21249010948700
A035460,기산텔레콤,통신장비,2026-09-11,1.93,1.67,2026-08-03,212.28,2022-05-13,1.1,1685,34913595600
A097950,CJ제일제당,식품,2026-09-11,1.93,1.93,2026-09-11,7.09,2015-05-21,0.0,2850,2705237224200
A051360,토비스,디스플레이장비및부품,2026-09-11,1.94,1.82,2026-08-21,26.09,2020-11-18,0.7,2576,113000348960
A900110,딥커머스,"섬유,의류,신발,호화품",2026-09-11,1.94,1.25,2026-06-26,102.45,2020-08-31,1.2,2850,22142994331
A194370,제이에스코퍼레이션,"섬유,의류,신발,호화품",2026-09-11,1.99,0.67,2025-04-09,53.68,2020-08-27,9.5,2578,374896513360
A020180,대신정보통신,IT서비스,2026-09-11,1.99,1.88,2026-03-04,717.26,2015-07-15,0.5,2302,30512558510
A004960,한신공영,건설,2026-09-11,2.0,0.84,2018-12-11,16.87,2015-09-22,60.0,2729,140352615260
A122450,KX,복합기업,2026-09-11,2.0,1.93,2024-12-11,13.6,2020-12-21,0.3,2850,119668956780
A095570,AJ네트웍스,도로와철도운송,2026-09-11,2.01,1.75,2025-04-07,18.9,2020-11-17,3.5,2548,188704005030
A015750,성우하이텍,자동차부품,2026-09-11,2.02,1.55,2024-12-09,131.85,2021-01-25,7.0,2850,481600000000
A005960,동부건설,건설,2026-09-11,2.03,1.76,2025-12-01,135.34,2025-12-19,3.2,2261,189080503120
A044450,KSS해운,해운사,2026-09-11,2.04,1.68,2025-04-07,8.45,2015-09-15,10.1,2850,228484553000
A071320,지역난방공사,복합유틸리티,2026-09-11,2.04,1.17,2025-02-13,15.91,2022-03-25,13.6,2536,864932176800
A015890,태경산업,비철금속,2026-09-11,2.06,1.95,2026-08-03,18.88,2020-12-15,1.1,2604,142051725000
A006060,화승인더,"섬유,의류,신발,호화품",2026-09-11,2.09,1.77,2025-09-26,20.05,2022-01-04,5.3,2850,133044600000
A034310,NICE,IT서비스,2026-09-11,2.17,1.89,2026-06-26,13.96,2015-09-18,0.7,2850,456156318370
A023800,인지컨트롤스,자동차부품,2026-09-11,2.19,1.93,2026-06-26,469.66,2018-06-08,0.4,2724,80784996670
A214270,FSN,양방향미디어와서비스,2026-09-11,2.19,1.95,2025-04-09,1603.49,2017-12-08,1.0,2052,59324894796
A123040,엠에스오토텍,자동차부품,2026-09-11,2.2,0.96,2017-12-21,12.93,2021-02-18,38.6,2850,107783302579
A017000,신원종합개발,건설,2026-09-11,2.22,1.5,2018-07-23,1379.62,2015-07-27,6.9,2604,27944924665
A145170,노브랜드,"섬유,의류,신발,호화품",2026-09-11,2.22,2.22,2026-09-11,17.16,2025-10-01,0.2,540,45568151475
A036530,SNT홀딩스,자동차부품,2026-09-11,2.22,1.19,2016-09-13,12.32,2018-10-01,44.2,2850,773619390700
A001200,유진투자증권,증권,2026-09-11,2.23,1.98,2020-03-19,97.32,2023-07-31,0.7,2790,421853250390
A030720,동원수산,식품,2026-09-11,2.26,1.57,2020-03-19,30.88,2017-01-13,0.8,2030,24479014300
A035600,KG이니시스,IT서비스,2026-09-11,2.27,2.0,2024-12-09,17.17,2015-05-26,5.4,2850,278575327740
A289010,아이스크림에듀,교육서비스,2026-09-11,2.3,1.66,2026-08-04,625.53,2022-08-02,5.9,576,15548960440
A013570,디와이,자동차부품,2026-09-11,2.32,1.38,2020-03-23,9.72,2015-04-28,2.0,2850,114227207220
A294870,IPARK현대산업개발,건설,2026-09-11,2.33,1.22,2020-03-19,33.1,2022-09-22,5.1,2004,1637797150500
A039560,다산네트웍스,통신장비,2026-09-11,2.34,2.23,2026-08-03,484.34,2022-01-04,0.5,2078,102503438520
A051500,CJ프레시웨이,식품과기본식료품소매,2026-09-11,2.34,1.73,2024-12-09,21.22,2015-12-21,8.2,2850,271265740100
A036090,위지트,디스플레이장비및부품,2026-09-11,2.34,1.95,2026-06-19,1598.49,2022-01-03,0.9,2292,55230567172
A037560,LG헬로비전,방송과엔터테인먼트,2026-09-11,2.34,2.26,2026-08-24,15.73,2021-06-30,0.5,2850,128794136495
A115570,스타플렉스,화학,2026-09-11,2.35,1.82,2026-08-04,419.91,2018-07-13,1.4,1932,21558171600
A089140,넥스턴앤롤코리아,기계,2026-09-11,2.36,2.34,2026-09-08,651.06,2024-05-24,0.4,1805,32087510230
A402340,SK스퀘어,반도체와반도체장비,2026-09-11,2.39,2.01,2024-12-02,418.74,2023-02-14,7.7,1023,143665233822000
A005950,이수화학,화학,2026-09-11,2.39,2.35,2026-09-03,3428.72,2016-02-23,0.2,1914,298701759840
A298020,효성티앤씨,무역회사와판매업체,2026-09-11,2.4,0.97,2020-03-19,7.57,2023-01-31,29.5,1982,1475739562000
A038460,바이오스마트,전기장비,2026-09-11,2.4,2.17,2026-06-26,1485.65,2021-07-07,0.4,2727,66977536300
A004840,DRB동일,화학,2026-09-11,2.4,2.28,2020-03-23,184.61,2022-03-31,0.4,2725,78149436020
