종목명,기준일,수주잔고(백만원),report_nm
유비온,20260515,14980.0,반기보고서 (2026.03)
글로본,20260515,17329.3,분기보고서 (2026.03)
이노에이엑스,20260515,18111.0,분기보고서 (2026.03)
오션인더블유,20260515,1887.0,분기보고서 (2026.03)
세중,20260514,29627.0,분기보고서 (2026.03)
인바이오,20260514,6080.203,분기보고서 (2026.03)
씨엔알리서치,20260514,149422.0,분기보고서 (2026.03)
한국정밀기계,20260515,85300.0,분기보고서 (2026.03)
시지트로닉스,20260515,4749.509,분기보고서 (2026.03)
파루,20260515,39760.0,분기보고서 (2026.03)
CNT85,20260515,10878.0,분기보고서 (2026.03)
비피도,20260515,2486.208,분기보고서 (2026.03)
오아,20260515,96899.615,분기보고서 (2026.03)
텔콘RF제약,20260515,40832.519,분기보고서 (2026.03)
벨로크,20260514,14885.0,분기보고서 (2026.03)
웰크론한텍,20260515,179761.0,분기보고서 (2026.03)
이노시뮬레이션,20260515,18418.0,분기보고서 (2026.03)
이노뎁,20260515,86776.0,분기보고서 (2026.03)
윈하이텍,20260515,64748.0,분기보고서 (2026.03)
미디어젠,20260514,7938.0,분기보고서 (2026.03)
씨엔플러스,20260515,44930.816,분기보고서 (2026.03)
케이쓰리아이,20260515,5955.0,분기보고서 (2026.03)
소프트센,20260515,2158.0,분기보고서 (2026.03)
SUN&L,20260515,75893.0,분기보고서 (2026.03)
더코디,20260515,4376.0,분기보고서 (2026.03)
대원화성,20260515,2256.0,분기보고서 (2026.03)
파인텍,20260514,3958.902,분기보고서 (2026.03)
인베니아,20260514,23392.0,분기보고서 (2026.03)
E8,20260515,0.1,분기보고서 (2026.03)
핀텔,20260514,2480.0,분기보고서 (2026.03)
디젠스,20260515,89539.245,분기보고서 (2026.03)
에이엔피,20260515,8461.0,분기보고서 (2026.03)
유진테크놀로지,20260515,4830.0,분기보고서 (2026.03)
KS인더스트리,20260515,62575.0,분기보고서 (2026.03)
모바일어플라이언스,20260515,18068.0,분기보고서 (2026.03)
스코넥,20260518,431.0,분기보고서 (2026.03)
KD,20260515,35459.698,분기보고서 (2026.03)
캐리,20260515,8174.0,분기보고서 (2026.03)
