종목명,기준일,수주잔고(억원)
화승코퍼레이션,20241114,2438.4
화승코퍼레이션,20240814,2292.7
대영포장,20260515,31.3
대영포장,20251114,30.9
대영포장,20250814,32.1
대영포장,20250515,32.1
대영포장,20241114,33.9
대영포장,20240814,31.1
금강공업,20260515,373.4
금강공업,20251114,284.9
금강공업,20250814,314.4
금강공업,20250515,256.1
금강공업,20241114,339.5
금강공업,20240814,436.6
에이엔피,20260515,84.6
에이엔피,20251114,70.9
에이엔피,20250814,85.8
에이엔피,20250515,104.0
에이엔피,20241114,83.8
에이엔피,20240814,72.4
DKME,20260515,4.0
DKME,20260323,5.5
DKME,20250814,8.7
DKME,20250320,12.1
일진홀딩스,20260515,646.2
일진홀딩스,20251114,668.3
일진홀딩스,20250814,668.3
일진홀딩스,20250514,668.3
일진홀딩스,20250312,624.7
일진홀딩스,20241114,624.7
일진홀딩스,20240813,624.7
수산세보틱스,20260515,256.8
수산세보틱스,20251114,357.4
수산세보틱스,20250814,341.4
수산세보틱스,20250515,62.0
수산세보틱스,20250321,62.0
수산세보틱스,20241114,270.6
수산세보틱스,20240814,407.0
아시아나항공,20260514,13.7
아시아나항공,20251113,18.8
아시아나항공,20250813,11.4
아시아나항공,20250514,5.8
포스코DX,20260515,9602.0
포스코DX,20251114,6995.8
포스코DX,20250813,7571.4
포스코DX,20250515,29.0
포스코DX,20241114,108.7
포스코DX,20240814,10577.5
인지컨트롤스,20260515,0.3
인지컨트롤스,20251114,0.3
인지컨트롤스,20250814,0.3
인지컨트롤스,20250515,0.2
인지컨트롤스,20241114,0.1
인지컨트롤스,20240814,0.2
대원화성,20260515,22.6
대원화성,20260318,76.8
대원화성,20251114,47.9
대원화성,20250814,46.9
대원화성,20250515,16.4
대원화성,20240814,26.0
이구산업,20260515,358.6
이구산업,20260316,373.7
이구산업,20251114,369.5
이구산업,20250814,442.2
이구산업,20250515,297.9
이구산업,20241114,323.3
이구산업,20240814,351.1
남해화학,20260515,2128.5
남해화학,20260319,374.8
남해화학,20251114,765.3
남해화학,20250814,1131.1
남해화학,20250515,2031.8
남해화학,20241114,1908.4
황금에스티,20260515,1240.7
황금에스티,20251114,1336.3
황금에스티,20250814,968.4
황금에스티,20250515,1044.5
황금에스티,20241112,1153.2
황금에스티,20240814,1242.9
NICE,20260515,188.7
NICE,20251114,288.3
NICE,20250814,185.9
NICE,20250514,194.0
NICE,20241114,1187594.3
NICE,20240814,1187594.3
대호에이엘,20260515,133.6
대호에이엘,20251114,110.3
대호에이엘,20250814,116.7
대호에이엘,20250515,114.3
대호에이엘,20250318,108.0
대호에이엘,20241114,105.2
대호에이엘,20240814,116.2
유엔젤,20260515,170.5
유엔젤,20251114,152.4
유엔젤,20250814,163.0
유엔젤,20250515,164.8
유엔젤,20250320,165.1
유엔젤,20241114,177.8
유엔젤,20240814,172.3
농심홀딩스,20260515,2126.7
농심홀딩스,20250515,455.5
농심홀딩스,20241114,485.4
농심홀딩스,20240814,812.3
유니퀘스트,20260515,1287.7
노루페인트,20260515,590.2
노루페인트,20260312,-13.8
노루페인트,20251114,201.2
노루페인트,20250814,419.1
노루페인트,20250515,654.1
노루페인트,20250313,-49.4
노루페인트,20241114,184.1
노루페인트,20240814,407.9
디아이씨,20260514,1651.7
디아이씨,20251112,5885.4
디아이씨,20250814,3997.0
디아이씨,20250515,1931.1
디아이씨,20241114,5343.3
디아이씨,20240813,3670.8
동성케미컬,20260514,20764.0
동성케미컬,20260318,21376.8
동성케미컬,20251114,22196.3
동성케미컬,20250814,20290.8
동성케미컬,20250515,23483.9
동성케미컬,20250319,24634.5
동성케미컬,20241113,19619.0
동성케미컬,20240813,21344.2
주성코퍼레이션,20260514,516.6
주성코퍼레이션,20251114,6715.3
주성코퍼레이션,20250814,6715.3
주성코퍼레이션,20250515,9491.8
주성코퍼레이션,20241114,629.9
주성코퍼레이션,20240813,13484.2
아시아나IDT,20260513,13.7
아시아나IDT,20260317,7.7
아시아나IDT,20251113,1674333.2
아시아나IDT,20250813,1674333.2
아시아나IDT,20250515,1674333.2
아시아나IDT,20250318,1669184.5
아시아나IDT,20241114,1540692.9
아시아나IDT,20240814,1540692.9
SK바이오사이언스,20260513,8279.2
SK바이오사이언스,20251113,7206.6
SK바이오사이언스,20250812,8041.2
SK바이오사이언스,20250514,8827.4
SK바이오사이언스,20241113,1076.0
SK바이오사이언스,20240813,1416.4
씨케이솔루션,20260515,2119.7
씨케이솔루션,20251114,2502.3
씨케이솔루션,20250814,1926.3
씨케이솔루션,20250515,2025.5
동국산업,20260515,657.4
동국산업,20251114,603.7
동국산업,20250814,875.6
동국산업,20250515,1151.9
동국산업,20241114,1502.0
동국산업,20240814,1452.6
한일사료,20260513,4141.4
한일사료,20251113,3561.7
한일사료,20250813,770.8
한일사료,20250514,993.0
한일사료,20241113,1426.0
한일사료,20240813,1636.6
국영지앤엠,20260515,394.0
국영지앤엠,20251114,483.9
국영지앤엠,20250814,449.9
국영지앤엠,20250515,483.6
국영지앤엠,20241114,400.2
국영지앤엠,20240814,425.5
대한광통신,20260515,832.8
대한광통신,20251112,599.6
대한광통신,20250814,694.9
대한광통신,20250514,570.2
대한광통신,20241114,415.2
대한광통신,20240814,403.1
모베이스전자,20260514,273.9
모베이스전자,20251113,559.0
모베이스전자,20250813,367.3
모베이스전자,20250514,181.4
모베이스전자,20241114,472.1
모베이스전자,20240814,236.4
코콤,20260515,1387.7
코콤,20260318,1289.7
코콤,20251114,1178.4
코콤,20250814,1073.5
코콤,20250515,1019.7
코콤,20241114,1302.9
코콤,20240814,1390.2
세명전기,20260514,232.5
세명전기,20251114,347.4
세명전기,20250811,283.3
세명전기,20250513,245.7
세명전기,20241114,46.1
세명전기,20240814,150.5
유니슨,20260515,1051.1
유니슨,20251114,1060.9
유니슨,20250814,1245.2
유니슨,20250515,1328.4
유니슨,20241114,1417.9
유니슨,20240814,1211.1
삼목에스폼,20260515,523.4
삼목에스폼,20260323,35483.6
삼목에스폼,20251114,649.7
삼목에스폼,20250814,620.5
삼목에스폼,20250515,911.9
삼목에스폼,20250320,94.6
삼목에스폼,20241114,106.3
삼목에스폼,20240814,512.1
에너토크,20260514,187.7
에너토크,20251114,164.1
에너토크,20250814,63.0
에너토크,20250515,37.8
에너토크,20241114,26.1
에너토크,20240814,30.3
대신정보통신,20260618,789.2
대신정보통신,20260213,932.3
대신정보통신,20251114,1134.3
대신정보통신,20250814,1241.0
대신정보통신,20250619,703.1
대신정보통신,20250214,259.5
대신정보통신,20241114,833.2
대신정보통신,20240814,544.9
한일단조,20260515,134.6
한일단조,20260318,174.2
HLB이노베이션,20260515,47270.2
HLB이노베이션,20260313,33816.6
HLB이노베이션,20251113,279.0
HLB이노베이션,20250814,27.5
HLB이노베이션,20250515,9.3
HLB이노베이션,20241114,11.8
HLB이노베이션,20240814,15.4
케이피에프,20260513,24.3
케이피에프,20260317,21.2
케이피에프,20251113,20.9
케이피에프,20250814,20.4
케이피에프,20250514,24.6
케이피에프,20241113,19.1
케이피에프,20240814,19.9
HLB,20260515,159.2
HLB,20251114,159.6
HLB,20250813,166.7
HLB,20250515,181.8
HLB,20250321,181.0
HLB,20241114,207.6
HLB,20240814,177.6
원익홀딩스,20260515,4483.9
원익홀딩스,20251114,812.7
원익홀딩스,20250814,985.8
원익홀딩스,20250515,1591.3
원익홀딩스,20241114,2462.5
원익홀딩스,20240814,1696.4
아즈텍WB,20260515,131.8
아즈텍WB,20260323,115.8
아즈텍WB,20251114,119.3
아즈텍WB,20250814,149.8
아즈텍WB,20250515,81.6
아즈텍WB,20241114,100.9
아즈텍WB,20240814,132.2
피델릭스,20260511,496.7
피델릭스,20260313,259.7
피델릭스,20251111,190.3
피델릭스,20250813,142.7
피델릭스,20250514,125.2
피델릭스,20241113,136.3
피델릭스,20240813,142.7
소프트센,20260515,21.6
소프트센,20251114,21.6
제룡전기,20260513,1532.5
제룡전기,20251112,1438.3
제룡전기,20250813,1674.4
제룡전기,20250513,2194.6
제룡전기,20241111,2326.8
제룡전기,20240809,2929.9
디지틀조선,20260514,31.1
디지틀조선,20250320,2.1
디지틀조선,20241113,25.9
디지틀조선,20240814,38.6
파라텍,20260515,168.9
파라텍,20251114,322.6
파라텍,20250813,425.3
파라텍,20250514,689.8
파라텍,20241114,944.5
파라텍,20240813,1430.5
해성산업,20260515,170.0
해성산업,20251114,54.3
해성산업,20250814,107.6
해성산업,20250515,161.7
해성산업,20241114,54.1
해성산업,20240814,107.1
기산텔레콤,20260515,23.6
기산텔레콤,20250814,127.8
기산텔레콤,20250514,86.9
기산텔레콤,20240812,48.8
에이치엠넥스,20260515,2.4
에이치엠넥스,20260319,0.1
에이치엠넥스,20251113,1.0
에이치엠넥스,20250813,1.3
에이치엠넥스,20250515,0.3
에이치엠넥스,20250320,2.5
에이치엠넥스,20241112,1.0
에이치엠넥스,20240814,1.4
대성미생물,20260515,53.2
대성미생물,20260316,56.5
대성미생물,20251110,22.2
대성미생물,20250814,27.3
대성미생물,20250514,23.6
대성미생물,20250318,32.0
대성미생물,20241113,34.8
대성미생물,20240814,31.9
KZ정밀,20260515,535.7
KZ정밀,20251114,634.2
KZ정밀,20250814,631.5
KZ정밀,20250515,676.5
KZ정밀,20250312,581.0
KZ정밀,20241114,624.9
KZ정밀,20240814,549.0
코맥스,20260515,743.7
코맥스,20251114,1243.4
코맥스,20250814,923.1
코맥스,20250515,1278.8
코맥스,20241114,1933.7
심텍홀딩스,20260514,3306.1
심텍홀딩스,20251113,2617.1
심텍홀딩스,20250813,1912.6
심텍홀딩스,20250514,1182.6
심텍홀딩스,20241113,1273.5
심텍홀딩스,20240813,1402.3
성도이엔지,20260515,5715.1
성도이엔지,20260319,5331.7
성도이엔지,20251114,5170.2
성도이엔지,20250814,4757.6
성도이엔지,20250515,4368.5
성도이엔지,20241114,7080.1
성도이엔지,20240814,7481.6
에코플라스틱,20260515,938.3
에코플라스틱,20251114,166.5
에코플라스틱,20250814,166.5
에코플라스틱,20241114,5.9
에코플라스틱,20240814,2755.9
상상인,20260515,298.0
상상인,20251114,319.5
상상인,20250814,319.5
상상인,20250515,319.5
상상인,20241114,342.8
상상인,20240814,137.5
에스넷,20260515,778.0
에스넷,20260317,4574.1
에스넷,20251114,2659.8
에스넷,20250814,1712.9
에스넷,20250515,793.9
에스넷,20241114,2873.7
에스넷,20240814,1769154.6
현대에이치티,20260515,1921.2
현대에이치티,20251114,2017.7
현대에이치티,20250814,2077.5
현대에이치티,20250514,2135.0
현대에이치티,20250321,2228.0
현대에이치티,20241114,2422.3
현대에이치티,20240814,2433.4
이건홀딩스,20260515,4973.7
이건홀딩스,20260318,4585.2
이건홀딩스,20251114,4585.2
이건홀딩스,20250814,4585.2
이건홀딩스,20250515,4585.2
이건홀딩스,20241114,5075.6
이건홀딩스,20240814,5075.6
세중,20260514,296.3
세중,20251113,76.3
세중,20250814,76.3
세중,20250515,76.3
세중,20250321,76.3
세중,20241114,152.6
세중,20240814,152.6
누리플렉스,20260515,997.1
누리플렉스,20260318,121676869.4
누리플렉스,20251113,121676869.4
누리플렉스,20250814,121676869.4
누리플렉스,20250318,139714.9
누리플렉스,20241114,117324.1
아이씨디,20260515,1796.2
아이씨디,20260320,1684.8
아이씨디,20251114,1051.0
아이씨디,20250814,810.1
아이씨디,20250515,1493.2
아이씨디,20241114,1308.3
아이씨디,20240814,1616.3
현대에버다임,20260515,1353.0
현대에버다임,20251114,1352.8
현대에버다임,20250814,178.2
현대에버다임,20250515,133.7
현대에버다임,20250311,178.2
현대에버다임,20241114,762.6
현대에버다임,20240814,762.6
비츠로테크,20260515,692.3
비츠로테크,20251114,803.9
비츠로테크,20250814,340.0
비츠로테크,20250515,337.1
비츠로테크,20241113,829.9
비츠로테크,20240814,230.1
파루,20260515,397.6
파루,20251114,400.3
파루,20250814,400.3
파루,20250515,99.3
파루,20250321,114.7
파루,20241114,341.4
파루,20240814,341.4
위닉스,20260515,152.2
위닉스,20260324,156.8
위닉스,20251114,156.8
위닉스,20250814,156.8
위닉스,20250515,156.8
위닉스,20241114,333174109.6
위닉스,20240814,333174109.6
에이치케이,20260515,286.8
에이치케이,20251112,142.9
에이치케이,20250814,143.5
에이치케이,20250515,113.7
에이치케이,20241114,134.3
에이치케이,20240814,145.9
한양이엔지,20260514,6844.4
한양이엔지,20260313,5957.4
한양이엔지,20251113,6763.7
한양이엔지,20250813,4838.0
한양이엔지,20250514,5055.8
한양이엔지,20250313,5074.5
한양이엔지,20241113,4960.1
한양이엔지,20240814,4728.2
성우테크론,20260515,144.6
성우테크론,20260313,148.8
성우테크론,20251113,62.2
성우테크론,20250814,50.7
성우테크론,20250515,75.7
성우테크론,20241113,75.1
성우테크론,20240814,50.1
에이텍,20260515,1892.7
에이텍,20260319,1892.7
오르비텍,20260515,78.7
오르비텍,20251114,36.2
오르비텍,20250814,36.2
오르비텍,20250515,71.2
오르비텍,20241114,29.7
오르비텍,20240814,50.0
HLB파나진,20260515,3.8
HLB파나진,20251114,1.9
HLB파나진,20250814,2.6
HLB파나진,20250515,5.0
HLB파나진,20241114,5.2
HLB파나진,20240814,1.5
TPC로보틱스,20260515,1.2
TPC로보틱스,20251114,17.7
TPC로보틱스,20250814,35.3
TPC로보틱스,20250515,11.6
TPC로보틱스,20250318,35.1
TPC로보틱스,20241114,37.6
TPC로보틱스,20240814,31.3
미래컴퍼니,20260514,438.6
미래컴퍼니,20260320,599.8
미래컴퍼니,20251114,130.1
미래컴퍼니,20250814,129.6
미래컴퍼니,20250515,140.7
미래컴퍼니,20241114,221.7
미래컴퍼니,20240809,257.5
지어소프트,20260514,44.3
지어소프트,20260320,12.7
지어소프트,20251113,31.9
지어소프트,20250813,51.9
지어소프트,20250514,40.4
지어소프트,20250320,22.6
지어소프트,20241111,34.3
지어소프트,20240813,50.5
iMBC,20260515,37.6
iMBC,20251114,37.6
iMBC,20250814,25.1
iMBC,20250515,37.6
iMBC,20241114,12.2
iMBC,20240814,24.4
오션인더블유,20260515,18.9
아이크래프트,20260515,266.3
아이크래프트,20250814,30.6
아이크래프트,20250514,38.8
아이크래프트,20241114,37.0
아이크래프트,20240814,39.6
케이엔솔,20260515,4064.6
케이엔솔,20251111,4936.9
케이엔솔,20250808,5258.4
케이엔솔,20250515,3980.6
케이엔솔,20241114,5192.3
케이엔솔,20240814,5928.3
이니텍,20260515,78.0
팬스타엔터프라이즈,20260515,59.9
팬스타엔터프라이즈,20260318,40.1
팬스타엔터프라이즈,20251114,40.1
팬스타엔터프라이즈,20250814,40.1
팬스타엔터프라이즈,20250515,6723.2
팬스타엔터프라이즈,20241114,12997.0
팬스타엔터프라이즈,20240814,39.2
엑사이엔씨,20260514,827.5
엑사이엔씨,20251113,1272.0
엑사이엔씨,20250813,356.5
엑사이엔씨,20250515,195.2
엑사이엔씨,20241113,585.0
엑사이엔씨,20240814,591.5
CNT85,20260515,108.8
CNT85,20260318,238.3
CNT85,20250813,507.4
CNT85,20250515,269.6
CNT85,20250320,269.6
CNT85,20241114,358.6
CNT85,20240813,279.5
한국첨단소재,20260515,3676.3
한국첨단소재,20251114,1931.9
한국첨단소재,20250814,3323.1
한국첨단소재,20250515,4613.7
한국첨단소재,20241114,14583.7
한국첨단소재,20240814,4827.6
이엘피,20260515,1.2
이엘피,20251114,2.1
이엘피,20250814,2.6
이엘피,20250515,2.1
이엘피,20241114,1.7
이엘피,20240814,1.9
케이프,20260515,445.9
케이프,20251114,437.3
케이프,20250814,409.8
케이프,20250515,364.7
케이프,20241114,506.4
케이프,20240814,510.7
탑엔지니어링,20260514,318.5
탑엔지니어링,20251114,276.1
탑엔지니어링,20250814,283.1
탑엔지니어링,20250515,501.2
탑엔지니어링,20241113,783.1
탑엔지니어링,20240814,745.7
이루온,20260515,97.0
이루온,20251114,99.9
이루온,20250814,127.3
이루온,20250515,133.7
이루온,20241114,157.9
이루온,20240813,206.3
빅텍,20260515,1487.1
빅텍,20251114,1724.2
빅텍,20250814,1838.3
빅텍,20250515,1426.1
빅텍,20250318,1268.8
빅텍,20241114,667.6
빅텍,20240814,790.5
휴비츠,20260514,277.2
휴비츠,20251112,828.4
휴비츠,20250813,547.3
휴비츠,20250515,476840.9
휴비츠,20241114,819.1
휴비츠,20240813,545.2
웰크론,20260515,1797.6
웰크론,20251114,2115.7
웰크론,20250814,1731.9
웰크론,20250515,1567.4
웰크론,20250318,1845.2
웰크론,20241114,1768.3
웰크론,20240814,1872.2
하츠,20260515,1246.0
하츠,20251113,1141.0
하츠,20250814,1239.5
하츠,20250515,1176.6
하츠,20241114,1242.2
하츠,20240814,1403.6
테라젠이텍스,20260515,11.1
테라젠이텍스,20260319,28.6
테라젠이텍스,20251114,34.8
테라젠이텍스,20250814,33.3
테라젠이텍스,20250515,16.5
테라젠이텍스,20241114,31.5
디에이피,20260515,274.0
디에이피,20251114,63.2
디에이피,20250814,69.3
디에이피,20250515,70.6
디에이피,20241114,31.6
디에이피,20240814,161.6
이씨에스,20260611,359.7
이씨에스,20260219,393.9
이씨에스,20251114,397.0
이씨에스,20250814,472.0
이씨에스,20250612,469.9
멀티캠퍼스,20260515,445.6
멀티캠퍼스,20260310,566.2
멀티캠퍼스,20251114,88.7
멀티캠퍼스,20250814,146.9
멀티캠퍼스,20250515,286.4
멀티캠퍼스,20250311,699.1
멀티캠퍼스,20241114,153.7
멀티캠퍼스,20240814,325.6
엔브이에이치코리아,20260515,4064.6
엔브이에이치코리아,20251114,4936.9
엔브이에이치코리아,20250814,5258.4
엔브이에이치코리아,20250515,3980.6
엔브이에이치코리아,20241114,5192.3
엔브이에이치코리아,20240814,5928.3
이글루,20260513,708.5
이글루,20260320,346.4
이글루,20251112,442.7
이글루,20250814,667.6
이글루,20250512,873.2
이글루,20241112,204.7
이글루,20240814,408.9
에스텍,20260515,1108.3
에스텍,20251114,1002.4
에스텍,20250814,1261.9
에스텍,20250515,1315.8
에스텍,20241114,1300.9
에스텍,20240814,1579.3
빛과전자,20260515,30.9
빛과전자,20251114,67.8
빛과전자,20250814,69.1
빛과전자,20250513,73.6
빛과전자,20241114,44.3
빛과전자,20240814,30.8
인티큐브,20260514,287.6
인티큐브,20251112,339.0
인티큐브,20250813,96.8
인티큐브,20250514,40.4
인티큐브,20250312,59.3
인티큐브,20241113,31.8
인티큐브,20240813,14.7
케이에스피,20260513,923.1
케이에스피,20260312,809.5
케이에스피,20251114,159098.3
케이에스피,20250814,159098.3
케이에스피,20250515,159098.3
케이에스피,20250313,4695.5
케이에스피,20241112,4695.5
케이에스피,20240809,4695.5
에프알텍,20260515,297.6
에프알텍,20251114,248.1
에프알텍,20250814,248.1
에프알텍,20250321,333148.1
에프알텍,20241114,186.5
에프알텍,20240813,186.5
테라사이언스,20260515,632.7
테라사이언스,20251114,4994.7
테라사이언스,20250814,4230.4
테라사이언스,20250515,5551.7
테라사이언스,20241114,1619.6
테라사이언스,20240814,5058.8
웰크론한텍,20260515,1797.6
웰크론한텍,20251114,2115.7
웰크론한텍,20250814,1731.9
웰크론한텍,20250515,1567.4
웰크론한텍,20250317,1845.2
웰크론한텍,20241114,1768.3
웰크론한텍,20240814,1872.2
유비쿼스홀딩스,20260515,1030.2
유비쿼스홀딩스,20260310,1120.5
유비쿼스홀딩스,20251114,1247.4
유비쿼스홀딩스,20250814,1365.8
유비쿼스홀딩스,20250515,1418.9
유비쿼스홀딩스,20241114,1613.8
유비쿼스홀딩스,20240814,1674.3
HB테크놀러지,20260515,398.8
HB테크놀러지,20251114,649.8
HB테크놀러지,20250814,505.9
HB테크놀러지,20250515,697.9
HB테크놀러지,20241114,1333.3
HB테크놀러지,20240814,898.2
휴림에이텍,20260514,3011.5
휴림에이텍,20260319,3108.5
휴림에이텍,20251113,3233.9
휴림에이텍,20250814,3360.7
휴림에이텍,20250514,3505.9
휴림에이텍,20250320,1118.0
휴림에이텍,20241113,1266.0
휴림에이텍,20240813,1463.0
APS이노베이션,20260514,373.9
APS이노베이션,20251114,853.9
APS이노베이션,20250814,833.8
APS이노베이션,20250515,997.6
APS이노베이션,20250320,1062.8
APS이노베이션,20241114,1344.5
APS이노베이션,20240814,1556.7
인베니아,20260514,233.9
인베니아,20251114,457.6
인베니아,20250814,530.9
인베니아,20250515,543.8
인베니아,20250321,555.8
인베니아,20241114,594.2
인베니아,20240814,648.9
엘오티베큠,20260515,381.3
엘오티베큠,20260323,221.6
엘오티베큠,20251114,359.4
엘오티베큠,20250814,418.8
엘오티베큠,20250515,518.2
엘오티베큠,20250321,521.8
엘오티베큠,20241112,461.5
엘오티베큠,20240814,435.9
CG인바이츠,20260514,39.6
CG인바이츠,20250514,29926.7
CG인바이츠,20250320,29926.7
유비온,20260515,149.8
유비온,20260219,176.1
유비온,20250813,115.6
유비온,20250515,127.1
유비온,20250214,158.3
유비온,20240829,124.5
에코프로,20260515,897.5
에코프로,20251114,827.4
에코프로,20250814,783.3
에코프로,20250515,720.6
에코프로,20250318,771.0
에코프로,20241114,893.5
에코프로,20240814,1054.8
MDS테크,20260515,90.6
MDS테크,20251114,147.0
MDS테크,20250814,154.4
MDS테크,20250515,161.7
MDS테크,20250320,168.9
MDS테크,20241114,187.9
MDS테크,20240814,166.5
모바일어플라이언스,20260515,180.7
모바일어플라이언스,20260324,180.7
모바일어플라이언스,20251114,180.7
모바일어플라이언스,20250814,180.7
모바일어플라이언스,20250515,180.7
모바일어플라이언스,20250321,180.7
모바일어플라이언스,20241114,180.7
모바일어플라이언스,20240814,180.7
동아엘텍,20260515,6121.1
동아엘텍,20251114,3140.7
동아엘텍,20250814,3815.3
동아엘텍,20250515,5483.4
동아엘텍,20241114,914.6
동아엘텍,20240814,809.2
쏘닉스,20260515,44.0
쏘닉스,20260320,182.1
쏘닉스,20251114,135.0
쏘닉스,20250814,90.8
쏘닉스,20250515,45.9
쏘닉스,20241114,134.0
쏘닉스,20240814,100.0
유라클,20260515,248.2
유라클,20260319,174.2
유라클,20251114,97.3
유라클,20250814,118.2
유라클,20250515,168.1
유라클,20250320,109.9
유라클,20241112,88.7
이녹스,20260515,124.0
이녹스,20251114,17.4
이녹스,20250814,18.5
이녹스,20250515,88.8
이녹스,20241114,5.6
이녹스,20240814,13.0
케이씨티,20260515,63.9
케이씨티,20251114,122.4
케이씨티,20250814,122.4
케이씨티,20250515,116.0
케이씨티,20250318,-35.8
케이씨티,20241114,35.8
케이씨티,20240814,65.7
THE E&M,20260515,222.0
THE E&M,20260323,317.0
제이티,20260515,234.8
제이티,20251114,168.3
제이티,20250814,117.8
제이티,20250515,53.4
제이티,20241114,97.2
제이티,20240813,103.1
코세스,20260515,11487.0
코세스,20251124,2954.3
코세스,20250829,10919.3
코세스,20250530,18339.5
코세스,20241129,17728.6
코세스,20240823,17011.5
제이스로보틱스,20260515,636.3
제이스로보틱스,20251114,720.9
제이스로보틱스,20250814,720.9
제이스로보틱스,20250515,720.9
제이스로보틱스,20241114,1439.4
제이스로보틱스,20240814,1439.4
한울소재과학,20260515,2580.4
한울소재과학,20241114,39010.6
한울소재과학,20240814,48228.8
남화토건,20260515,934.0
남화토건,20251114,977.5
남화토건,20250814,840.0
남화토건,20250515,1081.4
남화토건,20241114,1317.5
남화토건,20240814,1383.7
현우산업,20260512,328.5
현우산업,20260323,373.4
현우산업,20251106,340.1
현우산업,20250814,328.9
현우산업,20250513,298.8
현우산업,20250318,370.7
현우산업,20241112,251.3
현우산업,20240812,298.5
일진파워,20260513,235.1
일진파워,20250814,238.9
일진파워,20250515,111.3
일진파워,20241114,152.3
일진파워,20240814,204.0
에이루트,20260515,42.4
에이루트,20260318,43.2
에이루트,20251114,43.9
에이루트,20250814,44.2
에이루트,20250515,44.9
에이루트,20241114,49.1
에이루트,20240814,49.9
SDN,20260514,0.1
SDN,20251112,0.1
SDN,20250814,0.1
SDN,20250515,0.1
SDN,20241114,0.1
SDN,20240814,0.1
스맥,20260515,708.9
스맥,20251114,342.5
스맥,20250814,417.1
스맥,20250515,479.4
스맥,20241113,438.9
스맥,20240812,500.5
DGI,20260515,137.2
DGI,20251112,175.1
DGI,20250812,71.7
DGI,20250515,221.7
DGI,20250319,74.2
이지케어텍,20260807,557.2
이지케어텍,20260617,682.5
이지케어텍,20260213,748.5
이지케어텍,20251114,646.2
이지케어텍,20250813,635.1
이지케어텍,20250214,416.2
이지케어텍,20241112,422.0
KS인더스트리,20260515,625.8
KS인더스트리,20251114,515.0
KS인더스트리,20250814,559.4
KS인더스트리,20250515,550.5
KS인더스트리,20241114,455.3
KS인더스트리,20240814,463.7
한국정밀기계,20260515,8.5
한국정밀기계,20260323,4.6
한국정밀기계,20251114,4.7
한국정밀기계,20250814,5.0
한국정밀기계,20250515,5.1
한국정밀기계,20241114,5.3
한국정밀기계,20240814,7.4
인화정공,20260515,816.7
인화정공,20260317,729.5
인화정공,20251114,658.5
인화정공,20250814,698.7
인화정공,20250515,679.9
인화정공,20241114,563.0
인화정공,20240814,430.1
우양에이치씨,20260514,799.5
톱텍,20260515,1527.6
톱텍,20260320,2005.3
톱텍,20251114,2225.5
톱텍,20250814,2347.3
톱텍,20250515,2364.7
톱텍,20250319,1851.9
톱텍,20241114,2277.5
톱텍,20240814,2809.1
셀바스AI,20260515,27.4
셀바스AI,20260319,28.0
셀바스AI,20251114,42.9
셀바스AI,20250814,34.6
셀바스AI,20250513,37.2
셀바스AI,20241114,41176.9
셀바스AI,20240814,52661.2
앱토크롬,20260514,1.0
앱토크롬,20251113,1.0
앱토크롬,20250813,1.0
앱토크롬,20250514,33.4
앱토크롬,20241113,1.0
앱토크롬,20240814,1.0
디아이티,20260515,810.5
디아이티,20251114,270.0
디아이티,20250814,372.9
디아이티,20250515,455.6
디아이티,20241113,597.0
디아이티,20240814,423.6
강원에너지,20260515,879.7
강원에너지,20251114,434.7
강원에너지,20250814,483.5
강원에너지,20250515,815.7
강원에너지,20241114,1295.5
강원에너지,20240814,891.8
HLB테라퓨틱스,20260515,39.3
HLB테라퓨틱스,20251114,124.7
HLB테라퓨틱스,20250814,124.7
HLB테라퓨틱스,20250515,62.4
HLB테라퓨틱스,20241114,152.4
HLB테라퓨틱스,20240814,102.4
케이씨에스,20260515,12423.3
케이씨에스,20260318,10446.6
케이씨에스,20251114,2366.0
케이씨에스,20250814,3011.5
케이씨에스,20250515,6600.0
케이씨에스,20241114,16106.2
케이씨에스,20240814,34248.6
티로보틱스,20260515,4.6
티로보틱스,20251113,4.6
티로보틱스,20241107,501843.1
티로보틱스,20240814,501843.1
알톤,20260515,124.0
알톤,20251114,17.4
알톤,20250814,18.5
알톤,20250515,88.8
알톤,20250317,73.0
알톤,20241114,5.6
알톤,20240814,13.0
피제이메탈,20260515,74.4
피제이메탈,20251114,74.4
피제이메탈,20250814,74.4
피제이메탈,20250515,74.4
피제이메탈,20250318,74.4
제이씨케미칼,20260515,325.0
제이씨케미칼,20251114,76.0
제이씨케미칼,20250813,521.0
제이씨케미칼,20250515,653.0
제이씨케미칼,20250312,780.0
제이씨케미칼,20241114,92.0
앤로보틱스,20260515,55.2
앤로보틱스,20260323,39.8
앤로보틱스,20251114,86.8
앤로보틱스,20250814,185.2
앤로보틱스,20250515,212.0
앤로보틱스,20241114,199.6
앤로보틱스,20240814,255.8
알에스오토메이션,20260515,193.7
알에스오토메이션,20251114,184.9
알에스오토메이션,20250814,221.4
알에스오토메이션,20250515,157.4
알에스오토메이션,20241114,185.2
알에스오토메이션,20240814,195.7
영우디에스피,20260428,362.9
영우디에스피,20251110,518.0
영우디에스피,20250814,310.1
영우디에스피,20250512,396.6
영우디에스피,20241114,373.2
영우디에스피,20240813,312.0
에이치와이티씨,20260515,59.1
에이치와이티씨,20260319,59.1
에이치와이티씨,20251114,61.3
에이치와이티씨,20250814,62.0
